state_a,state_b,n_groups,median_rho,ci95_low,ci95_high,mean_rho
familiar_active,novel_active,22,0.1782765737874097,0.13782449434623348,0.26666666666666666,0.20769000554435718
familiar_active,passive,22,0.3251834885226311,0.2598678954964494,0.37500000000000006,0.298165002889391
novel_active,passive,22,0.10466261053548019,-0.02978959025470653,0.22291504980445742,0.0767532124314878
