specimen_id,level,template_id,model_id,run_id,explained_variance_ratio
478793814,1,395310469,566378905,566386734,0.876142488813092
478793814,2,395310479,566378907,566387541,0.866202359694824
478793814,3,395310475,566378909,566386663,0.907489641426623
478793814,4,471355161,566378911,566387866,0.953547544435439
478793814,5,395310498,566378913,566388631,0.951909367076971
478828646,1,395310469,566381429,566388980,0.0121924164126739
478828646,2,395310479,566381431,566389349,0.0104869893631761
478828646,3,395310475,566381433,566388810,-0.00453969136008262
478828646,4,471355161,566381435,566389493,-0.0102935645830079
478828646,5,395310498,566381437,566390206,-0.0205619726129267
478888083,1,395310469,566382732,566388598,0.79432261367544
478888083,2,395310479,566382734,566388861,0.826309650136257
478888083,3,395310475,566382736,566388790,0.655475526807032
478888083,4,471355161,566382738,566389795,0.749224074693878
478888083,5,395310498,566382740,566390873,0.765100778944649
478947222,1,395310469,566385037,566391735,-0.0159980275912199
478947222,2,395310479,566385039,566392242,-0.0178541393742857
478947222,3,395310475,566385041,566391833,-0.0196695573271643
478947222,4,471355161,566385043,566392456,-0.0204741469667293
478947222,5,395310498,566385045,566392847,-0.0204333657772308
478949560,1,395310469,566387636,566400915,0.923180809217247
478949560,2,395310479,566387640,566402661,0.928537952668342
478949560,3,395310475,566387642,566402508,0.92944059123499
478949560,4,471355161,566387644,566405734,0.92695726232684
478949560,5,395310498,566387646,566408492,0.923677919312291
478958894,1,395310469,566388480,566405494,0.955867954257143
478958894,2,395310479,566388482,566410038,0.912231604598571
478958894,3,395310475,566388484,566405808,0.973188133614132
478958894,4,471355161,566388486,566407542,0.976371798017224
478958894,5,395310498,566388488,566412428,0.973933136334609
479179020,1,395310469,480051200,497350770,0.679772067267852
479179020,2,395310479,480051202,566404644,0.706467740730033
479179020,3,395310475,480051204,497548728,0.758271215777737
479179020,4,471355161,480051206,566403771,0.787130211641686
479179020,5,395310498,480051208,566406353,0.771876112798758
479220013,1,395310469,566391268,566405626,0.700617351603107
479220013,2,395310479,566391270,566408870,0.634928547655728
479220013,3,395310475,566391272,566407251,0.897081137177094
479220013,4,471355161,566391274,566409215,0.852505574338473
479220013,5,395310498,566391276,566412114,0.839640586268983
479225080,1,395310469,491766895,497455999,0.572843553948979
479225080,2,395310479,491766897,497517568,0.651274348097384
479225080,3,395310475,491766899,497567655,0.511196097660094
479225080,4,471355161,491766901,497342891,0.552510099912891
479225080,5,395310498,491766903,497581730,0.553877999265024
479225294,1,395310469,480051151,497517865,0.618875660988366
479225294,2,395310479,480051153,566405642,0.64378344118929
479225294,3,395310475,480051155,497589512,0.579121645123708
479225294,4,471355161,480051157,566406689,0.693680436291548
479225294,5,395310498,480051159,566409042,0.69464297027822
479415457,1,395310469,566393020,566418071,0.646767559688845
479415457,2,395310479,566393022,566418524,0.731005992789999
479415457,3,395310475,566393024,566419183,0.585979119058669
479415457,4,471355161,566393026,566418230,0.624550688192526
479415457,5,395310498,566393028,566429406,0.640725318731241
479492633,1,395310469,481101895,497553153,0.565292997341218
479492633,2,395310479,481101897,566414857,0.747332666401248
479492633,3,395310475,481101899,497617246,0.525397753029394
479492633,4,471355161,481101901,566419853,0.657646862146672
479492633,5,395310498,481101903,566428396,0.723526434740373
479492800,1,395310469,480068523,497541576,0.575390269598777
479492800,2,395310479,480068525,566415530,0.543813170181605
479492800,3,395310475,480068527,497616851,0.672290245961283
479492800,4,471355161,480068529,566417151,0.519373744343143
479492800,5,395310498,480068532,566420167,0.553712036020003
479508018,1,395310469,480070786,497553238,0.74148796751094
479508018,2,395310479,480070788,566415950,0.719441684521569
479508018,3,395310475,480070790,497614572,0.772669354878466
479508018,4,471355161,480070793,566411332,0.774301749731553
479508018,5,395310498,480070795,566415923,0.776090948072924
479721491,1,395310469,482520355,497588383,0.72174357829877
479721491,2,395310479,482520357,566411071,0.691012727050691
479721491,3,395310475,482520359,497625053,0.559557400678742
479721491,4,471355161,482520361,566412079,0.75539307832143
479721491,5,395310498,482520363,566418209,0.787418667476199
479722622,1,395310469,482520472,497577040,0.578769173949898
479722622,2,395310479,482520474,566419819,0.606195602948639
479722622,3,395310475,482520476,497618513,0.515925459597545
479722622,4,471355161,482520478,566422265,0.531169876600694
479722622,5,395310498,482520480,566418539,0.603343488705412
479728896,1,395310469,482525583,497588911,0.577730740465215
479728896,2,395310479,482525585,566419841,0.651002009899745
479728896,3,395310475,482525587,498701580,0.609895722494087
479728896,4,471355161,482525589,566423972,0.69833072364244
479728896,5,395310498,482525591,566425463,0.667171392702876
479766169,1,395310469,482578587,497589013,0.708780821452169
479766169,2,395310479,482578589,566409381,0.612797854953917
479766169,3,395310475,482578591,499322442,0.833906931407731
479766169,4,471355161,482578593,566411045,0.746808042257729
479766169,5,395310498,482578595,566412368,0.869053601222248
479770916,1,395310469,482525249,497591480,0.763166345581705
479770916,2,395310479,482525251,566420536,0.625932036467859
479770916,3,395310475,482525253,497623068,0.685024624034556
479770916,4,471355161,482525255,566424917,0.735106625981081
479770916,5,395310498,482525257,566432807,0.737556119925196
480087928,1,395310469,482583549,497624079,0.657500761768645
480087928,2,395310479,482583551,566421076,0.676669083947772
480087928,3,395310475,482583553,500822333,0.490477163230684
480087928,4,471355161,482583555,566423772,0.469230044699638
480087928,5,395310498,482583557,566427334,0.461591565887322
480090260,1,395310469,482655179,500458395,0.678032754923417
480090260,2,395310479,482655181,566419050,0.619194244467761
480090260,3,395310475,482655183,500823506,0.624069213355951
480090260,4,471355161,482655185,566416462,0.570632348193764
480090260,5,395310498,482655187,566419238,0.609478984029676
480169178,1,395310469,482657513,500745477,0.656921725944854
480169178,2,395310479,482657515,566418617,0.77469970884218
480169178,3,395310475,482657517,501167011,0.771686125848004
480169178,4,471355161,482657519,566418640,0.767298220215538
480169178,5,395310498,482657521,566427488,0.806271764337862
480169202,1,395310469,490150672,500749434,0.846046639550874
480169202,2,395310479,490150674,566427322,0.700873065752767
480169202,3,395310475,490150676,500826500,0.768137151168563
480169202,4,471355161,490150678,566433069,0.846724539660069
480169202,5,395310498,490150680,566438005,0.83940003405236
480171386,1,395310469,483108786,500818855,0.694786785010905
480171386,2,395310479,483108788,566421197,0.722972995976181
480171386,3,395310475,483108790,500826407,0.575335340116756
480171386,4,471355161,483108792,566421116,0.515578408939399
480171386,5,395310498,483108794,566421426,0.597399566564229
480268803,1,395310469,483148188,500819103,0.634710570218431
480268803,2,395310479,483148190,566409084,0.689954183634096
480268803,3,395310475,483148192,500825974,0.620202577108619
480268803,4,471355161,483148194,566409337,0.692130727736535
480268803,5,395310498,483148196,566412021,0.709150026755318
480273887,1,395310469,483108917,500819114,0.574946680196764
480273887,2,395310479,483108919,566433267,0.572252703829009
480273887,3,395310475,483108921,500826017,0.353588861746983
480273887,4,471355161,483108923,566429985,0.510508473318596
480273887,5,395310498,483108925,566423945,0.504587538715054
480351780,1,395310469,482529681,500819963,0.470080165016039
480351780,2,395310479,482529683,566418134,0.585285211886889
480351780,3,395310475,482529685,500827057,0.521399490889012
480351780,4,471355161,482529687,566415601,0.513174569120562
480351780,5,395310498,482529689,566417480,0.525316189447367
480353286,1,395310469,483109042,501165821,0.575601360378573
480353286,2,395310479,483109044,566431597,0.580445088201551
480353286,3,395310475,483109046,500824327,0.480227563166043
480353286,4,471355161,483109048,566432364,0.575633564996172
480353286,5,395310498,483109050,566422515,0.523538410711047
480364000,1,395310469,485467471,501165745,0.414620863871058
480364000,2,395310479,485467473,566412938,0.545180434092583
480364000,3,395310475,485467475,500826715,0.356997433983559
480364000,4,471355161,485467477,566415270,0.396458777808173
480364000,5,395310498,485467479,566417822,0.428448762752308
480643417,1,395310469,483147619,500823998,0.766822924063224
480643417,2,395310479,483147621,566415259,0.771629746559175
480643417,3,395310475,483147623,500827205,0.759389772534823
480643417,4,471355161,483147625,566413532,0.747457753343838
480643417,5,395310498,483147627,566415405,0.767414786617725
480647923,1,395310469,483108631,500824009,0.357586629381557
480647923,2,395310479,483108633,566409160,0.480723605601854
480647923,3,395310475,483108635,500827276,0.242615255143344
480647923,4,471355161,483108637,566409751,0.348345719852228
480647923,5,395310498,483108639,566412280,0.347882770364128
480999763,1,395310469,485472340,500826612,0.834127336400519
480999763,2,395310479,485472342,566416161,0.810262800350859
480999763,3,395310475,485472344,500828157,0.832589386894864
480999763,4,471355161,485472346,566412766,0.87028537594385
480999763,5,395310498,485472348,566417997,0.871590588737178
481003593,1,395310469,483066449,500826816,0.788224061510106
481003593,2,395310479,483066451,566425355,0.733938210303385
481003593,3,395310475,483066453,500828213,0.894044354961138
481003593,4,471355161,483066455,566419218,0.914042304536874
481003593,5,395310498,483066457,566426822,0.909644317427966
481003643,1,395310469,485472481,500827127,0.710134495390648
481003643,2,395310479,485472483,566425020,0.676582227140485
481003643,3,395310475,485472485,500828982,0.881388728428991
481003643,4,471355161,485472487,566426543,0.88964915750103
481003643,5,395310498,485472489,566416304,0.862161397279809
481018305,1,395310469,491766408,500827470,0.935486914369491
481018305,2,395310479,491766410,500827301,0.88504515214785
481018305,3,395310475,491766412,500828600,0.964779495415037
481018305,4,471355161,491766414,497349728,0.969674940050553
481018305,5,395310498,491766416,500829739,0.968251565916592
481127173,1,395310469,485475983,500828089,0.944862297646819
481127173,2,395310479,485475985,500828020,0.894669004934353
481127173,3,395310475,485475987,500844975,0.970692905005722
481127173,4,471355161,485475989,497384983,0.970892800355567
481127173,5,395310498,485475991,500863947,0.968045736352499
481136214,1,395310469,483151556,500828304,0.714163054703297
481136214,2,395310479,483151558,566444726,0.612201694245993
481136214,3,395310475,483151560,500829644,0.915370670352573
481136214,4,471355161,483151562,566452365,0.926433457121326
481136214,5,395310498,483151564,566452607,0.930005054413451
482516216,1,395310469,483106840,500829604,0.72717266411838
482516216,2,395310479,483106842,566433210,0.741817979020632
482516216,3,395310475,483106844,500857093,0.841176903879932
482516216,4,471355161,483106846,566439825,0.832891187471661
482516216,5,395310498,483106848,566442546,0.850622356923764
482516631,1,395310469,485479590,566453408,0.43371023472997
482516631,2,395310479,485479592,566450903,0.460227933691334
482516631,3,395310475,485479594,566452389,0.5617157850572
482516631,4,471355161,485479596,566455668,0.588424307593773
482516631,5,395310498,485479598,566454940,0.60856920104259
482654108,1,395310469,484625813,500838384,0.699216882948535
482654108,2,395310479,484625815,566427089,0.574729354692928
482654108,3,395310475,484625817,500887675,0.928516814323702
482654108,4,471355161,484625819,566427798,0.926045646113292
482654108,5,395310498,484625821,566430961,0.927431270697955
482690728,1,395310469,484628261,500844958,0.935669929582252
482690728,2,395310479,484628263,566446775,0.919631698993532
482690728,3,395310475,484628265,500891337,0.933308948812067
482690728,4,471355161,484628267,566445369,0.945145842588319
482690728,5,395310498,484628269,566447214,0.947432480253041
482726727,1,395310469,484629169,500854552,0.612236059555667
482726727,2,395310479,484629171,566441906,0.683150346474462
482726727,3,395310475,484629173,500900638,0.500690745199918
482726727,4,471355161,484629175,566442901,0.70029699375911
482726727,5,395310498,484629177,566447855,0.720792557547951
482764620,1,395310469,484631918,500861967,0.448968897919776
482764620,2,395310479,484631920,566443816,0.451027926426479
482764620,3,395310475,484631922,500912158,0.540500512374929
482764620,4,471355161,484631924,566443282,0.541789740810958
482764620,5,395310498,484631926,566450915,0.606085757520355
482772037,1,395310469,484633254,500862043,0.837221245668731
482772037,2,395310479,484633256,566443097,0.778840902084705
482772037,3,395310475,484633258,500894882,0.916869033808529
482772037,4,471355161,484633260,566444703,0.919799973210757
482772037,5,395310498,484633262,566439489,0.91950637202938
482773968,1,395310469,484633284,500879715,0.630596712994802
482773968,2,395310479,484633286,566451433,0.410541618642556
482773968,3,395310475,484633288,500929630,0.794050380016099
482773968,4,471355161,484633290,566450661,0.782441154653156
482773968,5,395310498,484633292,566448212,0.78236100846146
482809953,1,395310469,485504488,500879650,0.659671114882999
482809953,2,395310479,485504490,566433119,0.620721061525918
482809953,3,395310475,485504492,500920810,0.60260527678329
482809953,4,471355161,485504494,566437515,0.63207750712104
482809953,5,395310498,485504496,566440843,0.67773240963346
483020137,1,395310469,485507720,500905338,0.701689004179396
483020137,2,395310479,485507722,566456735,0.616969599258244
483020137,3,395310475,485507724,500932823,0.837910421596672
483020137,4,471355161,485507726,566456875,0.824590254751058
483020137,5,395310498,485507728,566458240,0.840988008781616
483083617,1,395310469,491766942,500912011,0.710315654799517
483083617,2,395310479,491766944,566440008,0.737461663380043
483083617,3,395310475,491766946,500941651,0.599765283951709
483083617,4,471355161,491766948,566434493,0.653998343805635
483083617,5,395310498,491766950,566437978,0.62575811290722
483101699,1,395310469,485513169,500921300,0.59818562885119
483101699,2,395310479,485513171,566453705,0.556146426024861
483101699,3,395310475,485513173,500940799,0.661178060066722
483101699,4,471355161,485513175,566455571,0.705371279272422
483101699,5,395310498,485513177,566456682,0.704816686338888
484457747,1,395310469,485590914,500928646,0.793015133119042
484457747,2,395310479,485590916,566440039,0.803174008699555
484457747,3,395310475,485590918,500941395,0.812837018506616
484457747,4,471355161,485590920,566440094,0.804932892619925
484457747,5,395310498,485590922,566443576,0.808645298913688
484515166,1,395310469,485591680,500941195,0.741322513221001
484515166,2,395310479,485591682,566456659,0.619543486866978
484515166,3,395310475,485591684,500942403,0.885247910003851
484515166,4,471355161,485591686,566457169,0.873361008742597
484515166,5,395310498,485591688,566460026,0.873106836913641
484635029,1,395310469,485602014,500941858,0.93089969985169
484635029,2,395310479,485602016,500942116,0.909263486372273
484635029,3,395310475,485602018,500943578,0.975321940357799
484635029,4,471355161,485602020,500823721,0.972898814208301
484635029,5,395310498,485602022,500944167,0.970940470915453
484679812,1,395310469,485909110,500941767,0.777578424059579
484679812,2,395310479,485909112,566440571,0.702136027027956
484679812,3,395310475,485909114,500943857,0.70786372893082
484679812,4,471355161,485909116,566440684,0.799028154336752
484679812,5,395310498,485909118,566444627,0.810941670828687
484737013,1,395310469,485610756,500941799,0.665252748549365
484737013,2,395310479,485610758,566452115,0.715304069074899
484737013,3,395310475,485610760,500942898,0.637259378365384
484737013,4,471355161,485610762,566444529,0.644091295379628
484737013,5,395310498,485610764,566453459,0.710381303798676
484742372,1,395310469,485611899,500942062,0.929024326399378
484742372,2,395310479,485611901,500942271,0.870979463808057
484742372,3,395310475,485611903,500944232,0.96037658329043
484742372,4,471355161,485611905,500826552,0.964511712171922
484742372,5,395310498,485611907,500944775,0.963430065210898
485245025,1,395310469,485716701,500943742,0.874703883147636
485245025,2,395310479,485716703,500944385,0.84834451325381
485245025,3,395310475,485716705,500945053,0.949204234268544
485245025,4,471355161,485716707,500827876,0.962140886983841
485245025,5,395310498,485716709,500961495,0.961772725128409
485287944,1,395310469,566402725,566456640,0.701979350405495
485287944,2,395310479,566402727,566458251,0.605659544266998
485287944,3,395310475,566402729,566457130,0.810488628408055
485287944,4,471355161,566402731,566458083,0.876469995309136
485287944,5,395310498,566402733,566459901,0.867894217715088
485339983,1,395310469,566404794,566461302,0.726419402382836
485339983,2,395310479,566404796,566461844,0.649950598953944
485339983,3,395310475,566404798,566462532,0.692196699949901
485339983,4,471355161,566404800,566462365,0.754835825616386
485339983,5,395310498,566404802,566465260,0.800644276973537
485455285,1,395310469,485720547,500944749,0.730889381313773
485455285,2,395310479,485720549,566461789,0.818818322890064
485455285,3,395310475,485720551,500961224,0.854891675846946
485455285,4,471355161,485720553,566464210,0.876218502016555
485455285,5,395310498,485720555,566465452,0.870142423333805
485466109,1,395310469,485720601,500945279,0.872443121898975
485466109,2,395310479,485720603,566455511,0.878736648551434
485466109,3,395310475,485720605,500964172,0.924729056620708
485466109,4,471355161,485720607,566456272,0.940316346691455
485466109,5,395310498,485720609,566457180,0.940405715763963
485468180,1,395310469,485720572,500945184,0.821802851228942
485468180,2,395310479,485720574,566454893,0.750574500082117
485468180,3,395310475,485720576,501166839,0.806758034020708
485468180,4,471355161,485720578,566455284,0.798702964913048
485468180,5,395310498,485720580,566455940,0.803632818882741
485570335,1,395310469,486052315,500945436,0.577477041999692
485570335,2,395310479,486052317,566455657,0.6419916929826
485570335,3,395310475,486052319,500956974,0.504453784823692
485570335,4,471355161,486052321,566455819,0.631780799497661
485570335,5,395310498,486052323,566455928,0.692403647751662
485570372,1,395310469,486052338,500945231,0.639850812084081
485570372,2,395310479,486052340,566455628,0.683803134506207
485570372,3,395310475,486052342,500957563,0.611260066680417
485570372,4,471355161,486052344,566456202,0.725808470004546
485570372,5,395310498,486052346,566456026,0.714347905817183
485574721,1,395310469,486052420,500945980,0.669648860890379
485574721,2,395310479,486052422,566455257,0.600902951262875
485574721,3,395310475,486052424,500959213,0.487073099398698
485574721,4,471355161,486052426,566454921,0.553759256075055
485574721,5,395310498,486052428,566456610,0.625120323303997
485574832,1,395310469,486052397,500947043,0.853404981791349
485574832,2,395310479,486052399,566461800,0.689174947023792
485574832,3,395310475,486052401,501077768,0.800386054882965
485574832,4,471355161,486052403,566461187,0.866544721290672
485574832,5,395310498,486052405,566465193,0.8807637970532
485577686,1,395310469,486051869,500947054,0.684569741072946
485577686,2,395310479,486051871,566458200,0.641109152489893
485577686,3,395310475,486051873,500961482,0.711227968201555
485577686,4,471355161,486051875,566457324,0.75911870402026
485577686,5,395310498,486051877,566460349,0.757144694767978
485578197,1,395310469,486051897,500953844,0.677284250717423
485578197,2,395310479,486051899,566464340,0.593515089304775
485578197,3,395310475,486051901,500962253,0.712977982123066
485578197,4,471355161,486051903,566462512,0.777865024633393
485578197,5,395310498,486051905,566470212,0.761067691544874
485579168,1,395310469,486051925,500954974,0.681164799338152
485579168,2,395310479,486051927,566461971,0.711068867427504
485579168,3,395310475,486051929,500960655,0.597770528786288
485579168,4,471355161,486051931,566463683,0.696882169452465
485579168,5,395310498,486051933,566466159,0.731308283923743
485608017,1,395310469,486052023,500957976,0.733185920793432
485608017,2,395310479,486052025,566462645,0.693295078228022
485608017,3,395310475,486052027,500960426,0.80414227959014
485608017,4,471355161,486052029,566464583,0.812550390670639
485608017,5,395310498,486052031,566470292,0.838022512940441
485835016,1,395310469,486508719,500960758,0.636600504726765
485835016,2,395310479,486508721,566457246,0.547534079913768
485835016,3,395310475,486508723,501167001,0.645164405499628
485835016,4,471355161,486508725,566458179,0.686231392169747
485835016,5,395310498,486508727,566458139,0.710283660326575
485837504,1,395310469,486508687,501077623,0.620244385683473
485837504,2,395310479,486508689,566456434,0.656796781053128
485837504,3,395310475,486508691,501166764,0.547923035149266
485837504,4,471355161,486508693,566457362,0.70630370301871
485837504,5,395310498,486508695,566458072,0.6797553062922
485838981,1,395310469,486508774,501077637,0.836604559588856
485838981,2,395310479,486508776,566460709,0.683767826519944
485838981,3,395310475,486508778,501166821,0.756986100608588
485838981,4,471355161,486508780,566460673,0.84509357278396
485838981,5,395310498,486508782,566462758,0.855827854450398
485880739,1,395310469,486508995,501077607,0.663878546139766
485880739,2,395310479,486508997,566465478,0.583704562182994
485880739,3,395310475,486508999,501167114,0.543825874851786
485880739,4,471355161,486509001,566464856,0.699638162532415
485880739,5,395310498,486509003,566470736,0.629003039076527
485884503,1,395310469,486509273,500961852,0.726828697810191
485884503,2,395310479,486509275,566462746,0.699953983428546
485884503,3,395310475,486509277,501167057,0.675912431884086
485884503,4,471355161,486509279,566463070,0.711592184659737
485884503,5,395310498,486509281,566465612,0.717331135384231
485905411,1,395310469,566406130,566460490,0.611614366145254
485905411,2,395310479,566406132,566461265,0.545213670759091
485905411,3,395310475,566406134,566460864,0.772040657972598
485905411,4,471355161,566406136,566460742,0.775716720981523
485905411,5,395310498,566406138,566464004,0.778242368683273
485931158,1,395310469,486509943,500964680,0.675838414502322
485931158,2,395310479,486509945,566466072,0.682875288567054
485931158,3,395310475,486509947,501167424,0.672580479905342
485931158,4,471355161,486509949,566464511,0.743199404583953
485931158,5,395310498,486509951,566466106,0.763813477614702
485938494,1,395310469,566408289,566482219,0.796044059740521
485938494,2,395310479,566408291,566473949,0.524316454783196
485938494,3,395310475,566408293,566478361,0.898359656675424
485938494,4,471355161,566408295,566487400,0.879704868046381
485938494,5,395310498,566408297,566493899,0.925456254132713
485955227,1,395310469,486512828,501166629,0.673803291409416
485955227,2,395310479,486512830,566471148,0.668664401993056
485955227,3,395310475,486512832,501167494,0.576039699034693
485955227,4,471355161,486512834,566473440,0.682093333465033
485955227,5,395310498,486512836,566479886,0.671972222062592
485958978,1,395310469,486512799,501027456,0.71902293426404
485958978,2,395310479,486512801,566472838,0.611904041405905
485958978,3,395310475,486512803,501167877,0.758394295146226
485958978,4,471355161,486512805,566474518,0.778504633333199
485958978,5,395310498,486512807,566472766,0.756840163497825
486029942,1,395310469,486554023,501047937,0.653851102180086
486029942,2,395310479,486554025,566470573,0.680860285721081
486029942,3,395310475,486554027,501087895,0.638682227906879
486029942,4,471355161,486554029,566471247,0.659003493840287
486029942,5,395310498,486554031,566471118,0.723402253490098
486052980,1,395310469,486556582,501029029,0.781873483548445
486052980,2,395310479,486556584,566481589,0.742674505108907
486052980,3,395310475,486556586,501284132,0.618614694011725
486052980,4,471355161,486556588,566478704,0.718273308078909
486052980,5,395310498,486556590,566482901,0.706637826031345
486108147,1,395310469,486556528,501080970,0.693649727203897
486108147,2,395310479,486556530,566470303,0.690414224953216
486108147,3,395310475,486556532,501080151,0.603711473880207
486108147,4,471355161,486556534,566470412,0.692606705414468
486108147,5,395310498,486556536,566470653,0.689680001679338
486111903,1,395310469,486556796,501046451,0.773196164598971
486111903,2,395310479,486556798,566487546,0.647682894336
486111903,3,395310475,486556800,501100647,0.843658772800912
486111903,4,471355161,486556802,566489246,0.84436834718079
486111903,5,395310498,486556804,566494577,0.857468213864292
486146717,1,395310469,486557266,501083259,0.669743267895125
486146717,2,395310479,486557268,566465219,0.672669089386417
486146717,3,395310475,486557270,501096561,0.706814924645266
486146717,4,471355161,486557272,566463196,0.75703526077197
486146717,5,395310498,486557274,566465517,0.747840061499884
486198953,1,395310469,486908861,501090394,0.692073752093984
486198953,2,395310479,486908863,566465860,0.623501363935986
486198953,3,395310475,486908865,501100064,0.748348586224269
486198953,4,471355161,486908867,566475473,0.764884852058918
486198953,5,395310498,486908869,566482992,0.764899924240678
486239338,1,395310469,486558429,500969873,0.618988051383717
486239338,2,395310479,486558431,566491180,0.724420322109427
486239338,3,395310475,486558433,501077510,0.616521486202134
486239338,4,471355161,486558435,566489265,0.697112092544737
486239338,5,395310498,486558437,566495831,0.699372594876485
486352114,1,395310469,486908930,500970333,0.852548504258104
486352114,2,395310479,486908932,500969557,0.855210728261536
486352114,3,395310475,486908934,500977844,0.932426856500529
486352114,4,471355161,486908936,500941843,0.944259045778824
486352114,5,395310498,486908938,500984636,0.944539178290128
486472847,1,395310469,486909366,500973129,0.711215489897154
486472847,2,395310479,486909368,500973079,0.707432297192683
486472847,3,395310475,486909370,500984330,0.716120226522019
486472847,4,471355161,486909372,500942445,0.720817781630569
486472847,5,395310498,486909374,500984023,0.725996146256049
486500736,1,395310469,486909563,500973279,0.721152368406059
486500736,2,395310479,486909565,500973457,0.699333270567424
486500736,3,395310475,486909567,500981952,0.764108892138634
486500736,4,471355161,486909569,500942640,0.741446029507742
486500736,5,395310498,486909571,500983352,0.751381930548355
486893033,1,395310469,487245699,500990914,0.600823868064465
486893033,2,395310479,487245701,500990826,0.645791074829183
486893033,3,395310475,487245703,500991770,0.536978827345294
486893033,4,471355161,487245705,500944564,0.717214906288589
486893033,5,395310498,487245707,501003913,0.59416090577249
486921382,1,395310469,488166305,500991355,0.646933077253515
486921382,2,395310479,488166307,500991580,0.639406379056994
486921382,3,395310475,488166309,501077368,0.773774409550248
486921382,4,471355161,488166311,501077483,0.800418182511161
486921382,5,395310498,488166313,501077325,0.820237903723265
486941367,1,395310469,488167749,500991528,0.81663324915802
486941367,2,395310479,488167751,500991419,0.748026462758947
486941367,3,395310475,488167753,501104600,0.944636906951155
486941367,4,471355161,488167756,500957962,0.917234510411236
486941367,5,395310498,488167760,501004025,0.903320542481259
487158599,1,395310469,488175112,500994275,0.749564706783726
487158599,2,395310479,488175114,500994594,0.65260515537613
487158599,3,395310475,488175117,501025744,0.893403932443499
487158599,4,471355161,488175119,500955469,0.825643084299458
487158599,5,395310498,488175121,501077247,0.856287032965615
487176969,1,395310469,488176941,500994577,0.870061128872752
487176969,2,395310479,488176945,501077231,0.836046118716833
487176969,3,395310475,488176951,501077260,0.901409777607918
487176969,4,471355161,488176955,501105723,0.834813262685529
487176969,5,395310498,488176957,501077309,0.829813841158076
487306716,1,395310469,488460100,501007197,0.322571081230112
487306716,2,395310479,488460102,501077116,0.330954898700323
487306716,3,395310475,488460104,501023863,0.339327509867391
487306716,4,471355161,488460106,500962222,0.30542450723945
487306716,5,395310498,488460108,501025312,0.311818714440859
487358945,1,395310469,491767831,501076954,0.689221518276615
487358945,2,395310479,491767833,501076944,0.52985767897017
487358945,3,395310475,491767835,501077008,0.646050645971623
487358945,4,471355161,491767837,500964534,0.711921061873396
487358945,5,395310498,491767839,501076963,0.748655181687641
487445455,1,395310469,488461595,501076821,0.710050540742564
487445455,2,395310479,488461597,501076898,0.534807927310355
487445455,3,395310475,488461599,501029435,0.813322683493714
487445455,4,471355161,488461601,501096742,0.834513647492957
487445455,5,395310498,488461603,501076836,0.85424214648724
487663469,1,395310469,488462847,501029062,0.848777490294445
487663469,2,395310479,488462849,501076572,0.605738949177974
487663469,3,395310475,488462851,501076587,0.813006629746024
487663469,4,471355161,488462853,501107627,0.828334863143546
487663469,5,395310498,488462855,501050241,0.849674877109358
487668030,1,395310469,488462997,566505878,0.720127973825961
487668030,2,395310479,488462999,566525332,0.417062666923044
487668030,3,395310475,488463001,566502310,0.755532101502886
487668030,4,471355161,488463003,566518373,0.536763835524456
487668030,5,395310498,488463005,566519821,0.519779246799366
488359338,1,395310469,488761817,501076400,0.755004561322621
488359338,2,395310479,488761819,501076367,0.522176266509581
488359338,3,395310475,488761821,501048693,0.863340740157108
488359338,4,471355161,488761823,500981843,0.881967482509329
488359338,5,395310498,488761825,501055848,0.870764587336807
488380827,1,395310469,488763469,501076274,0.799058136481436
488380827,2,395310479,488763471,501076331,0.614771111180193
488380827,3,395310475,488763473,501054229,0.886343680186593
488380827,4,471355161,488763475,500981811,0.90080049589488
488380827,5,395310498,488763477,501064011,0.919679261737632
488419491,1,395310469,488763407,501076226,0.745926321687025
488419491,2,395310479,488763409,501076235,0.688871073646179
488419491,3,395310475,488763411,501045379,0.826787266404283
488419491,4,471355161,488763413,500980083,0.806827557727899
488419491,5,395310498,488763415,501058475,0.81584131976119
488426904,1,395310469,488763539,501076192,0.754609437421229
488426904,2,395310479,488763541,501076201,0.572392817020846
488426904,3,395310475,488763543,501058582,0.882307633686079
488426904,4,471355161,488763545,500980417,0.900793569497889
488426904,5,395310498,488763547,501288998,0.902289863495762
488430487,1,395310469,489917118,501270787,0.777475755372986
488430487,2,395310479,489917120,501271064,0.548908295523747
488430487,3,395310475,489917122,501284007,0.850828571334303
488430487,4,471355161,489917124,500980098,0.870387783683007
488430487,5,395310498,489917126,501289134,0.895609424991542
488432250,1,395310469,488765006,501270724,0.822853656784597
488432250,2,395310479,488765008,501271050,0.738306005158563
488432250,3,395310475,488765010,501284057,0.715035660718341
488432250,4,471355161,488765012,500980072,0.733518722431734
488432250,5,395310498,488765014,501291672,0.762722549017897
488448839,1,395310469,488766330,501165833,0.797512450212083
488448839,2,395310479,488766332,501270776,0.573726703073261
488448839,3,395310475,488766334,501092654,0.812035603808435
488448839,4,471355161,488766336,500977793,0.875023077393945
488448839,5,395310498,488766338,501092011,0.876621052411012
488495740,1,395310469,489930367,501092168,0.620350998178829
488495740,2,395310479,489930369,501093217,0.715915133217928
488495740,3,395310475,489930371,501283150,0.520247983421366
488495740,4,471355161,489930373,500990688,0.525419157447047
488495740,5,395310498,489930375,501301899,0.539941701552197
488501071,1,395310469,489931666,501270753,0.859635269102241
