delta_rho_full_minus_without,removed_category,rho_without
-0.0017939805320527,adaptation_history,0.2616046763052067
0.0290282772805668,after_spike_trough,0.2307824184925872
0.0139889651495624,excitability_threshold,0.2458217306235915
0.0071771919608862,firing_input_output,0.2526335038122678
0.0078241228692922,passive_membrane,0.2519865729038618
-0.0121377444676794,spike_waveform,0.2719484402408335
