subject,same_image_state_auc_mean
619293,0.7674414056469835
619296,0.8191813013012532
620333,0.8982182731738809
620334,0.8329065158978654
625545,0.9329816708169542
625554,0.8992400521276273
625555,0.904719125025883
630506,0.8548866396439218
631510,0.8938415363376288
631570,0.8972922394528356
633229,0.892408445843509
637484,0.8430932613065631
