endpoint,column,n_mouse_sessions,null,mean_raw,mean_effect,median_effect,sd_effect,sem_effect,min_effect,max_effect,positive_fraction,n_positive,n_negative,exact_signflip_one_sided_p,exact_signflip_two_sided_p,wilcoxon_one_sided_p,wilcoxon_two_sided_p,exact_binomial_sign_one_sided_p,paired_standardized_effect_dz,bootstrap_ci_low,bootstrap_ci_high
same_exact_image_state_imprint,same_image_state_auc_mean,12,0.5,0.8696842055479089,0.3696842055479088,0.3931249910905688,0.0467748040527307,0.013502722855568,0.2674414056469835,0.4329816708169541,1.0,12,0,0.000244140625,0.00048828125,0.000244140625,0.00048828125,0.000244140625,7.903490202356639,0.3428568868480471,0.3935995149979788
