observed,predicted
0.0,1.334955880859979
1.0,1.4478760316428048
1.0,1.4470008716535985
2.0,1.380995242122623
2.0,1.4225802643567982
0.0,1.1823999914265704
0.0,1.3278959921466131
0.0,1.1534027622348488
0.0,1.1185257889184874
0.0,1.3003771401339437
0.0,1.184972250331182
1.0,1.4626416087079928
0.0,1.536471410756976
1.0,1.314024874034701
1.0,0.8585516320198152
2.0,1.2512731912380095
1.0,1.0232919114097063
1.0,1.016842136356221
3.0,1.2632803820657337
3.0,1.430514775191644
1.0,1.1558643534281656
0.0,1.081862619706481
2.0,0.984000081074619
0.0,0.5030376713254283
1.0,1.1641123143550556
0.0,1.4654799969587748
0.0,0.4476162250960023
1.0,1.3777151070230234
2.0,1.1912711819420363
1.0,1.376559463393701
1.0,1.3175278269072563
2.0,1.288087538733265
1.0,1.3964228468580957
1.0,1.2197723416770851
1.0,1.308601576995457
1.0,1.5265884648659689
3.0,1.4408106172279795
1.0,1.3258471834858814
2.0,1.2558132280182228
3.0,1.3105260013261728
0.0,1.4965447601489037
0.0,1.2270339236895569
0.0,1.2036917257155824
3.0,1.391474248618257
0.0,1.4192362358196036
1.0,1.3298272572432066
1.0,1.1698326387477764
0.0,1.391368839141896
1.0,1.268776566100796
0.0,1.395382571551985
1.0,1.3454902560124122
0.0,1.3874126306680457
1.0,1.3214120720825462
2.0,0.9771312778097884
1.0,1.266061275366419
1.0,1.3471796724175935
1.0,0.9877439142897608
1.0,1.012497987508559
1.0,1.4798562253010452
1.0,1.521093692490641
3.0,0.5581728519897144
1.0,1.5674137362063467
0.0,0.6674970268019338
3.0,1.2614800950268346
3.0,1.3934252752990208
1.0,1.2237256608954783
1.0,1.4397386818756228
0.0,1.3797770060642385
1.0,1.290757994147579
1.0,1.2031627110579357
2.0,1.3928359956622285
0.0,1.0627788627018329
1.0,1.3159783771355893
1.0,1.197725049285709
2.0,1.2129398541790897
1.0,1.3693522942363878
1.0,0.6426170240276865
1.0,0.9541513854951014
2.0,1.4202319349086858
3.0,1.366449624834876
2.0,1.5364455771593304
1.0,1.2946769474224618
0.0,1.1911618958948111
3.0,1.1453805031233908
2.0,1.2553313956111
0.0,1.3603449375545804
2.0,1.4046812959715378
2.0,1.4887386146794386
2.0,1.510004722861665
3.0,1.541889086307083
3.0,1.4252139554004213
3.0,1.4257275181627804
2.0,1.3058575719329517
0.0,1.4786467485557797
2.0,1.3371097726656052
0.0,1.3638772142584787
1.0,1.403119992621352
3.0,1.4662531544738515
3.0,1.4773142401138353
0.0,1.505293371999051
2.0,1.5011676301398729
3.0,1.336287424145217
0.0,1.3700686568360196
0.0,1.355373832073722
1.0,1.4878350597564722
2.0,1.3549321968654653
1.0,1.3622721054152092
1.0,1.4078632500778547
1.0,0.6665345912688433
0.0,1.298234851918764
1.0,1.4784020741902697
2.0,1.3093331203918912
2.0,1.4590200556798574
1.0,1.355220266687544
1.0,1.3911064962830684
1.0,1.185376033315375
0.0,0.6261387336404947
3.0,1.5151013639299271
2.0,1.3324776442845327
0.0,1.4324896208946198
1.0,0.7222233777099579
1.0,1.633453479429902
2.0,1.701276544652514
1.0,1.3618803803989887
1.0,1.4942928769939792
3.0,1.5835625295621143
0.0,1.2056872434092687
2.0,1.1491562546849248
1.0,1.2347303922128106
2.0,0.8839653941573745
0.0,1.309201998234512
2.0,1.3848897794926196
1.0,1.0198751864345093
1.0,1.2039627573070646
0.0,1.244820727872384
0.0,1.0479287015475065
1.0,1.4315581857380888
3.0,1.2667158434233077
2.0,1.4410553157964965
2.0,1.4102477769503678
1.0,1.4429327902702016
1.0,1.4085365094396
3.0,1.5271551259387923
0.0,1.6058301390344454
3.0,1.453377254303991
2.0,1.3985613107125672
3.0,1.3249080241075817
2.0,1.3504529945798136
1.0,1.406274152908753
2.0,1.3132753477392245
0.0,1.3795376179128105
2.0,1.4351551936280265
1.0,1.446604697873758
1.0,1.58009686572164
3.0,1.3937224402394932
