graph_seed,regime,k,rep_a,rep_b,jaccard_distance,fresh_score_gap,score_a,score_b,evaluation_set
42003,transition_dense,64,new_rep1,new_rep2,0.780952380952381,0.0526672601699829,0.6516770037511984,0.5990097435812155,stage4f_fresh_6501_6524
42003,transition_dense,64,new_rep1,new_rep3,0.8256880733944953,0.0199336161216099,0.6516770037511984,0.6317433876295885,stage4f_fresh_6501_6524
42003,transition_dense,64,new_rep1,previous_rep0,0.8771929824561404,0.060258712619543,0.6516770037511984,0.7119357163707415,stage4f_fresh_6501_6524
42003,transition_dense,64,new_rep2,new_rep3,0.8037383177570093,0.0327336440483729,0.5990097435812155,0.6317433876295885,stage4f_fresh_6501_6524
42003,transition_dense,64,new_rep2,previous_rep0,0.8037383177570093,0.1129259727895259,0.5990097435812155,0.7119357163707415,stage4f_fresh_6501_6524
42003,transition_dense,64,new_rep3,previous_rep0,0.8771929824561404,0.080192328741153,0.6317433876295885,0.7119357163707415,stage4f_fresh_6501_6524
42003,transition_mid,8,new_rep1,new_rep2,0.8571428571428572,0.0081156608648597,0.1446817376029988,0.136566076738139,stage4f_fresh_6501_6524
42003,transition_mid,8,new_rep1,new_rep3,0.9333333333333332,0.0090283001773059,0.1446817376029988,0.1356534374256928,stage4f_fresh_6501_6524
42003,transition_mid,8,new_rep1,previous_rep0,1.0,0.0310550401918589,0.1446817376029988,0.1136266974111398,stage4f_fresh_6501_6524
42003,transition_mid,8,new_rep2,new_rep3,0.8571428571428572,0.0009126393124462,0.136566076738139,0.1356534374256928,stage4f_fresh_6501_6524
42003,transition_mid,8,new_rep2,previous_rep0,1.0,0.0229393793269992,0.136566076738139,0.1136266974111398,stage4f_fresh_6501_6524
42003,transition_mid,8,new_rep3,previous_rep0,0.9333333333333332,0.022026740014553,0.1356534374256928,0.1136266974111398,stage4f_fresh_6501_6524
42003,transition_mid,32,new_rep1,new_rep2,0.4,0.0369978720943132,0.3119492630163828,0.3489471351106961,stage4f_fresh_6501_6524
42003,transition_mid,32,new_rep1,new_rep3,0.3157894736842105,0.0674843055506547,0.3119492630163828,0.3794335685670376,stage4f_fresh_6501_6524
42003,transition_mid,32,new_rep1,previous_rep0,0.3157894736842105,0.1004699859768152,0.3119492630163828,0.4124192489931981,stage4f_fresh_6501_6524
42003,transition_mid,32,new_rep2,new_rep3,0.3589743589743589,0.0304864334563415,0.3489471351106961,0.3794335685670376,stage4f_fresh_6501_6524
42003,transition_mid,32,new_rep2,previous_rep0,0.4,0.063472113882502,0.3489471351106961,0.4124192489931981,stage4f_fresh_6501_6524
42003,transition_mid,32,new_rep3,previous_rep0,0.3157894736842105,0.0329856804261605,0.3794335685670376,0.4124192489931981,stage4f_fresh_6501_6524
42003,transition_mid,64,new_rep1,new_rep2,0.2702702702702703,0.043281262119611,0.638961066181461,0.59567980406185,stage4f_fresh_6501_6524
42003,transition_mid,64,new_rep1,new_rep3,0.8363636363636364,0.2791526497652133,0.638961066181461,0.3598084164162476,stage4f_fresh_6501_6524
42003,transition_mid,64,new_rep1,previous_rep0,0.2465753424657534,0.047149134799838,0.638961066181461,0.686110200981299,stage4f_fresh_6501_6524
42003,transition_mid,64,new_rep2,new_rep3,0.8672566371681416,0.2358713876456023,0.59567980406185,0.3598084164162476,stage4f_fresh_6501_6524
42003,transition_mid,64,new_rep2,previous_rep0,0.2465753424657534,0.0904303969194491,0.59567980406185,0.686110200981299,stage4f_fresh_6501_6524
42003,transition_mid,64,new_rep3,previous_rep0,0.8771929824561404,0.3263017845650514,0.3598084164162476,0.686110200981299,stage4f_fresh_6501_6524
