endpoint,column,n_mouse_sessions,null,mean_raw,mean_effect,median_effect,sd_effect,sem_effect,min_effect,max_effect,positive_fraction,n_positive,n_negative,exact_signflip_one_sided_p,exact_signflip_two_sided_p,wilcoxon_one_sided_p,wilcoxon_two_sided_p,exact_binomial_sign_one_sided_p,paired_standardized_effect_dz,bootstrap_ci_low,bootstrap_ci_high
decoder_state_transfer,decoder_auc_crossover,12,0.0,0.020890253496513,0.020890253496513,0.0196976288954543,0.0204271019829975,0.0058967964143237,-0.0192047425926616,0.0588883516995336,0.9166666666666666,11,1,0.002685546875,0.00537109375,0.00341796875,0.0068359375,0.003173828125,1.0226733833267705,0.0095779743784706,0.0318372113438123
