specimen_id,C_temporal_AB,C_temporal_BA,long_short_gain_AB,long_short_gain_BA,long_short_gain_mean
476100382,10,10,-0.016163647174835205,-0.002927243709564431,-0.009545445442199818
476104386,10,10,-0.0328171253204346,-0.039400458335876395,-0.0361087918281555
476129135,50,50,0.01590830087661721,-0.017222225666046254,-0.000656962394714522
476131588,25,10,0.042167067527770996,-0.023440897464751975,0.00936308503150951
476178907,10,10,-0.12099099159240734,-0.001193702220916859,-0.0610923469066621
476218657,10,10,0.013258934020995983,-0.07544815540313721,-0.031094610691070612
476263004,10,25,-0.02644270658493031,0.03359180688858032,0.0035745501518250067
476266853,25,25,0.010991573333740234,-0.019843757152557373,-0.004426091909408569
476269122,10,10,-0.00026118755340570003,0.0061511993408202995,0.0029450058937072997
476451456,10,50,0.007367730140686035,0.039098262786865234,0.023232996463775635
476452460,10,10,-0.0011962652206422009,-0.007757067680358998,-0.004476666450500599
476457450,10,10,-0.004616081714630016,-0.013729214668273815,-0.009172648191451915
476557750,10,10,0.01553851366043102,-0.0011461377143859863,0.0071961879730225164
476562817,10,10,-0.07381129264831532,-0.019496262073516957,-0.04665377736091614
476615310,25,25,0.029513657093047985,0.009145319461822399,0.01932948827743519
476686112,10,10,-0.006593644618988037,-0.00444149971008323,-0.0055175721645356335
476751360,10,25,0.007651209831237799,0.006908416748046901,0.00727981328964235
476753465,10,10,-0.0010521411895751953,-0.009270191192627064,-0.00516116619110113
476764144,10,10,-0.009656906127929576,-0.019373595714569203,-0.01451525092124939
476823462,25,10,0.042779803276062,-0.004474401473998999,0.0191527009010315
477127614,25,10,0.027643263339996338,-0.04066675901412964,-0.00651174783706665
477135941,10,10,-0.013587176799773948,-0.009742021560668945,-0.011664599180221447
477490421,10,10,-0.02429896593093883,-0.019682466983795166,-0.021990716457367
477879512,10,10,0.016996920108795166,-0.023363590240478405,-0.0031833350658416193
477880128,10,10,-0.003918886184692383,-0.008520126342773438,-0.00621950626373291
477991293,50,10,-0.017108917236328236,-0.028832495212555043,-0.02297070622444164
478058328,10,10,-0.024190843105316273,-0.018605172634124756,-0.021398007869720514
478107198,50,50,0.04082697629928589,-0.00881737470626831,0.01600480079650879
478110866,10,10,0.00802278518676769,-0.0050678253173828125,0.0014774799346924383
478111731,10,10,-0.0248854160308839,-0.015676498413085938,-0.02028095722198492
478396248,10,25,0.007748901844024769,0.010608851909637562,0.009178876876831166
478412623,10,25,-0.0067432522773741566,0.01562577486038208,0.004441261291503962
478439166,25,10,0.034311890602111816,0.0043152570724487305,0.019313573837280273
478447600,10,10,0.004636108875274769,0.006754159927368275,0.005695134401321522
478497530,10,25,0.0036448240280151367,-0.0006427168846132592,0.0015010535717009388
478498617,25,10,-0.027463793754577637,-0.010072350502014271,-0.018768072128295954
478499902,25,10,-0.0035190582275390625,0.0073438286781312145,0.001912385225296076
478586295,10,10,0.006586790084838899,-0.0013096332550048453,0.002638578414917027
478586425,10,25,-0.05359214544296276,0.0010820627212523304,-0.026255041360855214
478716304,50,50,0.008507609367370605,-0.003857910633087158,0.0023248493671417236
478793814,10,10,-0.031421303749084584,-0.008884191513061634,-0.02015274763107311
478828646,10,10,0.0032142400741577,0.0057036280632018,0.004458934068679751
478888083,10,10,0.0008043050765991211,0.0007146000862121582,0.0007594525814056396
478947222,10,10,0.0041342973709107,-0.0031688213348388,0.00048273801803595004
478949560,10,10,-0.024803102016449197,-0.029417634010315052,-0.027110368013382125
478958894,10,10,-0.014409780502319336,-0.02331143617630016,-0.018860608339309748
479010903,10,10,0.0024018287658691406,-0.006817281246185414,-0.0022077262401581366
479150681,10,10,-0.004918694496154785,-0.0001983642578125,-0.0025585293769836426
479179020,50,10,0.1966952085494995,-0.022286057472228782,0.08720457553863536
479218494,25,25,0.014915347099304088,0.03124678134918235,0.02308106422424322
479219923,10,10,0.012130439281463734,-0.007194280624389537,0.0024680793285370983
479220013,10,10,-0.030817627906799427,-0.009720802307128795,-0.02026921510696411
479225052,50,25,0.009920001029968373,0.03336435556411743,0.021642178297042902
479225080,25,25,0.012721836566925049,0.017254769802093395,0.014988303184509222
479225294,25,25,-0.022698044776916393,0.03750056028366078,0.007401257753372192
479298854,10,10,-0.01532655954360962,-0.015383362770080344,-0.015354961156844982
479415457,10,10,0.0107460618019104,0.002738773822784424,0.006742417812347412
479492633,25,10,0.03709656000137318,-0.003167569637298806,0.016964495182037187
479492800,50,50,-0.036964237689972035,0.05744558572769154,0.010240674018859752
479508018,50,25,-0.010514318943023793,-0.017003536224365345,-0.013758927583694569
