subject,decoder_auc_crossover
619293,0.07257713934594344
619296,-0.009436885865457283
620333,0.0414184642584715
620334,0.007158732340642433
625545,0.008143965340765932
625554,-0.0036978326444979857
625555,0.004010526228971851
630506,0.05003518856017055
631510,0.029370338220164615
631570,0.01958665234736815
633229,0.022872399021783497
637484,0.03758827530636015
