specimen_id,specimen_name,ev_glif1,ev_glif2,ev_glif3,ev_glif4,ev_glif5,model_id_glif1,model_id_glif2,model_id_glif3,model_id_glif4,model_id_glif5,ev_cost0,ev_cost1,ev_cost2,ev_cost3,ev_best,creq_eps_0p000,creq_eps_0p005,creq_eps_0p010,creq_eps_0p015,creq_eps_0p020,creq_eps_0p025,creq_eps_0p030,creq_eps_0p040,creq_eps_0p050
486146717,Cux2-CreERT2;Ai14-205221.03.01.01,0.669743267895125,0.672669089386417,0.706814924645266,0.75703526077197,0.747840061499884,486557266,486557268,486557270,486557272,486557274,0.669743267895125,0.706814924645266,0.75703526077197,0.747840061499884,0.75703526077197,2,2,2,2,2,2,2,2,2
486198953,Cux2-CreERT2;Ai14-205222.03.02.01,0.692073752093984,0.623501363935986,0.748348586224269,0.764884852058918,0.764899924240678,486908861,486908863,486908865,486908867,486908869,0.692073752093984,0.748348586224269,0.764884852058918,0.764899924240678,0.764899924240678,3,2,2,2,1,1,1,1,1
486239338,Cux2-CreERT2;Ai14-207760.03.01.01,0.618988051383717,0.724420322109427,0.616521486202134,0.697112092544737,0.699372594876485,486558429,486558431,486558433,486558435,486558437,0.618988051383717,0.724420322109427,0.697112092544737,0.699372594876485,0.724420322109427,1,1,1,1,1,1,1,1,1
486352114,Sst-IRES-Cre;Ai14-206589.03.01.01,0.852548504258104,0.855210728261536,0.932426856500529,0.944259045778824,0.944539178290128,486908930,486908932,486908934,486908936,486908938,0.852548504258104,0.932426856500529,0.944259045778824,0.944539178290128,0.944539178290128,3,2,2,1,1,1,1,1,1
486472847,Rorb-IRES2-Cre-D;Ai14-206925.04.02.01,0.711215489897154,0.707432297192683,0.716120226522019,0.720817781630569,0.725996146256049,486909366,486909368,486909370,486909372,486909374,0.711215489897154,0.716120226522019,0.720817781630569,0.725996146256049,0.725996146256049,3,3,1,0,0,0,0,0,0
486500736,Rorb-IRES2-Cre-D;Ai14-206927.05.01.01,0.721152368406059,0.699333270567424,0.764108892138634,0.741446029507742,0.751381930548355,486909563,486909565,486909567,486909569,486909571,0.721152368406059,0.764108892138634,0.741446029507742,0.751381930548355,0.764108892138634,1,1,1,1,1,1,1,1,0
486893033,Scnn1a-Tg3-Cre;Ai14-209101.04.01.01,0.600823868064465,0.645791074829183,0.536978827345294,0.717214906288589,0.59416090577249,487245699,487245701,487245703,487245705,487245707,0.600823868064465,0.645791074829183,0.717214906288589,0.59416090577249,0.717214906288589,2,2,2,2,2,2,2,2,2
486921382,Htr3a-Cre_NO152;Ai14-209865.02.01.01,0.646933077253515,0.639406379056994,0.773774409550248,0.800418182511161,0.820237903723265,488166305,488166307,488166309,488166311,488166313,0.646933077253515,0.773774409550248,0.800418182511161,0.820237903723265,0.820237903723265,3,3,3,3,2,2,2,2,1
486941367,Htr3a-Cre_NO152;Ai14-209865.03.01.01,0.81663324915802,0.748026462758947,0.944636906951155,0.917234510411236,0.903320542481259,488167749,488167751,488167753,488167756,488167760,0.81663324915802,0.944636906951155,0.917234510411236,0.903320542481259,0.944636906951155,1,1,1,1,1,1,1,1,1
487158599,Htr3a-Cre_NO152;Ai14-209867.03.02.01,0.749564706783726,0.65260515537613,0.893403932443499,0.825643084299458,0.856287032965615,488175112,488175114,488175117,488175119,488175121,0.749564706783726,0.893403932443499,0.825643084299458,0.856287032965615,0.893403932443499,1,1,1,1,1,1,1,1,1
487176969,Htr3a-Cre_NO152;Ai14-210477.04.02.01,0.870061128872752,0.836046118716833,0.901409777607918,0.834813262685529,0.829813841158076,488176941,488176945,488176951,488176955,488176957,0.870061128872752,0.901409777607918,0.834813262685529,0.829813841158076,0.901409777607918,1,1,1,1,1,1,1,0,0
487306716,Pvalb-IRES-Cre;Ai14-212109.03.01.01,0.322571081230112,0.330954898700323,0.339327509867391,0.30542450723945,0.311818714440859,488460100,488460102,488460104,488460106,488460108,0.322571081230112,0.339327509867391,0.30542450723945,0.311818714440859,0.339327509867391,1,1,1,1,0,0,0,0,0
487358945,Cux2-CreERT2;Ai14-214155.05.01.01,0.689221518276615,0.52985767897017,0.646050645971623,0.711921061873396,0.748655181687641,491767831,491767833,491767835,491767837,491767839,0.689221518276615,0.646050645971623,0.711921061873396,0.748655181687641,0.748655181687641,3,3,3,3,3,3,3,2,2
487445455,Cux2-CreERT2;Ai14-214156.04.01.01,0.710050540742564,0.534807927310355,0.813322683493714,0.834513647492957,0.85424214648724,488461595,488461597,488461599,488461601,488461603,0.710050540742564,0.813322683493714,0.834513647492957,0.85424214648724,0.85424214648724,3,3,3,3,2,2,2,2,1
487663469,Rbp4-Cre_KL100;Ai14-211534.04.01.01,0.848777490294445,0.605738949177974,0.813006629746024,0.828334863143546,0.849674877109358,488462847,488462849,488462851,488462853,488462855,0.848777490294445,0.813006629746024,0.828334863143546,0.849674877109358,0.849674877109358,3,0,0,0,0,0,0,0,0
487668030,Pvalb-IRES-Cre;Ai14-212813.04.01.01,0.720127973825961,0.417062666923044,0.755532101502886,0.536763835524456,0.519779246799366,488462997,488462999,488463001,488463003,488463005,0.720127973825961,0.755532101502886,0.536763835524456,0.519779246799366,0.755532101502886,1,1,1,1,1,1,1,0,0
488359338,Rbp4-Cre_KL100;Ai14-212174.04.02.01,0.755004561322621,0.522176266509581,0.863340740157108,0.881967482509329,0.870764587336807,488761817,488761819,488761821,488761823,488761825,0.755004561322621,0.863340740157108,0.881967482509329,0.870764587336807,0.881967482509329,2,2,2,2,1,1,1,1,1
488380827,Rbp4-Cre_KL100;Ai14-212174.05.02.01,0.799058136481436,0.614771111180193,0.886343680186593,0.90080049589488,0.919679261737632,488763469,488763471,488763473,488763475,488763477,0.799058136481436,0.886343680186593,0.90080049589488,0.919679261737632,0.919679261737632,3,3,3,3,2,2,2,1,1
488419491,Rbp4-Cre_KL100;Ai14-212175.05.02.01,0.745926321687025,0.688871073646179,0.826787266404283,0.806827557727899,0.81584131976119,488763407,488763409,488763411,488763413,488763415,0.745926321687025,0.826787266404283,0.806827557727899,0.81584131976119,0.826787266404283,1,1,1,1,1,1,1,1,1
488426904,Ntsr1-Cre;Ai14-212352.02.01.01,0.754609437421229,0.572392817020846,0.882307633686079,0.900793569497889,0.902289863495762,488763539,488763541,488763543,488763545,488763547,0.754609437421229,0.882307633686079,0.900793569497889,0.902289863495762,0.902289863495762,3,2,2,2,1,1,1,1,1
488430487,Ntsr1-Cre;Ai14-212352.03.01.01,0.777475755372986,0.548908295523747,0.850828571334303,0.870387783683007,0.895609424991542,489917118,489917120,489917122,489917124,489917126,0.777475755372986,0.850828571334303,0.870387783683007,0.895609424991542,0.895609424991542,3,3,3,3,3,3,2,2,1
488432250,Ntsr1-Cre;Ai14-212352.04.02.01,0.822853656784597,0.738306005158563,0.715035660718341,0.733518722431734,0.762722549017897,488765006,488765008,488765010,488765012,488765014,0.822853656784597,0.738306005158563,0.733518722431734,0.762722549017897,0.822853656784597,0,0,0,0,0,0,0,0,0
488448839,Ntsr1-Cre;Ai14-212353.06.01.01,0.797512450212083,0.573726703073261,0.812035603808435,0.875023077393945,0.876621052411012,488766330,488766332,488766334,488766336,488766338,0.797512450212083,0.812035603808435,0.875023077393945,0.876621052411012,0.876621052411012,3,2,2,2,2,2,2,2,2
488495740,Rorb-IRES2-Cre-D;Ai14-212868.03.01.01,0.620350998178829,0.715915133217928,0.520247983421366,0.525419157447047,0.539941701552197,489930367,489930369,489930371,489930373,489930375,0.620350998178829,0.715915133217928,0.525419157447047,0.539941701552197,0.715915133217928,1,1,1,1,1,1,1,1,1
488501071,Pvalb-IRES-Cre;Ai14-212440.05.02.01,0.859635269102241,0.893139183568433,0.878918367078414,0.917863956391319,0.915519934335584,489931666,489931668,489931670,489931672,489931674,0.859635269102241,0.893139183568433,0.917863956391319,0.915519934335584,0.917863956391319,2,2,2,2,2,1,1,1,1
488675026,Ntsr1-Cre;Ai14-212354.04.02.01,0.714593109087634,0.581588919931827,0.661469799450756,0.698002285413251,0.715071017291329,489932126,489932128,489932130,489932132,489932134,0.714593109087634,0.661469799450756,0.698002285413251,0.715071017291329,0.715071017291329,3,0,0,0,0,0,0,0,0
488676149,Ntsr1-Cre;Ai14-212354.03.01.01,0.762216869881102,0.197838437424991,0.812055878848892,0.881495880460664,0.892297573595525,489932239,489932241,489932243,489932245,489932247,0.762216869881102,0.812055878848892,0.881495880460664,0.892297573595525,0.892297573595525,3,3,3,2,2,2,2,2,2
488677318,Sst-IRES-Cre;Ai14-212983.03.01.01,0.745483472443587,0.77374307984645,0.627953231489481,0.741729672246068,0.785780369613609,489932202,489932204,489932206,489932208,489932210,0.745483472443587,0.77374307984645,0.741729672246068,0.785780369613609,0.785780369613609,3,3,3,1,1,1,1,1,0
488677994,Sst-IRES-Cre;Ai14-212983.04.02.01,0.918598075840721,0.912543638094345,0.964005292643676,0.960221497479264,0.965015896404148,489932531,489932533,489932535,489932537,489932539,0.918598075840721,0.964005292643676,0.960221497479264,0.965015896404148,0.965015896404148,3,1,1,1,1,1,1,1,0
488681087,Rorb-IRES2-Cre-D;Ai14-212872.05.02.01,0.834236819264191,0.800354952583949,0.800904753909873,0.843026974006041,0.842976148816501,489932491,489932493,489932495,489932497,489932499,0.834236819264191,0.800904753909873,0.843026974006041,0.842976148816501,0.843026974006041,2,2,0,0,0,0,0,0,0
488683322,Rorb-IRES2-Cre-D;Ai14-212872.06.02.01,0.937634934669065,0.884942241066391,0.937750824160735,0.921313025168147,0.921993356756585,489932754,489932756,489932758,489932760,489932762,0.937634934669065,0.937750824160735,0.921313025168147,0.921993356756585,0.937750824160735,1,0,0,0,0,0,0,0,0
488686369,Htr3a-Cre_NO152;Ai14-209866.04.01.01,0.687522284389349,0.653499094715118,0.877200149642543,0.884238568493645,0.885502195322279,491515491,491515493,491515495,491515497,491515499,0.687522284389349,0.877200149642543,0.884238568493645,0.885502195322279,0.885502195322279,3,2,1,1,1,1,1,1,1
488688374,Ntsr1-Cre;Ai14-212351.05.01.01,0.636041400939353,0.603723222116176,0.573660295341537,0.637258143929088,0.663386487222091,489908952,489908954,489908956,489908958,489908960,0.636041400939353,0.603723222116176,0.637258143929088,0.663386487222091,0.663386487222091,3,3,3,3,3,3,0,0,0
488698341,Rorb-IRES2-Cre-D;Ai14-212873.03.02.01,0.632053919525941,0.518078892218331,0.571016776466448,0.677171081611252,0.680509825812589,491517411,491517413,491517415,491517417,491517419,0.632053919525941,0.571016776466448,0.677171081611252,0.680509825812589,0.680509825812589,3,2,2,2,2,2,2,2,0
489731121,Nr5a1-Cre;Ai14-213384.04.02.01,0.690555732695322,0.654813195061181,0.600900592003557,0.76441447297348,0.766453349911844,491524874,491524876,491524878,491524880,491524882,0.690555732695322,0.654813195061181,0.76441447297348,0.766453349911844,0.766453349911844,3,2,2,2,2,2,2,2,2
489751959,Cux2-CreERT2;Ai14-213724.03.02.01,0.69046637788074,0.640319765394683,0.754445971339301,0.767008066300897,0.769410264377216,491524514,491524516,491524518,491524520,491524522,0.69046637788074,0.754445971339301,0.767008066300897,0.769410264377216,0.769410264377216,3,2,2,1,1,1,1,1,1
489754156,Nr5a1-Cre;Ai14-213386.04.02.01,0.703559776740981,0.608441510876887,0.822064879867848,0.829240309156681,0.830813983235569,491547163,491547165,491547167,491547169,491547171,0.703559776740981,0.822064879867848,0.829240309156681,0.830813983235569,0.830813983235569,3,2,1,1,1,1,1,1,1
489887491,Cux2-CreERT2;Ai14-213727.03.02.01,0.706117074403836,0.620272185542295,0.745707772176304,0.750159212177324,0.793787084910317,491547034,491547036,491547038,491547040,491547042,0.706117074403836,0.745707772176304,0.750159212177324,0.793787084910317,0.793787084910317,3,3,3,3,3,3,3,3,1
490149337,Htr3a-Cre_NO152;Ai14-213853.05.02.01,0.471100939049917,0.459835207776026,0.347958993356427,0.383617002268177,0.409538154288024,491528597,491528599,491528601,491528603,491528605,0.471100939049917,0.459835207776026,0.383617002268177,0.409538154288024,0.471100939049917,0,0,0,0,0,0,0,0,0
490205998,Scnn1a-Tg2-Cre;Ai14-215161.05.01.01,0.74494744721901,0.611070759852357,0.751460156326243,0.751929663405196,0.775898924346714,491611752,491611754,491611756,491611758,491611760,0.74494744721901,0.751460156326243,0.751929663405196,0.775898924346714,0.775898924346714,3,3,3,3,3,1,1,0,0
490263438,Ntsr1-Cre;Ai14-204781.04.02.01,0.815738966988907,0.621507018147556,0.87572239518052,0.928980542316891,0.910371890982463,491765689,491765691,491765693,491765695,491765697,0.815738966988907,0.87572239518052,0.928980542316891,0.910371890982463,0.928980542316891,2,2,2,2,2,2,2,2,2
490264167,Ntsr1-Cre;Ai14-204780.04.02.01,0.675342300547699,0.570555580125379,0.768847294201572,0.79001475614438,0.868112023058651,491765789,491765791,491765793,491765795,491765797,0.675342300547699,0.768847294201572,0.79001475614438,0.868112023058651,0.868112023058651,3,3,3,3,3,3,3,3,3
490267468,Cux2-CreERT2;Ai14-213728.04.01.01,0.758335085975399,0.651429612541207,0.775591849800371,0.79903741586308,0.802655335155953,491528416,491528418,491528420,491528422,491528424,0.758335085975399,0.775591849800371,0.79903741586308,0.802655335155953,0.802655335155953,3,2,2,2,2,2,1,1,0
490283519,Scnn1a-Tg2-Cre;Ai14-215166.03.02.01,0.566371515843892,0.684824835367439,0.657003254091723,0.65511744287614,0.66015178404039,491619441,491619443,491619445,491619447,491619449,0.566371515843892,0.684824835367439,0.65511744287614,0.66015178404039,0.684824835367439,1,1,1,1,1,1,1,1,1
490376252,Cux2-CreERT2;Ai14-215205.03.02.01,0.822185865778066,0.710231571302086,0.858093664426577,0.914328695731194,0.906211799678454,491620130,491620132,491620135,491620138,491620140,0.822185865778066,0.858093664426577,0.914328695731194,0.906211799678454,0.914328695731194,2,2,2,2,2,2,2,2,2
490601284,Rbp4-Cre_KL100;Ai14-215299.03.01.01,0.611182039495479,0.622568538742424,0.556331838696204,0.566551119896791,0.573130542167946,491631048,491631050,491631052,491631054,491631056,0.611182039495479,0.622568538742424,0.566551119896791,0.573130542167946,0.622568538742424,1,1,1,0,0,0,0,0,0
490612844,Rbp4-Cre_KL100;Ai14-215299.05.02.01,0.683016615135267,0.59692011508445,0.682696868801631,0.708659216791628,0.719143731337272,491629505,491629507,491629509,491629511,491629513,0.683016615135267,0.682696868801631,0.708659216791628,0.719143731337272,0.719143731337272,3,3,3,2,2,2,2,0,0
490626718,Rorb-IRES2-Cre-D;Ai14-215991.04.02.01,0.781795859266549,0.667366610888919,0.944237983422562,0.937782279575472,0.939152696211816,491634858,491634860,491634864,491634868,491634870,0.781795859266549,0.944237983422562,0.937782279575472,0.939152696211816,0.944237983422562,1,1,1,1,1,1,1,1,1
490718897,Ntsr1-Cre;Ai14-216283.03.01.01,0.700548089423767,0.48476650351026,0.854919318955028,0.833828442643386,0.865153087291206,491761653,491761655,491761657,491761659,491761661,0.700548089423767,0.854919318955028,0.833828442643386,0.865153087291206,0.865153087291206,3,3,3,1,1,1,1,1,1
490790207,Rbp4-Cre_KL100;Ai14-215300.05.01.01,0.779276038868149,0.72611706118759,0.700630899465531,0.797838009995754,0.841346864165974,491761873,491761875,491761877,491761879,491761881,0.779276038868149,0.72611706118759,0.797838009995754,0.841346864165974,0.841346864165974,3,3,3,3,3,3,3,3,2
490916919,Rbp4-Cre_KL100;Ai14-215300.05.02.01,0.715602550736058,0.599665834431791,0.724805716610241,0.767878258922509,0.787817613251838,491761920,491761922,491761924,491761926,491761928,0.715602550736058,0.724805716610241,0.767878258922509,0.787817613251838,0.787817613251838,3,3,3,3,2,2,2,2,2
490982660,Rbp4-Cre_KL100;Ai14-215301.02.01.01,0.767225094561252,0.516039898917992,0.861021085214545,0.874217276480453,0.880620638120275,491765397,491765399,491765401,491765403,491765405,0.767225094561252,0.861021085214545,0.874217276480453,0.880620638120275,0.880620638120275,3,3,2,2,1,1,1,1,1
491026389,Sst-IRES-Cre;Ai14-216078.04.01.01,0.781644113886136,0.844432780190301,0.783113869075372,0.739055953712899,0.850963811419369,491762217,491762219,491762221,491762223,491762225,0.781644113886136,0.844432780190301,0.739055953712899,0.850963811419369,0.850963811419369,3,3,1,1,1,1,1,1,1
491038812,Pvalb-IRES-Cre;Ai14-214784.03.02.01,0.931879349881381,0.935418601900569,0.94232928843393,0.947813169792799,0.946520306142348,491765611,491765613,491765615,491765617,491765619,0.931879349881381,0.94232928843393,0.947813169792799,0.946520306142348,0.947813169792799,2,2,1,1,0,0,0,0,0
497583188,Rorb-IRES2-Cre-D;Ai14-226102.06.01.01,0.409950243660691,0.6046230290374,0.383508918398229,0.390004217621066,0.454877801059202,511620534,511620536,511620538,511620540,511620542,0.409950243660691,0.6046230290374,0.390004217621066,0.454877801059202,0.6046230290374,1,1,1,1,1,1,1,1,1
500857324,Rorb-IRES2-Cre-D;Ai14-226103.03.01.01,0.589985322910559,0.626921599266201,0.581535631266807,0.630722413906747,0.754901877355807,512291154,512291156,512291158,512291160,512291162,0.589985322910559,0.626921599266201,0.630722413906747,0.754901877355807,0.754901877355807,3,3,3,3,3,3,3,3,3
501282204,Sst-IRES-Cre;Ai14-228573.04.02.01,0.856478739447654,0.844134689800955,0.828843777723135,0.865785720673324,0.877283704104548,511635264,511635266,511635268,511635270,511635272,0.856478739447654,0.844134689800955,0.865785720673324,0.877283704104548,0.877283704104548,3,3,3,2,2,0,0,0,0
501570114,Vip-IRES-Cre;Ai14(IVSCC)-228864.05.01.01,0.69512464359152,0.703661086583325,0.762023175017636,0.830584926608742,0.824942018791138,514790919,514790921,514790923,514790925,514790927,0.69512464359152,0.762023175017636,0.830584926608742,0.824942018791138,0.830584926608742,2,2,2,2,2,2,2,2,2
501895840,Rorb-IRES2-Cre-D;Ai14-228834.03.01.01,0.693647433891169,0.66378353469847,0.44117394688371,0.517488255436113,0.516555699561268,511610393,511610395,511610397,511610399,511610401,0.693647433891169,0.66378353469847,0.517488255436113,0.516555699561268,0.693647433891169,0,0,0,0,0,0,0,0,0
501940485,Ctgf-2A-dgCre;Ai14(IVSCC)-230021.03.02.01,0.468476925500186,0.457532060139196,0.462527674141094,0.461485491030376,0.428590022406214,513268186,513268188,513268190,513268192,513268194,0.468476925500186,0.462527674141094,0.461485491030376,0.428590022406214,0.468476925500186,0,0,0,0,0,0,0,0,0
501951290,Rorb-IRES2-Cre-D;Ai14-228835.05.02.01,0.738664560079009,0.662189292100727,0.479745166925449,0.597168031030961,0.604628744636807,511852780,511852782,511852784,511852786,511852788,0.738664560079009,0.662189292100727,0.597168031030961,0.604628744636807,0.738664560079009,0,0,0,0,0,0,0,0,0
502193385,Nr5a1-Cre;Ai14-230419.03.02.01,0.732978129101468,0.714260796147958,0.551493476637528,0.688550904528067,0.708233744270756,512192880,512192882,512192884,512192886,512192888,0.732978129101468,0.714260796147958,0.688550904528067,0.708233744270756,0.732978129101468,0,0,0,0,0,0,0,0,0
502245101,Nr5a1-Cre;Ai14-230420.04.02.01,0.741173770585395,0.784976411662483,0.592612697647221,0.771896667360434,0.789394216366817,511852745,511852747,511852749,511852751,511852753,0.741173770585395,0.784976411662483,0.771896667360434,0.789394216366817,0.789394216366817,3,1,1,1,1,1,1,1,0
502267531,Nr5a1-Cre;Ai14-230422.03.02.01,0.571799025152831,0.621538389463716,0.598146059492155,0.654208528793426,0.670762518857632,512483770,512483772,512483774,512483776,512483778,0.571799025152831,0.621538389463716,0.654208528793426,0.670762518857632,0.670762518857632,3,3,3,3,2,2,2,2,1
502269786,Nr5a1-Cre;Ai14-230422.05.01.01,0.729021117597097,0.746794719504092,0.787023433840178,0.837046497252699,0.836944195830284,512192757,512192759,512192761,512192763,512192766,0.729021117597097,0.787023433840178,0.837046497252699,0.836944195830284,0.837046497252699,2,2,2,2,2,2,2,2,2
502382506,Sst-IRES-Cre;Ai14-230644.05.02.01,0.816401826272749,0.798883019096717,0.814168729804396,0.81478256722962,0.828269142204036,514793705,514793707,514793709,514793711,514793713,0.816401826272749,0.814168729804396,0.81478256722962,0.828269142204036,0.828269142204036,3,3,3,0,0,0,0,0,0
502574847,Rorb-IRES2-Cre-D;Ai14-230822.04.01.01,0.747015942495588,0.717203994190119,0.770428116756901,0.77572578288913,0.777506451284236,512478025,512478027,512478029,512478031,512478033,0.747015942495588,0.770428116756901,0.77572578288913,0.777506451284236,0.777506451284236,3,2,1,1,1,1,1,0,0
502808270,Cux2-CreERT2;Ai14-230639.05.01.01,0.617646527979528,0.586867391392724,0.363268186621589,0.568155758839021,0.607604384238064,511601589,511601591,511601593,511601595,511601597,0.617646527979528,0.586867391392724,0.568155758839021,0.607604384238064,0.617646527979528,0,0,0,0,0,0,0,0,0
502887600,Rorb-IRES2-Cre-D;Ai14-230824.03.02.01,0.645109547125149,0.596727835859167,0.555699828332212,0.558906114689472,0.576571110489719,511853822,511853824,511853826,511853828,511853830,0.645109547125149,0.596727835859167,0.558906114689472,0.576571110489719,0.645109547125149,0,0,0,0,0,0,0,0,0
503254105,Pvalb-IRES-Cre;Ai14-231500.05.02.01,0.75446451806354,0.769459562688648,0.826759667914215,0.838027990956586,0.844243705433102,514791171,514791173,514791175,514791177,514791179,0.75446451806354,0.826759667914215,0.838027990956586,0.844243705433102,0.844243705433102,3,3,2,2,1,1,1,1,1
503286448,Ntsr1-Cre;Ai14-232201.04.02.01,0.793245475049626,0.644663793844791,0.843294520526646,0.857093289739732,0.887635919078389,514788877,514788881,514788883,514788885,514788887,0.793245475049626,0.843294520526646,0.857093289739732,0.887635919078389,0.887635919078389,3,3,3,3,3,3,3,2,1
503814817,Ntsr1-Cre;Ai14-232206.02.01.01,0.684520400970214,0.609919535380222,0.794253109603882,0.822546344007132,0.84540859704786,514791418,514791420,514791422,514791424,514791426,0.684520400970214,0.794253109603882,0.822546344007132,0.84540859704786,0.84540859704786,3,3,3,3,3,2,2,2,2
504567071,Cux2-CreERT2;Ai14-234033.03.02.01,0.569965766131278,0.73741434181951,0.616573275201442,0.726633442293856,0.734864912817329,512490407,512490409,512490412,512490414,512490416,0.569965766131278,0.73741434181951,0.726633442293856,0.734864912817329,0.73741434181951,1,1,1,1,1,1,1,1,1
504608602,Sst-IRES-Cre;Ai14-234342.05.01.01,0.559981850145301,0.544721165014378,0.559800431890679,0.560600091603132,0.495838471148692,514806864,514806866,514806868,514806870,514806872,0.559981850145301,0.559800431890679,0.560600091603132,0.495838471148692,0.560600091603132,2,0,0,0,0,0,0,0,0
504615116,Rorb-IRES2-Cre-D;Ai14-234241.04.02.01,0.595947699740507,0.572054174385323,0.588115773498403,0.520130634224992,0.507283419485959,511600985,511600988,511600990,511600992,511600994,0.595947699740507,0.588115773498403,0.520130634224992,0.507283419485959,0.595947699740507,0,0,0,0,0,0,0,0,0
505200218,Cux2-CreERT2;Ai14-234039.03.02.01,0.606636218560159,0.523460376268238,0.531857970863492,0.632900752346774,0.651711830159936,512201166,512201168,512201170,512201172,512201174,0.606636218560159,0.531857970863492,0.632900752346774,0.651711830159936,0.651711830159936,3,3,3,3,2,2,2,2,0
505202906,Cux2-CreERT2;Ai14-234039.06.01.01,0.711739423319487,0.705978488675744,0.73815412503851,0.751045209681173,0.760499872106686,512197626,512197628,512197630,512197632,512197634,0.711739423319487,0.73815412503851,0.751045209681173,0.760499872106686,0.760499872106686,3,3,2,2,2,1,1,1,0
505798354,234356.05.02.01,0.500341986079809,0.630137375847239,0.295981502649093,0.345362401679908,0.371982415296076,512492474,512492476,512492478,512492480,512492482,0.500341986079809,0.630137375847239,0.345362401679908,0.371982415296076,0.630137375847239,1,1,1,1,1,1,1,1,1
508887004,Rbp4-Cre_KL100;Ai14-236407.05.01.01,0.751579429995393,0.676646201675599,0.657616860115359,0.738375890961546,0.692881695201871,513252674,513252676,513252678,513252680,513252682,0.751579429995393,0.676646201675599,0.738375890961546,0.692881695201871,0.751579429995393,0,0,0,0,0,0,0,0,0
508911693,Rbp4-Cre_KL100;Ai14-236407.04.02.01,0.562597146788639,0.647853190548525,0.54870978158925,0.644310007735556,0.667453345997663,512501614,512501616,512501618,512501621,512501624,0.562597146788639,0.647853190548525,0.644310007735556,0.667453345997663,0.667453345997663,3,3,3,3,1,1,1,1,1
509003464,Ntsr1-Cre;Ai14-235627.04.02.01,0.708571537240527,0.617873702185948,0.678749818243797,0.716152447415171,0.818774278327837,512503030,512503032,512503035,512503039,512503043,0.708571537240527,0.678749818243797,0.716152447415171,0.818774278327837,0.818774278327837,3,3,3,3,3,3,3,3,3
509881736,Ctgf-2A-dgCre;Ai14(IVSCC)-237291.05.02.01,0.588405339749836,0.593058465532319,0.584067726859873,0.640557474156557,0.650242670048515,513251312,513251314,513251316,513251319,513251322,0.588405339749836,0.593058465532319,0.640557474156557,0.650242670048515,0.650242670048515,3,3,2,2,2,2,2,2,2
510106222,Ctgf-2A-dgCre;Ai14(IVSCC)-237292.04.01.01,0.703026857002443,0.5598035540264,0.779021274141559,0.784225156822306,0.761768189638631,513252624,513252626,513252628,513252630,513252632,0.703026857002443,0.779021274141559,0.784225156822306,0.761768189638631,0.784225156822306,2,2,1,1,1,1,1,1,1
512322162,Ctgf-2A-dgCre;Ai14(IVSCC)-240529.03.02.01,0.729571664936591,0.689201993309959,0.556493569994357,0.782635104399276,0.835485253031003,513878543,513878545,513878547,513878549,513878551,0.729571664936591,0.689201993309959,0.782635104399276,0.835485253031003,0.835485253031003,3,3,3,3,3,3,3,3,3
513531471,Cux2-CreERT2;Ai14-239083.03.02.01,0.650339980963253,0.80115585736675,0.857731108511273,0.852443712706351,0.833940136107928,515020568,515020570,515020572,515020574,515020576,0.650339980963253,0.857731108511273,0.852443712706351,0.833940136107928,0.857731108511273,1,1,1,1,1,1,1,1,1
513593674,Cux2-CreERT2;Ai14-239082.05.01.01,0.779809413220675,0.744573222952225,0.776653656233593,0.830459398201345,0.839618310045612,515020094,515020096,515020098,515020100,515020102,0.779809413220675,0.776653656233593,0.830459398201345,0.839618310045612,0.839618310045612,3,3,2,2,2,2,2,2,2
513832252,Scnn1a-Tg3-Cre;Ai14-241666.05.02.01,0.546647261932252,0.69910398130089,0.523027634377531,0.4059149017416,0.575689527341789,515019707,515019709,515019711,515019713,515019715,0.546647261932252,0.69910398130089,0.4059149017416,0.575689527341789,0.69910398130089,1,1,1,1,1,1,1,1,1
514767977,Vip-IRES-Cre;Ai14(IVSCC)-247244.05.02.01,0.723551890391402,0.805768049285547,0.774013305671517,0.828413671852308,0.848432045786681,515807192,515807194,515807196,515807198,515807200,0.723551890391402,0.805768049285547,0.828413671852308,0.848432045786681,0.848432045786681,3,3,3,3,3,2,2,2,1
514824979,Htr3a-Cre_NO152;Ai14-241983.05.02.01,0.751134505267483,0.703438552239613,0.750989539089294,0.784147184063239,0.778589344927914,515807725,515807728,515807730,515807732,515807734,0.751134505267483,0.750989539089294,0.784147184063239,0.778589344927914,0.784147184063239,2,2,2,2,2,2,2,0,0
515059388,Scnn1a-Tg3-Cre;Ai14-242581.05.02.01,0.501401791790942,0.572341888444946,0.45502918733396,0.551015236726627,0.621662527190129,515807094,515807097,515807100,515807103,515807107,0.501401791790942,0.572341888444946,0.551015236726627,0.621662527190129,0.621662527190129,3,3,3,3,3,3,3,3,1
515305346,Pvalb-IRES-Cre;Ai14(S200)-238718.05.02.01,0.934810682190484,0.984173964787524,0.925715646666852,0.984232322954583,0.986275830543776,516892741,516892744,516892747,516892749,516892752,0.934810682190484,0.984173964787524,0.984232322954583,0.986275830543776,0.986275830543776,3,1,1,1,1,1,1,1,1
515511110,Rbp4-Cre_KL100;Ai14-243058.05.02.01,0.578750039146385,0.6024217478072,0.576496205606871,0.657294837271937,0.669468777901252,516879756,516879758,516879760,516879762,516879764,0.578750039146385,0.6024217478072,0.657294837271937,0.669468777901252,0.669468777901252,3,3,3,2,2,2,2,2,2
