subject,top_fraction,topset_auc_crossover
631510,0.4,0.0086075773465359
631510,0.05,0.0255806281421574
631510,0.1,0.0368665155367664
631510,0.2,0.0277823695398364
631510,0.4,-0.0221426884103109
631510,0.05,0.0270842911877395
631510,0.1,0.0888965517241378
631510,0.2,-0.0195440613026821
631510,0.4,0.0012796934865899
631510,0.05,0.0263562085952097
631510,0.1,0.0317186078553499
631510,0.2,-0.0168418926825585
631510,0.4,0.0148298133363531
631510,0.05,0.0280928835385068
631510,0.1,0.0572016368541568
631510,0.2,0.0986278990682174
631510,0.4,0.0495709492393842
631510,0.05,0.081926996283427
631510,0.1,0.0435316650906052
631510,0.2,0.0209381597466573
631510,0.4,0.0368221103096411
631510,0.05,0.0159132190950008
631510,0.1,0.0297263903683498
631510,0.2,0.0493164479800996
631510,0.4,-0.0006053851695412
631510,0.05,0.0683254569361118
631510,0.1,0.0186972643572715
631510,0.2,0.0519878727653312
631510,0.4,0.0435558825816078
631510,0.05,0.0442895083380575
631510,0.1,0.032461365622638
631510,0.2,-0.0112027884070294
631510,0.4,0.0121997974537036
631570,0.05,-0.0535151202057885
631570,0.1,-0.0038765457179735
631570,0.2,-0.0110859571203032
631570,0.4,-0.0219118166419793
631570,0.05,0.0003259637188209
631570,0.1,-0.0632983749055176
631570,0.2,-0.0056831065759637
631570,0.4,0.0215750188964474
631570,0.05,-0.0117743742051104
631570,0.1,0.0398564862989941
631570,0.2,0.0680323231009365
631570,0.4,0.0119770349173314
631570,0.05,-0.0022444180208746
631570,0.1,-0.0084684898929845
631570,0.2,-0.0429188796406394
631570,0.4,-0.0309719910159863
631570,0.05,-0.009035742573239
631570,0.1,-0.011175179497202
631570,0.2,-0.0041333859652731
631570,0.4,-0.0281854967289334
631570,0.05,-0.0042978567771193
631570,0.1,0.0074406041986687
631570,0.2,0.0224321190841927
631570,0.4,0.0515960244312778
631570,0.05,-0.0246851631655435
631570,0.1,-0.0388335315101068
631570,0.2,-0.0218545382481172
631570,0.4,0.0140930109657815
631570,0.05,0.0217286187104153
631570,0.1,0.0317649460107318
631570,0.2,0.0506662066766361
