graph_seed,graph_id,coupling,noise_sigma,A_mid,A_pool,A_shared,A_sparse,shared_random,spectral,shared_minus_random,shared_minus_frozen_mid,shared_minus_frozen_sparse,tested_specialists_max
93001,scale_free-N256-p005-seed93001-sha256:b0c89084ff1dbc8843138679dec0eec818e6f26a20614f61562ec750613a1fcc,0.04625,1.0,0.27654126038153964,0.3232428139696518,0.2360946489498019,0.37168960521618527,0.15587950094292558,0.3512398886183898,0.08021514800687632,-0.04044661143173775,-0.13559495626638338,0.37168960521618527
93001,scale_free-N256-p005-seed93001-sha256:b0c89084ff1dbc8843138679dec0eec818e6f26a20614f61562ec750613a1fcc,0.04625,1.2,0.30831517434368527,0.26786735219260055,0.2195869743203123,0.3942676621178786,0.1461821595827738,0.3614337720597784,0.07340481473753849,-0.08872820002337298,-0.17468068779756632,0.3942676621178786
93001,scale_free-N256-p005-seed93001-sha256:b0c89084ff1dbc8843138679dec0eec818e6f26a20614f61562ec750613a1fcc,0.05,0.8,0.21988673135638234,0.326250626395146,0.3473375079532464,0.40607950650155544,0.21747343738873795,0.28597146831452847,0.12986407056450847,0.12745077659686407,-0.05874199854830903,0.40607950650155544
93001,scale_free-N256-p005-seed93001-sha256:b0c89084ff1dbc8843138679dec0eec818e6f26a20614f61562ec750613a1fcc,0.05,1.0,0.25417168065905565,0.3026677314192056,0.31518582316736377,0.3601537346839905,0.21162536988655722,0.26299325283616776,0.10356045328080654,0.06101414250830811,-0.04496791151662671,0.3601537346839905
93001,scale_free-N256-p005-seed93001-sha256:b0c89084ff1dbc8843138679dec0eec818e6f26a20614f61562ec750613a1fcc,0.05,1.2,0.242590754913787,0.29588379090030986,0.3132462762296199,0.33589023165404797,0.22484510516126946,0.3168463197847207,0.08840117106835046,0.07065552131583291,-0.02264395542442804,0.33589023165404797
93002,scale_free-N256-p005-seed93002-sha256:34b89fb8efaff2ca28bdb481e51da6a21e3fdf4bf71bbd8bdfdd9dcfbe5bab09,0.035,0.8,0.4307919243971507,0.28079330238203204,0.3312585062036911,0.26337508670985693,0.2311920138696829,0.3383851610124111,0.10006649233400822,-0.09953341819345957,0.0678834194938342,0.4307919243971507
93002,scale_free-N256-p005-seed93002-sha256:34b89fb8efaff2ca28bdb481e51da6a21e3fdf4bf71bbd8bdfdd9dcfbe5bab09,0.035,1.0,0.4000305055330197,0.26109698414802546,0.3885673936456442,0.2357984197636445,0.21428405710806445,0.3127888745317856,0.17428333653757974,-0.011463111887375532,0.1527689738819997,0.4000305055330197
93002,scale_free-N256-p005-seed93002-sha256:34b89fb8efaff2ca28bdb481e51da6a21e3fdf4bf71bbd8bdfdd9dcfbe5bab09,0.035,1.2,0.3734634680052598,0.2831226252019405,0.34382117229203385,0.2399578560143709,0.21104497866084174,0.2741096261888742,0.1327761936311921,-0.029642295713225963,0.10386331627766296,0.3734634680052598
93002,scale_free-N256-p005-seed93002-sha256:34b89fb8efaff2ca28bdb481e51da6a21e3fdf4bf71bbd8bdfdd9dcfbe5bab09,0.03875,0.8,0.3265591617673635,0.29273347370326513,0.39880343588689965,0.34255634682873887,0.17155143711715934,0.31159206169346965,0.2272519987697403,0.07224427411953616,0.05624708905816078,0.34255634682873887
93002,scale_free-N256-p005-seed93002-sha256:34b89fb8efaff2ca28bdb481e51da6a21e3fdf4bf71bbd8bdfdd9dcfbe5bab09,0.03875,1.0,0.3816367834806442,0.3127284447352091,0.35253406936923665,0.34045449768503505,0.15605158964172003,0.30400934753318626,0.19648247972751662,-0.02910271411140758,0.012079571684201595,0.3816367834806442
