subject,half_model_home_auc_min
619293,0.5062624376340511
619296,0.7839603457486716
620333,0.6248364381774381
620334,0.6506126575336801
625545,0.641716347221798
625554,0.7648332824708622
625555,0.5802036570168093
630506,0.6578806557231668
631510,0.6471991359795928
631570,0.6423893243305016
633229,0.7501566112315037
637484,0.5880431680039021
