observed,predicted
1.0,1.327850171472736
1.0,1.1314104659643722
1.0,1.1965427335567822
1.0,1.2751974035016862
3.0,1.4817159592340952
0.0,0.8628162320320435
0.0,0.9627455352874456
2.0,1.356253117136654
3.0,1.084330177326717
2.0,1.184012285778469
2.0,1.3178734006934645
3.0,1.3489127665317258
0.0,1.1633489501137275
1.0,1.2548681039394889
0.0,1.355861357981118
2.0,1.2774807870723677
0.0,0.9106773028816928
3.0,1.269100982515747
0.0,1.3132808779043978
2.0,0.9519270903913004
0.0,1.303548187889157
3.0,1.3145287774664496
0.0,1.2768065692402586
1.0,1.166843095772214
0.0,0.762147563756263
2.0,0.7539089953051245
2.0,1.267686128041591
1.0,1.2999678874795602
1.0,0.6792044408523602
2.0,1.2917882679764436
2.0,1.290042231103396
1.0,1.121634035475343
3.0,1.3270656949482271
0.0,0.9251356090614854
2.0,0.7672023146956278
0.0,0.9281395044072596
2.0,1.3981545482155884
1.0,1.338589618025319
1.0,1.197563466922258
0.0,0.9715685142578228
0.0,1.1522589355885544
2.0,1.1575364430914008
1.0,1.362356228878864
0.0,1.261763151473049
2.0,1.2362087610968442
1.0,1.3568884211476686
0.0,1.1942650651373656
0.0,1.6572162788913984
2.0,1.2709901416704243
0.0,1.4075472823119028
3.0,1.3642184042635623
0.0,0.9516344806593608
0.0,0.7104760726390323
2.0,1.2042020270818656
1.0,1.3868502559374931
0.0,0.847623117310046
1.0,1.19284886777467
0.0,1.140484395617103
1.0,1.1937599731733228
3.0,1.1678885317363608
