graph_seed,state,search_count,cumulative_best_search_score,heldout_score_of_search_winner,winning_repeat,delta_search,delta_heldout
93001,transition_mid,1,0.5881969332695007,0.4357587285339832,0,0.0,0.0
93001,transition_mid,2,0.603265106678009,0.366352766752243,1,0.0150681734085083,-0.06940596178174019
93001,transition_mid,3,0.603265106678009,0.366352766752243,1,0.0150681734085083,-0.06940596178174019
93001,transition_mid,4,0.603265106678009,0.366352766752243,1,0.0150681734085083,-0.06940596178174019
93001,transition_mid,5,0.603265106678009,0.366352766752243,1,0.0150681734085083,-0.06940596178174019
93001,transition_mid,6,0.603265106678009,0.366352766752243,1,0.0150681734085083,-0.06940596178174019
93001,transition_mid,7,0.6074267029762268,0.4118470251560211,6,0.019229769706726074,-0.023911703377962057
93001,transition_mid,8,0.6074267029762268,0.4118470251560211,6,0.019229769706726074,-0.023911703377962057
93001,transition_mid,9,0.6074267029762268,0.4118470251560211,6,0.019229769706726074,-0.023911703377962057
93001,transition_mid,10,0.6074267029762268,0.4118470251560211,6,0.019229769706726074,-0.023911703377962057
93001,transition_mid,11,0.611319363117218,0.4086757395416498,10,0.023122429847717285,-0.027082988992333357
93001,transition_mid,12,0.611319363117218,0.4086757395416498,10,0.023122429847717285,-0.027082988992333357
93001,transition_mid,13,0.611319363117218,0.4086757395416498,10,0.023122429847717285,-0.027082988992333357
93001,transition_mid,14,0.6116002202033997,0.4152264911681413,13,0.023403286933898926,-0.020532237365841866
93001,transition_mid,15,0.6116002202033997,0.4152264911681413,13,0.023403286933898926,-0.020532237365841866
93001,transition_mid,16,0.6116002202033997,0.4152264911681413,13,0.023403286933898926,-0.020532237365841866
93001,transition_mid,17,0.6116002202033997,0.4152264911681413,13,0.023403286933898926,-0.020532237365841866
93001,transition_mid,18,0.6116002202033997,0.4152264911681413,13,0.023403286933898926,-0.020532237365841866
93001,transition_mid,19,0.6116002202033997,0.4152264911681413,13,0.023403286933898926,-0.020532237365841866
93001,transition_mid,20,0.615872323513031,0.4549227729439735,19,0.027675390243530273,0.01916404440999031
93001,sparse_drive,1,0.5760567784309387,0.3550690170377493,0,0.0,0.0
93001,sparse_drive,2,0.5760567784309387,0.3550690170377493,0,0.0,0.0
93001,sparse_drive,3,0.5932464599609375,0.3130783606320619,2,0.01718968152999878,-0.04199065640568739
93001,sparse_drive,4,0.5932464599609375,0.3130783606320619,2,0.01718968152999878,-0.04199065640568739
93001,sparse_drive,5,0.5932464599609375,0.3130783606320619,2,0.01718968152999878,-0.04199065640568739
93001,sparse_drive,6,0.5932464599609375,0.3130783606320619,2,0.01718968152999878,-0.04199065640568739
93001,sparse_drive,7,0.5932464599609375,0.3130783606320619,2,0.01718968152999878,-0.04199065640568739
93001,sparse_drive,8,0.5946903824806213,0.2744565214961766,7,0.018633604049682617,-0.08061249554157268
93001,sparse_drive,9,0.5946903824806213,0.2744565214961766,7,0.018633604049682617,-0.08061249554157268
93001,sparse_drive,10,0.5946903824806213,0.2744565214961766,7,0.018633604049682617,-0.08061249554157268
93001,sparse_drive,11,0.5946903824806213,0.2744565214961766,7,0.018633604049682617,-0.08061249554157268
93001,sparse_drive,12,0.5946903824806213,0.2744565214961766,7,0.018633604049682617,-0.08061249554157268
93001,sparse_drive,13,0.5946903824806213,0.2744565214961766,7,0.018633604049682617,-0.08061249554157268
93001,sparse_drive,14,0.5946903824806213,0.2744565214961766,7,0.018633604049682617,-0.08061249554157268
93001,sparse_drive,15,0.5946903824806213,0.2744565214961766,7,0.018633604049682617,-0.08061249554157268
93001,sparse_drive,16,0.5946903824806213,0.2744565214961766,7,0.018633604049682617,-0.08061249554157268
93001,sparse_drive,17,0.5946903824806213,0.2744565214961766,7,0.018633604049682617,-0.08061249554157268
93001,sparse_drive,18,0.6175196766853333,0.4178803879767656,17,0.04146289825439453,0.06281137093901629
93001,sparse_drive,19,0.6175196766853333,0.4178803879767656,17,0.04146289825439453,0.06281137093901629
93001,sparse_drive,20,0.6175196766853333,0.4178803879767656,17,0.04146289825439453,0.06281137093901629
93002,transition_mid,1,0.6195114850997925,0.3103251177817582,0,0.0,0.0
93002,transition_mid,2,0.6195114850997925,0.3103251177817582,0,0.0,0.0
93002,transition_mid,3,0.6195114850997925,0.3103251177817582,0,0.0,0.0
93002,transition_mid,4,0.6195114850997925,0.3103251177817582,0,0.0,0.0
93002,transition_mid,5,0.6195114850997925,0.3103251177817582,0,0.0,0.0
93002,transition_mid,6,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,7,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,8,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,9,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,10,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,11,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,12,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,13,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,14,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,15,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,16,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,17,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,18,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,19,0.6251851916313171,0.3264797776937484,5,0.005673706531524658,0.01615465991199022
93002,transition_mid,20,0.6419904828071594,0.3149126879870891,19,0.022478997707366943,0.004587570205330904
93002,sparse_drive,1,0.566407322883606,0.3008087873458862,0,0.0,0.0
93002,sparse_drive,2,0.566407322883606,0.3008087873458862,0,0.0,0.0
93002,sparse_drive,3,0.579105019569397,0.3687302432954311,2,0.012697696685791016,0.0679214559495449
93002,sparse_drive,4,0.5793716311454773,0.3251238986849784,3,0.012964308261871338,0.0243151113390922
93002,sparse_drive,5,0.5793716311454773,0.3251238986849784,3,0.012964308261871338,0.0243151113390922
93002,sparse_drive,6,0.5793716311454773,0.3251238986849784,3,0.012964308261871338,0.0243151113390922
93002,sparse_drive,7,0.5793716311454773,0.3251238986849784,3,0.012964308261871338,0.0243151113390922
93002,sparse_drive,8,0.5793716311454773,0.3251238986849784,3,0.012964308261871338,0.0243151113390922
93002,sparse_drive,9,0.5793716311454773,0.3251238986849784,3,0.012964308261871338,0.0243151113390922
93002,sparse_drive,10,0.5930449366569519,0.4174792561680078,9,0.026637613773345947,0.11667046882212162
93002,sparse_drive,11,0.5930449366569519,0.4174792561680078,9,0.026637613773345947,0.11667046882212162
93002,sparse_drive,12,0.593237042427063,0.4473334439098835,11,0.02682971954345703,0.14652465656399732
93002,sparse_drive,13,0.593237042427063,0.4473334439098835,11,0.02682971954345703,0.14652465656399732
93002,sparse_drive,14,0.593237042427063,0.4473334439098835,11,0.02682971954345703,0.14652465656399732
93002,sparse_drive,15,0.593237042427063,0.4473334439098835,11,0.02682971954345703,0.14652465656399732
93002,sparse_drive,16,0.593237042427063,0.4473334439098835,11,0.02682971954345703,0.14652465656399732
93002,sparse_drive,17,0.593237042427063,0.4473334439098835,11,0.02682971954345703,0.14652465656399732
93002,sparse_drive,18,0.593237042427063,0.4473334439098835,11,0.02682971954345703,0.14652465656399732
93002,sparse_drive,19,0.593237042427063,0.4473334439098835,11,0.02682971954345703,0.14652465656399732
93002,sparse_drive,20,0.593237042427063,0.4473334439098835,11,0.02682971954345703,0.14652465656399732
93003,transition_mid,1,0.6183724403381348,0.3765147216618061,0,0.0,0.0
93003,transition_mid,2,0.6183724403381348,0.3765147216618061,0,0.0,0.0
93003,transition_mid,3,0.6183724403381348,0.3765147216618061,0,0.0,0.0
93003,transition_mid,4,0.621692955493927,0.3628216776996851,3,0.0033205151557922363,-0.01369304396212101
93003,transition_mid,5,0.621692955493927,0.3628216776996851,3,0.0033205151557922363,-0.01369304396212101
93003,transition_mid,6,0.621692955493927,0.3628216776996851,3,0.0033205151557922363,-0.01369304396212101
93003,transition_mid,7,0.621692955493927,0.3628216776996851,3,0.0033205151557922363,-0.01369304396212101
93003,transition_mid,8,0.621692955493927,0.3628216776996851,3,0.0033205151557922363,-0.01369304396212101
93003,transition_mid,9,0.621692955493927,0.3628216776996851,3,0.0033205151557922363,-0.01369304396212101
93003,transition_mid,10,0.6222007274627686,0.4077969044446945,9,0.003828287124633789,0.03128218278288841
93003,transition_mid,11,0.6222007274627686,0.4077969044446945,9,0.003828287124633789,0.03128218278288841
93003,transition_mid,12,0.6222007274627686,0.4077969044446945,9,0.003828287124633789,0.03128218278288841
93003,transition_mid,13,0.6222007274627686,0.4077969044446945,9,0.003828287124633789,0.03128218278288841
93003,transition_mid,14,0.6222007274627686,0.4077969044446945,9,0.003828287124633789,0.03128218278288841
93003,transition_mid,15,0.6222007274627686,0.4077969044446945,9,0.003828287124633789,0.03128218278288841
93003,transition_mid,16,0.6222007274627686,0.4077969044446945,9,0.003828287124633789,0.03128218278288841
93003,transition_mid,17,0.6222007274627686,0.4077969044446945,9,0.003828287124633789,0.03128218278288841
93003,transition_mid,18,0.6222007274627686,0.4077969044446945,9,0.003828287124633789,0.03128218278288841
93003,transition_mid,19,0.6222007274627686,0.4077969044446945,9,0.003828287124633789,0.03128218278288841
