graph_seed,state,search_count,cumulative_best_search_score,heldout_score_of_search_winner,winning_repeat,delta_search,delta_heldout
93003,transition_mid,20,0.6326530575752258,0.4984289295971393,19,0.014280617237091064,0.1219142079353332
93003,sparse_drive,1,0.5679755210876465,0.2477121651172637,0,0.0,0.0
93003,sparse_drive,2,0.5692800879478455,0.2317035309970378,1,0.0013045668601989746,-0.016008634120225906
93003,sparse_drive,3,0.5692800879478455,0.2317035309970378,1,0.0013045668601989746,-0.016008634120225906
93003,sparse_drive,4,0.5692800879478455,0.2317035309970378,1,0.0013045668601989746,-0.016008634120225906
93003,sparse_drive,5,0.5692800879478455,0.2317035309970378,1,0.0013045668601989746,-0.016008634120225906
93003,sparse_drive,6,0.5692800879478455,0.2317035309970378,1,0.0013045668601989746,-0.016008634120225906
93003,sparse_drive,7,0.5692800879478455,0.2317035309970378,1,0.0013045668601989746,-0.016008634120225906
93003,sparse_drive,8,0.5735901594161987,0.2891788817942142,7,0.005614638328552246,0.04146671667695048
93003,sparse_drive,9,0.5735901594161987,0.2891788817942142,7,0.005614638328552246,0.04146671667695048
93003,sparse_drive,10,0.5857371687889099,0.2872352916747331,9,0.017761647701263428,0.039523126557469396
93003,sparse_drive,11,0.5857371687889099,0.2872352916747331,9,0.017761647701263428,0.039523126557469396
93003,sparse_drive,12,0.5857371687889099,0.2872352916747331,9,0.017761647701263428,0.039523126557469396
93003,sparse_drive,13,0.5882952809333801,0.2515078932046889,12,0.020319759845733643,0.003795728087425204
93003,sparse_drive,14,0.5882952809333801,0.2515078932046889,12,0.020319759845733643,0.003795728087425204
93003,sparse_drive,15,0.5882952809333801,0.2515078932046889,12,0.020319759845733643,0.003795728087425204
93003,sparse_drive,16,0.5882952809333801,0.2515078932046889,12,0.020319759845733643,0.003795728087425204
93003,sparse_drive,17,0.5882952809333801,0.2515078932046889,12,0.020319759845733643,0.003795728087425204
93003,sparse_drive,18,0.5882952809333801,0.2515078932046889,12,0.020319759845733643,0.003795728087425204
93003,sparse_drive,19,0.5882952809333801,0.2515078932046889,12,0.020319759845733643,0.003795728087425204
93003,sparse_drive,20,0.5882952809333801,0.2515078932046889,12,0.020319759845733643,0.003795728087425204
