variant,graph_seed,repeat,k,source_state,target_state,validation_seed,actual_noise_seed,alternative_spectral_score,rhythm_score,mean_rate_hz,dominant_frequency_hz,spectral_concentration,spectral_entropy,synchrony_proxy,silent_fraction
primary,93005,0,32,transition_mid,transition_mid,9601,93005288616,0.5727460980415344,0.407966673374176,20.207027435302734,69.5,0.7546496391296387,0.24104371666908264,0.8918359279632568,0.0
primary,93005,0,32,sparse_drive,transition_mid,9601,93005288616,0.23998822271823883,0.1704070270061493,20.269527435302734,69.5,0.39117148518562317,0.3864884078502655,0.8873131275177002,0.0
primary,93005,0,32,transition_mid,transition_mid,9602,93005288617,0.7624691724777222,0.545555591583252,20.205074310302734,69.5,0.8952406644821167,0.14830812811851501,0.8983871936798096,0.0
primary,93005,0,32,sparse_drive,transition_mid,9602,93005288617,0.6433297395706177,0.48349305987358093,20.232418060302734,69.5,0.8236640095710754,0.2189415842294693,0.9765024185180664,0.0
primary,93005,0,32,transition_mid,transition_mid,9603,93005288618,0.443170964717865,0.30414071679115295,20.212886810302734,69.5,0.6614671349525452,0.33001819252967834,0.840895414352417,0.0
primary,93005,0,32,sparse_drive,transition_mid,9603,93005288618,0.531581461429596,0.4026847779750824,20.232418060302734,69.5,0.7388868927955627,0.28056448698043823,0.9903751015663147,0.0
primary,93005,0,32,transition_mid,transition_mid,9604,93005288619,0.29067376255989075,0.20611003041267395,20.216793060302734,69.5,0.46768537163734436,0.3784843385219574,0.8853247165679932,0.0
primary,93005,0,32,sparse_drive,transition_mid,9604,93005288619,0.6290966868400574,0.4627389907836914,20.236326217651367,69.5,0.809877336025238,0.22321981191635132,0.9407377243041992,0.0
primary,93005,0,32,transition_mid,transition_mid,9605,93005288620,0.7175661325454712,0.5067285299301147,20.244136810302734,69.5,0.8671899437904358,0.17253868281841278,0.8795160055160522,0.0
primary,93005,0,32,sparse_drive,transition_mid,9605,93005288620,0.6517974138259888,0.4846833348274231,20.263668060302734,69.5,0.817737877368927,0.20292621850967407,0.9585075378417969,0.0
primary,93005,0,32,transition_mid,transition_mid,9606,93005288621,0.6514735817909241,0.47441864013671875,20.203121185302734,69.5,0.8227708339691162,0.2081955522298813,0.924935519695282,0.0
primary,93005,0,32,sparse_drive,transition_mid,9606,93005288621,0.4474313259124756,0.3311659097671509,20.240230560302734,69.5,0.6306968331336975,0.2905762195587158,0.9508091807365417,0.0
primary,93005,0,32,transition_mid,transition_mid,9607,93005288622,0.7288948893547058,0.5380241274833679,20.189449310302734,69.5,0.8778238296508789,0.16965700685977936,0.9463733434677124,0.0
primary,93005,0,32,sparse_drive,transition_mid,9607,93005288622,0.7326220273971558,0.5442465543746948,20.257808685302734,69.5,0.8807960748672485,0.168227419257164,0.9568644165992737,0.0
primary,93005,0,32,transition_mid,transition_mid,9608,93005288623,0.792751669883728,0.5780670642852783,20.201168060302734,69.5,0.9111061692237854,0.12990203499794006,0.9269967675209045,0.0
primary,93005,0,32,sparse_drive,transition_mid,9608,93005288623,0.7249104976654053,0.5428289771080017,20.251949310302734,69.5,0.8711274266242981,0.1678479164838791,0.9702680110931396,0.0
primary,93005,0,32,transition_mid,sparse_drive,9601,93005288616,0.2718077600002289,0.19321846961975098,21.617183685302734,69.5,0.4340573847293854,0.3737976551055908,0.8889292478561401,0.0
primary,93005,0,32,sparse_drive,sparse_drive,9601,93005288616,0.18597866594791412,0.1381668746471405,21.552730560302734,69.5,0.32363829016685486,0.42535024881362915,0.9569602608680725,0.0
primary,93005,0,32,transition_mid,sparse_drive,9602,93005288617,0.5255327224731445,0.3735783100128174,21.572261810302734,70.0,0.7293049693107605,0.2794061005115509,0.8889129757881165,0.0
primary,93005,0,32,sparse_drive,sparse_drive,9602,93005288617,0.6546022295951843,0.457955539226532,21.662105560302734,70.0,0.8289629220962524,0.21033591032028198,0.8665041327476501,0.0
primary,93005,0,32,transition_mid,sparse_drive,9603,93005288618,0.6886387467384338,0.4858044385910034,21.556636810302734,70.0,0.8566467761993408,0.1961228847503662,0.8780800700187683,0.0
primary,93005,0,32,sparse_drive,sparse_drive,9603,93005288618,0.6878572106361389,0.5171459317207336,21.541011810302734,69.5,0.8551453948020935,0.1956253945827484,0.9771319031715393,0.0
