session_id,state,confound,rho,p,n
sub-Radnitz_ses-20170112T120000,baseline,mean_activity,0.8637849973807351,0.0,1141
sub-Radnitz_ses-20170112T120000,baseline,pca_loading_norm,0.6086397265550044,1.3781979376831182e-116,1141
sub-Radnitz_ses-20170112T120000,decision,mean_activity,0.8927666956411754,0.0,1141
sub-Radnitz_ses-20170112T120000,decision,pca_loading_norm,0.6627885643227299,2.8758614777708134e-145,1141
sub-Radnitz_ses-20170112T120000,movement,mean_activity,0.8821980048265653,0.0,1141
sub-Radnitz_ses-20170112T120000,movement,pca_loading_norm,0.723198248890076,2.6427216071831243e-185,1141
sub-Radnitz_ses-20170112T120000,outcome,mean_activity,0.8869836879281534,0.0,1141
sub-Radnitz_ses-20170112T120000,outcome,pca_loading_norm,0.7107457143612125,3.3072256184081744e-176,1141
sub-Radnitz_ses-20170112T120000,visual,mean_activity,0.8464068944201282,5.7280978223e-314,1141
sub-Radnitz_ses-20170112T120000,visual,pca_loading_norm,0.6628478354475239,2.6550250868195434e-145,1141
sub-Richards_ses-20171029T120000,baseline,mean_activity,0.8553530074911271,0.0,1459
sub-Richards_ses-20171029T120000,baseline,pca_loading_norm,0.6671374794392269,1.4849226277984724e-188,1459
sub-Richards_ses-20171029T120000,decision,mean_activity,0.898982929276674,0.0,1459
sub-Richards_ses-20171029T120000,decision,pca_loading_norm,0.6271654356380137,2.510873886728876e-160,1459
sub-Richards_ses-20171029T120000,movement,mean_activity,0.8964778606573852,0.0,1459
sub-Richards_ses-20171029T120000,movement,pca_loading_norm,0.6447446507602178,3.213077870819637e-172,1459
sub-Richards_ses-20171029T120000,outcome,mean_activity,0.9009027876250182,0.0,1459
sub-Richards_ses-20171029T120000,outcome,pca_loading_norm,0.6381681166959755,1.1146559290627045e-167,1459
sub-Richards_ses-20171029T120000,visual,mean_activity,0.8567121678842143,0.0,1459
sub-Richards_ses-20171029T120000,visual,pca_loading_norm,0.6542814840779606,5.2525712614585187e-179,1459
sub-Richards_ses-20171030T120000,baseline,mean_activity,0.8475651961965758,0.0,1244
sub-Richards_ses-20171030T120000,baseline,pca_loading_norm,0.710578494206693,7.857274514374062e-192,1244
sub-Richards_ses-20171030T120000,decision,mean_activity,0.8623153676901127,0.0,1244
sub-Richards_ses-20171030T120000,decision,pca_loading_norm,0.6806511552440151,4.918378090321313e-170,1244
sub-Richards_ses-20171030T120000,movement,mean_activity,0.8713392876931564,0.0,1244
sub-Richards_ses-20171030T120000,movement,pca_loading_norm,0.7168904989313106,8.667071060259992e-197,1244
sub-Richards_ses-20171030T120000,outcome,mean_activity,0.8609551565284691,0.0,1244
sub-Richards_ses-20171030T120000,outcome,pca_loading_norm,0.7061965976656354,1.8149102778512136e-188,1244
sub-Richards_ses-20171030T120000,visual,mean_activity,0.8509059372964034,0.0,1244
sub-Richards_ses-20171030T120000,visual,pca_loading_norm,0.7001966647986405,5.816068368315274e-184,1244
sub-Richards_ses-20171031T120000,baseline,mean_activity,0.8741665522486893,2.5092314542022973e-245,777
sub-Richards_ses-20171031T120000,baseline,pca_loading_norm,0.7418208839246129,1.2435925433215832e-136,777
sub-Richards_ses-20171031T120000,decision,mean_activity,0.8909022731685233,7.413585927798216e-268,777
sub-Richards_ses-20171031T120000,decision,pca_loading_norm,0.727520266100554,6.141639829967166e-129,777
sub-Richards_ses-20171031T120000,movement,mean_activity,0.8919620832633754,2.0941281108562083e-269,777
sub-Richards_ses-20171031T120000,movement,pca_loading_norm,0.7542457433335445,9.625256541632445e-144,777
sub-Richards_ses-20171031T120000,outcome,mean_activity,0.8933723225438644,1.7160906507112287e-271,777
sub-Richards_ses-20171031T120000,outcome,pca_loading_norm,0.7492582509477536,7.732278982487789e-141,777
sub-Richards_ses-20171031T120000,visual,mean_activity,0.8602013867054843,7.23099973519846e-229,777
sub-Richards_ses-20171031T120000,visual,pca_loading_norm,0.7254461519759801,7.303121690603903e-128,777
sub-Richards_ses-20171101T120000,baseline,mean_activity,0.8507015521297273,6.592300100598466e-240,853
sub-Richards_ses-20171101T120000,baseline,pca_loading_norm,0.6109638632440384,2.0216683390010416e-88,853
sub-Richards_ses-20171101T120000,decision,mean_activity,0.8893121614874081,2.0864220791440246e-291,853
sub-Richards_ses-20171101T120000,decision,pca_loading_norm,0.6370294103328096,2.7433129810571132e-98,853
sub-Richards_ses-20171101T120000,movement,mean_activity,0.8926614985269609,9.269312155158114e-297,853
sub-Richards_ses-20171101T120000,movement,pca_loading_norm,0.6423044252098024,2.108343422273146e-100,853
sub-Richards_ses-20171101T120000,outcome,mean_activity,0.8867158248928808,2.2441495172815337e-287,853
sub-Richards_ses-20171101T120000,outcome,pca_loading_norm,0.6300715522547388,1.461232711046003e-95,853
sub-Richards_ses-20171101T120000,visual,mean_activity,0.863921972805181,9.862669660313475e-256,853
sub-Richards_ses-20171101T120000,visual,pca_loading_norm,0.6244745586118328,2.0320527652506805e-93,853
sub-Richards_ses-20171102T120000,baseline,mean_activity,0.7939923331715184,4.609571603617483e-201,922
sub-Richards_ses-20171102T120000,baseline,pca_loading_norm,0.7496408867953263,4.3689526192916534e-167,922
sub-Richards_ses-20171102T120000,decision,mean_activity,0.8380360533632929,2.702460098019712e-244,922
sub-Richards_ses-20171102T120000,decision,pca_loading_norm,0.7313350259739726,4.444260251002951e-155,922
sub-Richards_ses-20171102T120000,movement,mean_activity,0.8303265963421609,7.690488911222206e-236,922
sub-Richards_ses-20171102T120000,movement,pca_loading_norm,0.7591728742332863,9.239449792876667e-174,922
sub-Richards_ses-20171102T120000,outcome,mean_activity,0.8369143113262313,4.889120446332714e-243,922
sub-Richards_ses-20171102T120000,outcome,pca_loading_norm,0.7485708521972245,2.3485571183461433e-166,922
sub-Richards_ses-20171102T120000,visual,mean_activity,0.8162541485349222,1.8585812806540745e-221,922
sub-Richards_ses-20171102T120000,visual,pca_loading_norm,0.7347422063518142,3.0818935153719134e-157,922
sub-Tatum_ses-20171206T120000,baseline,mean_activity,0.8659257098635686,0.0,1425
sub-Tatum_ses-20171206T120000,baseline,pca_loading_norm,0.7797214898111693,1.2113678835416754e-291,1425
sub-Tatum_ses-20171206T120000,decision,mean_activity,0.8688645141140828,0.0,1425
sub-Tatum_ses-20171206T120000,decision,pca_loading_norm,0.7988082978693405,2.30648677e-316,1425
sub-Tatum_ses-20171206T120000,movement,mean_activity,0.8727284205661816,0.0,1425
sub-Tatum_ses-20171206T120000,movement,pca_loading_norm,0.7923593100342295,1.013719800761476e-307,1425
sub-Tatum_ses-20171206T120000,outcome,mean_activity,0.8775533799993658,0.0,1425
sub-Tatum_ses-20171206T120000,outcome,pca_loading_norm,0.7742930604478955,4.62271221940834e-285,1425
sub-Tatum_ses-20171206T120000,visual,mean_activity,0.8543034873803835,0.0,1425
sub-Tatum_ses-20171206T120000,visual,pca_loading_norm,0.8003289587727455,1.900453e-318,1425
sub-Tatum_ses-20171207T120000,baseline,mean_activity,0.8811160261130739,0.0,1405
sub-Tatum_ses-20171207T120000,baseline,pca_loading_norm,0.7675931986851635,2.542394042604503e-273,1405
sub-Tatum_ses-20171207T120000,decision,mean_activity,0.8909756192598233,0.0,1405
sub-Tatum_ses-20171207T120000,decision,pca_loading_norm,0.7496237430682083,9.817951599502375e-254,1405
sub-Tatum_ses-20171207T120000,movement,mean_activity,0.881608884304812,0.0,1405
sub-Tatum_ses-20171207T120000,movement,pca_loading_norm,0.7610309273354787,5.740467073932338e-266,1405
sub-Tatum_ses-20171207T120000,outcome,mean_activity,0.8793626877889076,0.0,1405
sub-Tatum_ses-20171207T120000,outcome,pca_loading_norm,0.788652476009659,1.1580780765285438e-298,1405
sub-Tatum_ses-20171207T120000,visual,mean_activity,0.8813327765864719,0.0,1405
sub-Tatum_ses-20171207T120000,visual,pca_loading_norm,0.7674275093454714,3.925534958670366e-273,1405
sub-Tatum_ses-20171208T120000,baseline,mean_activity,0.8011211733410628,0.0,1867
sub-Tatum_ses-20171208T120000,baseline,pca_loading_norm,0.657448869407729,1.6134151752626785e-231,1867
sub-Tatum_ses-20171208T120000,decision,mean_activity,0.865240749924593,0.0,1867
sub-Tatum_ses-20171208T120000,decision,pca_loading_norm,0.6970674797430167,9.386269613601425e-272,1867
sub-Tatum_ses-20171208T120000,movement,mean_activity,0.8502329391580286,0.0,1867
sub-Tatum_ses-20171208T120000,movement,pca_loading_norm,0.7401580835614717,0.0,1867
sub-Tatum_ses-20171208T120000,outcome,mean_activity,0.8658871510407994,0.0,1867
sub-Tatum_ses-20171208T120000,outcome,pca_loading_norm,0.7298070782698197,2.354682767394e-310,1867
sub-Tatum_ses-20171208T120000,visual,mean_activity,0.8054182430063379,0.0,1867
sub-Tatum_ses-20171208T120000,visual,pca_loading_norm,0.6488709272559244,1.3440244939579216e-223,1867
sub-Tatum_ses-20171209T120000,baseline,mean_activity,0.8142851712770782,3.3017053358260796e-247,1039
sub-Tatum_ses-20171209T120000,baseline,pca_loading_norm,0.6473849568902614,1.8447888268483516e-124,1039
sub-Tatum_ses-20171209T120000,decision,mean_activity,0.8353181907472207,1.0889728471959162e-271,1039
sub-Tatum_ses-20171209T120000,decision,pca_loading_norm,0.6532959895340074,1.82700841429805e-127,1039
sub-Tatum_ses-20171209T120000,movement,mean_activity,0.828279462576499,3.980953140800443e-263,1039
sub-Tatum_ses-20171209T120000,movement,pca_loading_norm,0.6716806121938057,2.958118424558881e-137,1039
sub-Tatum_ses-20171209T120000,outcome,mean_activity,0.8043647673597882,1.0179840877598098e-236,1039
sub-Tatum_ses-20171209T120000,outcome,pca_loading_norm,0.6993529580679853,2.105606812914397e-153,1039
sub-Tatum_ses-20171209T120000,visual,mean_activity,0.8238688241715121,5.877050151586885e-258,1039
sub-Tatum_ses-20171209T120000,visual,pca_loading_norm,0.637733677806113,1.0711194287195909e-119,1039
sub-Theiler_ses-20171011T120000,baseline,mean_activity,0.8956056522193296,0.0,1732
sub-Theiler_ses-20171011T120000,baseline,pca_loading_norm,0.5924010297120245,1.370116752997743e-164,1732
sub-Theiler_ses-20171011T120000,decision,mean_activity,0.8969415236408095,0.0,1732
sub-Theiler_ses-20171011T120000,decision,pca_loading_norm,0.6239084290266095,1.7866258079284815e-187,1732
sub-Theiler_ses-20171011T120000,movement,mean_activity,0.9064852432919476,0.0,1732
sub-Theiler_ses-20171011T120000,movement,pca_loading_norm,0.5763046225740732,7.619056818333669e-154,1732
sub-Theiler_ses-20171011T120000,outcome,mean_activity,0.9052044316322665,0.0,1732
sub-Theiler_ses-20171011T120000,outcome,pca_loading_norm,0.5717424228396015,6.605441830971945e-151,1732
sub-Theiler_ses-20171011T120000,visual,mean_activity,0.8912949168426479,0.0,1732
sub-Theiler_ses-20171011T120000,visual,pca_loading_norm,0.6010842670926715,1.2132734636667496e-170,1732
