subject,same_image_state_auc_excess_mean
619293,0.2674414056469835
619296,0.3191813013012531
620333,0.398218273173881
620334,0.3329065158978654
625545,0.432981670816954
625554,0.3992400521276271
625555,0.404719125025883
630506,0.3548866396439217
631510,0.3938415363376287
631570,0.3972922394528357
633229,0.3924084458435089
637484,0.3430932613065631
