subject,pc1_explained
619293,0.0293036528667191
619296,0.0324857481807856
620333,0.0414917078797604
620334,0.0344600806569378
625545,0.034237665241259
625554,0.0240814305478603
625555,0.0418416262999049
630506,0.0309133506497859
631510,0.0399762388905166
631570,0.0462303107407144
633229,0.0385594157472713
637484,0.0338033489767075
