subject,delta_rho
619293,-0.0020217884889968674
619296,0.014081318185057834
620333,0.024028309822770516
620334,0.019687031940077017
625545,0.03408610712818453
625554,0.0014131320875979496
625555,0.03170805589044743
630506,0.018317921979667934
631510,0.016835189654780664
631570,0.029474381614796815
633229,0.0242157518244307
637484,0.01861685379848198
