session_id,state,target,rho,p,n,full_logloss
sub-Hench_ses-20170616T120000,decision,engagement,0.1053479067914621,9.813072201379134e-05,1362,0.1465689236380725
sub-Hench_ses-20170616T120000,decision,outcome,-0.06777137320184426,0.012359792672370553,1362,0.8050226907560878
sub-Hench_ses-20170616T120000,movement,choice,-0.033768291957726154,0.21297029210505267,1362,0.1200018665300679
sub-Hench_ses-20170616T120000,movement,engagement,0.1553678384934151,8.23079895317369e-09,1362,0.1043395787179775
sub-Hench_ses-20170616T120000,movement,outcome,0.015600024396291021,0.5651359375607745,1362,0.0788011315725
sub-Hench_ses-20170616T120000,outcome,choice,0.011552820733768248,0.6701203192319563,1362,0.1515455115867691
sub-Hench_ses-20170616T120000,outcome,engagement,0.1485320685012708,3.646702237235247e-08,1362,0.08647420572632
sub-Hench_ses-20170616T120000,outcome,outcome,-0.007750416816196695,0.7750519846799149,1362,0.0346350768966952
sub-Hench_ses-20170616T120000,visual,choice,-0.06292748356484212,0.02020460831390702,1362,1.0268051848651525
sub-Hench_ses-20170616T120000,visual,engagement,0.06981767757059673,0.009954061534128878,1362,0.1982587482988851
sub-Hench_ses-20170616T120000,visual,outcome,-0.03599311817602162,0.18432787452103302,1362,0.8728049509838147
sub-Hench_ses-20170617T120000,baseline,choice,-0.07089193706558994,0.004695012722061962,1589,1.8940349422515848
sub-Hench_ses-20170617T120000,baseline,engagement,0.08573778896074961,0.0006231931289979149,1589,0.1025943213055676
sub-Hench_ses-20170617T120000,baseline,outcome,-0.005241726620993811,0.834616792657932,1589,1.0857806974970832
sub-Hench_ses-20170617T120000,decision,choice,0.02624351544028023,0.2957999199068438,1589,0.2054189351213486
sub-Hench_ses-20170617T120000,decision,engagement,0.12445788992321677,6.47010014634051e-07,1589,0.1312895619168944
sub-Hench_ses-20170617T120000,decision,outcome,-0.004162162650324378,0.868327429596708,1589,0.9936490088344818
sub-Hench_ses-20170617T120000,movement,choice,-0.10791505607764026,1.625564081399469e-05,1589,0.2435529263109183
sub-Hench_ses-20170617T120000,movement,engagement,0.11904884245552283,1.9479175787392264e-06,1589,0.0809249291816111
sub-Hench_ses-20170617T120000,movement,outcome,0.054652902156027194,0.029368668983020436,1589,0.0142316148351792
sub-Hench_ses-20170617T120000,outcome,choice,-0.06329507851781377,0.011615003693338052,1589,0.2646646690205037
sub-Hench_ses-20170617T120000,outcome,engagement,0.06124753040568209,0.014612763594189697,1589,0.0952156692966318
sub-Hench_ses-20170617T120000,outcome,outcome,-0.03129752571735718,0.2124290816863703,1589,0.0113206084240319
sub-Hench_ses-20170617T120000,visual,choice,-0.008958247421668349,0.7212249467143159,1589,1.501856278748239
sub-Hench_ses-20170617T120000,visual,engagement,0.06692445504191405,0.007615607066433901,1589,0.1723435970069017
sub-Hench_ses-20170617T120000,visual,outcome,-0.004216832211170464,0.8666140066499448,1589,1.429203492488088
sub-Hench_ses-20170618T120000,baseline,choice,-0.0058566571121285065,0.8265730898551076,1402,1.939107771216612
sub-Hench_ses-20170618T120000,baseline,engagement,0.20216585744826124,2.1379990300103165e-14,1402,0.0543996605185968
sub-Hench_ses-20170618T120000,baseline,outcome,-0.08453741257979522,0.001533816384548866,1402,0.9111328030425656
sub-Hench_ses-20170618T120000,decision,choice,-0.053678652772035755,0.04447761478912929,1402,0.0708374265488347
sub-Hench_ses-20170618T120000,decision,engagement,0.3372949101225399,1.2068595297222608e-38,1402,0.047078593799675
sub-Hench_ses-20170618T120000,decision,outcome,0.01002047584045449,0.7077539238874282,1402,0.686933011058103
sub-Hench_ses-20170618T120000,movement,choice,-0.15689965667783118,3.500568759375889e-09,1402,0.1120497594161785
sub-Hench_ses-20170618T120000,movement,engagement,0.3935945126569168,3.645531618475185e-53,1402,0.0251682621078224
sub-Hench_ses-20170618T120000,movement,outcome,0.08549303895038071,0.0013546039900105811,1402,0.0580080741710793
sub-Hench_ses-20170618T120000,outcome,choice,-0.17893766977915918,1.4930342489382253e-11,1402,0.1382915464113732
sub-Hench_ses-20170618T120000,outcome,engagement,0.3587232806309848,7.861574461364638e-44,1402,0.0194930671191204
sub-Hench_ses-20170618T120000,outcome,outcome,0.15590544940317574,4.402221605621778e-09,1402,0.0233119586046537
sub-Hench_ses-20170618T120000,visual,choice,-0.013257908614960238,0.6198952999777996,1402,0.8019579707374664
