subject,topset_auc_crossover
619293,0.0035977318111887
619296,0.0117929468318599
620333,0.0153358328111302
620334,0.0126602763919859
625545,-0.0005327302547794
625554,-0.0004029428380986
625555,0.0104573235688208
630506,0.0118010295332926
631510,0.0339701687880296
631570,0.0029953905547565
633229,-2.9122979315141195e-05
637484,0.0006189862399865
