left_out,effect
619293,0.0089697416952426
619296,0.0082247221479088
620333,0.0079026416043388
620334,0.0081458740060792
625545,0.0093452382466942
625554,0.0093334393906323
625555,0.0083461424445487
630506,0.0082239873568695
631510,0.0062086110609843
631570,0.0090244999912819
633229,0.0092994557671066
637484,0.00924053674717
