placement,complexity_fraction,mean,std,n,median,sem,ci95
module_bridge,0.75,0.5792916516326391,0.16093575996133092,24,0.5813850232026192,0.03285087443935798,0.06438771390114165
random,0.00390625,0.03872154768596186,0.008847779755499077,24,0.03768671958162925,0.001806045479791637,0.0035398491403916084
random,0.0078125,0.04902472269887415,0.014475317690327932,24,0.04476814957813245,0.0029547618504988465,0.005791333226977739
random,0.015625,0.06781924664643414,0.024404807326718077,24,0.06272305047596245,0.004981610435116308,0.009763956452827963
random,0.03125,0.08987124390660402,0.03889999272004819,24,0.0763931851032975,0.007940427763508196,0.015563238416476064
random,0.0625,0.09191411937536635,0.024824643708275435,24,0.0893035471715859,0.00506730917763897,0.009931925988172382
random,0.09375,0.08736055005468903,0.03984482590074969,24,0.08473443063830474,0.008133291028905656,0.015941250416655086
random,0.125,0.11116473779234896,0.06146581977761362,24,0.09632694012475684,0.012546657923085331,0.024591449529247248
random,0.15625,0.13130394374060422,0.09952449167693707,24,0.1004908361119557,0.020315351793197264,0.03981808951466664
random,0.1875,0.17829209066774288,0.1284520774950602,24,0.1331897792630633,0.026220170521944995,0.05139153422301219
random,0.25,0.3000741804054237,0.18835577183315597,24,0.2718644386698645,0.03844796092494369,0.07535800341288963
random,0.375,0.4295724695342093,0.24507590483139421,24,0.463590595890252,0.05002590959065054,0.09805078279767507
random,0.5,0.4419447517115919,0.2133304121239927,24,0.4550796008284568,0.04354588802678569,0.08534994053249995
random,0.75,0.5527756395174915,0.2093934147059473,24,0.5352795609903443,0.04274225179404685,0.08377481351633183
spectral,0.00390625,0.04768739937878788,0.014211480862573133,24,0.045646790204455154,0.002900906383552694,0.00568577651176328
spectral,0.0078125,0.06266897566205966,0.02671427794708565,24,0.054283610848833944,0.005453029151437097,0.01068793713681671
spectral,0.015625,0.08748873726617658,0.04913755010238992,24,0.06559603073066005,0.010030160413441552,0.01965911441034544
spectral,0.03125,0.09364228883188853,0.03600462500031971,24,0.08731181699283691,0.007349413302586493,0.014404850073069526
spectral,0.0625,0.08891231850825276,0.045527447681323246,24,0.0737821724320071,0.009293251342541591,0.018214772631381517
spectral,0.09375,0.09548996090353551,0.04378506931378837,24,0.10131676250293345,0.008937589847597927,0.017517676101291936
spectral,0.125,0.12956089030891696,0.06933940299008534,24,0.11951665066126195,0.014153846366243608,0.027741538877837472
spectral,0.15625,0.1740357548242676,0.10670353345877623,24,0.14136233027005615,0.021780767560499504,0.042690304418579024
spectral,0.1875,0.23611615294932986,0.12802681049541,24,0.21424137147543226,0.026133363259146048,0.05122139198792625
spectral,0.25,0.3662600509703749,0.1789792562403312,24,0.3642322535438832,0.03653398769430445,0.07160661588083672
spectral,0.375,0.4958923249540632,0.17921472101586203,24,0.5412758459204865,0.03658205174034191,0.07170082141107015
spectral,0.5,0.4667443172329722,0.1396206970298096,24,0.45215187205710894,0.028499955437896362,0.05585991265827687
spectral,0.75,0.5765534012347422,0.1518690786989364,24,0.5815855825639678,0.03100014587658133,0.060760285918099406
