task_id,phase,topology,N,graph_seed,regime,connection_prob,coupling,k,budget_fraction,cycle_proxy,dynamics_aware,feedback_hub,high_degree,module_bridge,random,spectral,leverage_gain_vs_spectral,leverage_gain_vs_feedback_hub,leverage_gain_vs_high_degree,leverage_gain_vs_module_bridge,leverage_gain_vs_cycle_proxy,leverage_gain_vs_random,sel_total_degree,sel_feedback,sel_cycle3,sel_bridge,sel_spectral,coverage1,coverage2,out_neighbor_redundancy,selected_dispersion
0b3bd7fdc393edfda2,stage4d_scaling,scale_free,128,44001,transition_mid,0.05,0.035,32,0.25,0.5925670862197876,0.6211444139480591,0.4153673052787781,0.4153673052787781,0.4153673052787781,0.1500768933910876,0.340992271900177,0.2801521420478821,0.205777108669281,0.205777108669281,0.205777108669281,0.028577327728271484,0.4710675205569715,19.96875,145.15625,10.1875,0.0,0.123905278647211,0.8828125,0.9921875,0.0481676765908829,1.7963709677419355
0c2ea3e72b80b9bb4a,stage4d_scaling,scale_free,512,44002,transition_dense,0.1,0.035,64,0.125,0.3772825598716736,0.3205227851867676,0.2437695264816284,0.2437695264816284,0.2437695264816284,0.1877815660554915,0.3181264996528625,0.002396285533905085,0.07675325870513919,0.07675325870513919,0.07675325870513919,-0.056759774684906006,0.13274121913127607,192.90625,9986.578125,1571.28125,0.0,0.0791342775745468,1.0,1.0,0.1391408650641098,1.1865079365079363
0d8ecda7afb479941a,stage4e_topology,modular,256,43001,transition_mid,0.05,0.035,32,0.125,0.0925848186016082,0.1586068272590637,0.1051914021372795,0.1632070243358612,0.1298958361148834,0.08832285786047574,0.0999820753931999,0.058624751865863786,0.053415425121784196,-0.004600197076797513,0.028710991144180298,0.0660220086574555,0.07028396939858796,25.09375,184.0,19.6875,3.25,0.0616043414067761,0.85546875,1.0,0.0235755278063782,2.336693548387097
0eb06faa137b0035fb,stage4c_atlas_extension,scale_free,256,42005,transition_mid,0.05,0.035,24,0.09375,0.2172823846340179,0.353308230638504,0.2444268018007278,0.2444268018007278,0.2444268018007278,0.03527702327119182,0.2172823846340179,0.13602584600448608,0.10888142883777618,0.10888142883777618,0.10888142883777618,0.13602584600448608,0.31803120736731216,66.58333333333333,1245.1666666666667,108.83333333333331,0.0,0.1374774713376404,0.87890625,1.0,0.0948254857174725,1.2934782608695652
0f0978d0fbabbf4e12,stage4e_topology,small_world,256,43002,sparse_drive,0.05,0.05,32,0.125,0.0766281187534332,0.2916032373905182,0.1017077714204788,0.0489116758108139,0.0489116758108139,0.07675669807940716,0.0972303748130798,0.19437286257743838,0.18989546597003937,0.24269156157970428,0.24269156157970428,0.214975118637085,0.21484653931111103,25.71875,185.40625,39.65625,0.0,0.0619019053506634,0.88671875,1.0,0.0218885437719959,2.342741935483871
111de03226fc156c50,stage4c_atlas_extension,scale_free,256,42005,sparse_drive,0.05,0.05,24,0.09375,0.2491219192743301,0.2569325566291809,0.2117206007242202,0.2117206007242202,0.2117206007242202,0.020389804383739787,0.2491219192743301,0.007810637354850797,0.045211955904960716,0.045211955904960716,0.045211955904960716,0.007810637354850797,0.23654275224544113,62.875,1154.9166666666667,102.95833333333331,0.0,0.1311875215714304,0.8828125,1.0,0.090991741366161,1.3442028985507246
11da61ce55e9f2eb19,stage4e_topology,small_world,256,43003,transition_mid,0.05,0.035,64,0.25,0.2857540249824524,0.3311152458190918,0.2768776714801788,0.3088288307189941,0.3088288307189941,0.24087285576388234,0.2707830369472503,0.060332208871841486,0.05423757433891302,0.022286415100097712,0.022286415100097712,0.045361220836639404,0.09024239005520945,26.078125,192.015625,38.4375,0.0,0.0624759955470847,0.9765625,1.0,0.0287720409904108,2.283234126984127
127da34a23182c71e1,er_patch,erdos_renyi,256,43002,transition_mid,0.05,0.035,32,0.125,0.1282398570328951,0.1210495214909315,0.1215662043541669,0.0880743358284235,0.0880743358284235,0.10047280843718906,0.1810898780822754,-0.060040356591343894,-0.0005166828632354042,0.032975185662508,0.032975185662508,-0.007190335541963591,0.020576713053742438,26.0,191.65625,7.65625,0.0,0.0628616773989932,0.77734375,1.0,0.0264109143079823,1.967741935483871
148c419ff2a33cb9ef,stage4e_topology,small_world,256,43003,transition_mid,0.05,0.035,32,0.125,0.0695563182234764,0.2148420065641403,0.1198822110891342,0.0997850447893142,0.0997850447893142,0.08622216084040697,0.1090795770287513,0.10576242953538899,0.09495979547500609,0.11505696177482609,0.11505696177482609,0.1452856883406639,0.1286198457237333,25.59375,184.78125,38.09375,0.0,0.0613463000808011,0.83203125,1.0,0.0252830364505394,2.245967741935484
164e08803dedf078a4,stage4d_scaling,scale_free,512,44002,transition_mid,0.05,0.035,128,0.25,0.2860287427902221,0.679600179195404,0.3459816873073578,0.3357066512107849,0.3357066512107849,0.5284300884231925,0.3166452348232269,0.3629549443721772,0.33361849188804626,0.34389352798461914,0.34389352798461914,0.39357143640518194,0.15117009077221155,56.46875,1187.96875,110.890625,0.0,0.0407719415939341,0.99609375,1.0,0.0316086079701126,1.8885334645669287
16bd3eaf233e48e27f,stage4e_topology,small_world,256,43001,transition_mid,0.05,0.035,32,0.125,0.0829357728362083,0.1409293711185455,0.0890878960490226,0.1358721256256103,0.1358721256256103,0.08098965266253794,0.1380824744701385,0.00284689664840701,0.0518414750695229,0.005057245492935208,0.005057245492935208,0.0579935982823372,0.05993971845600757,25.875,186.96875,36.21875,0.0,0.0613784503725033,0.87109375,1.0,0.0251213363429176,2.256048387096774
190d0461c63a748660,stage4b_replication,scale_free,256,42002,transition_dense,0.1,0.035,16,0.0625,0.113745167851448,0.1338934749364853,0.1374619305133819,0.0960275530815124,0.0960275530815124,0.05972928454866628,0.1027509123086929,0.031142562627792386,-0.003568455576896612,0.037865921854972895,0.037865921854972895,0.020148307085037287,0.07416419038781902,38.6875,448.625,64.0625,0.0,0.0434319121074258,0.69921875,1.0,0.0421900131724771,1.875
1a7eaa347e8c8d11c1,stage4d_scaling,scale_free,512,44002,sparse_drive,0.05,0.05,64,0.125,0.348861962556839,0.5346166491508484,0.4122915267944336,0.4122915267944336,0.4122915267944336,0.052715615544002455,0.2356178611516952,0.2989987879991532,0.1223251223564148,0.1223251223564148,0.1223251223564148,0.1857546865940094,0.48190103360684594,118.4375,3958.609375,385.796875,0.0,0.0867779455624742,0.998046875,1.0,0.085422408346871,1.4459325396825398
1d20dd5d21e2444d1d,stage4e_topology,modular,256,43002,transition_dense,0.1,0.035,8,0.03125,0.0597138591110706,0.1907804459333419,0.1442781090736389,0.1442781090736389,0.1521956324577331,0.09191896847914902,0.0482552051544189,0.142525240778923,0.04650233685970301,0.04650233685970301,0.0385848134756088,0.1310665868222713,0.09886147745419288,52.375,744.5,161.625,8.5,0.0654165720847909,0.58203125,1.0,0.0672740394250091,1.75
2022bf6a79e21ba4e1,stage4c_atlas_extension,scale_free,256,42006,transition_dense,0.1,0.035,32,0.125,0.2727461457252502,0.4611372947692871,0.3273888528347015,0.3273888528347015,0.3273888528347015,0.11349469760898498,0.2727461457252502,0.18839114904403692,0.13374844193458563,0.13374844193458563,0.13374844193458563,0.18839114904403692,0.3476425971603021,91.09375,2380.40625,371.53125,0.0,0.1031643493338487,0.98046875,1.0,0.1206511008034187,1.310483870967742
23173fe2d52b3d7ad3,stage4b_replication,scale_free,256,42003,transition_dense,0.1,0.035,64,0.25,0.3221018016338348,0.6195031404495239,0.3378278017044067,0.3296486139297485,0.3296486139297485,0.3425614102743566,0.3250898718833923,0.29441326856613165,0.28167533874511724,0.28985452651977545,0.28985452651977545,0.29740133881568914,0.2769417301751673,58.453125,1117.125,164.0,0.0,0.0652331435413186,0.99609375,1.0,0.0695036767492829,1.7341269841269842
29b75ecb787866a5b0,stage4c_atlas_extension,scale_free,256,42006,sparse_drive,0.05,0.05,16,0.0625,0.1834836304187774,0.1172466650605201,0.1308324038982391,0.1308324038982391,0.1308324038982391,0.016631834965664852,0.1618811190128326,-0.04463445395231251,-0.013585738837719005,-0.013585738837719005,-0.013585738837719005,-0.06623696535825731,0.10061483009485525,70.6875,1365.125,126.375,0.0,0.1443318284691597,0.8671875,1.0,0.0941843437855761,1.3
