coupling,noise_sigma,method_label,metric,n_graphs,mean,median,ci95_low,ci95_high,positive_graphs,negative_graphs,zero_graphs,interval_scope
0.03875,1.0,A_mid,mean_rate_hz,12,20.675507810380722,20.66918726762136,20.63828273134099,20.714841917819445,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_mid,dominant_frequency_hz,12,69.640625,69.63541666666666,69.58854166666667,69.7048611111111,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_mid,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_mid,synchrony_proxy,12,0.9140033794360027,0.9092131642003853,0.8997184129328362,0.9281133917781212,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_mid,spectral_concentration,12,0.6456247581582929,0.630461505924662,0.6151380992339303,0.6771760466922487,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_mid,spectral_entropy,12,0.3029410787340668,0.3028436598057548,0.2884532426302838,0.31781980263897114,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_pool,rhythm_score,12,0.35941800050851375,0.34454067066932714,0.32956533932851423,0.3920060399182451,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_pool,mean_rate_hz,12,20.685443070199756,20.684731125831604,20.645247273478244,20.726744258734914,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_pool,dominant_frequency_hz,12,69.55208333333333,69.57291666666667,69.47222222222221,69.62152777777777,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_pool,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_pool,synchrony_proxy,12,0.9281841905580627,0.9294657036662102,0.9086774643562321,0.9472937353265782,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_pool,spectral_concentration,12,0.6706043262448574,0.6530677011857431,0.6328796910484218,0.7107014400030797,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_pool,spectral_entropy,12,0.2866427734390729,0.295704321625332,0.26605452958675513,0.3055002456013527,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_shared,rhythm_score,12,0.34418603651122087,0.33254964665199316,0.3154717017734785,0.3752460707160127,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_shared,mean_rate_hz,12,20.657956957817078,20.67516883214315,20.61216601083676,20.70443356451061,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_shared,dominant_frequency_hz,12,69.55729166666667,69.54166666666666,69.50173611111111,69.60590277777779,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_shared,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_shared,synchrony_proxy,12,0.9040738551153077,0.9042895088593165,0.8842405805985132,0.9246986315792635,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_shared,spectral_concentration,12,0.6598993704343835,0.6493840025116999,0.6236473857864945,0.6990604950218564,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_shared,spectral_entropy,12,0.29503178467146224,0.3014802892381946,0.274700229224335,0.3141381696396921,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_sparse,rhythm_score,12,0.3535983951814059,0.34813558077439666,0.33265383695187567,0.37566921177462465,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_sparse,mean_rate_hz,12,20.676287915971546,20.661293586095173,20.626808598472014,20.727091212736237,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_sparse,dominant_frequency_hz,12,69.49479166666667,69.47916666666667,69.45659722222221,69.53993055555556,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_sparse,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_sparse,synchrony_proxy,12,0.9287360565116008,0.9409951443473499,0.9055062824394555,0.9495727726258337,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_sparse,spectral_concentration,12,0.6659176188210646,0.6616799831390381,0.6400594949385979,0.6932860911565106,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,A_sparse,spectral_entropy,12,0.2895742817781865,0.2940830569714308,0.2746385939781451,0.3036743725029131,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,shared_random,rhythm_score,12,0.1782349535755606,0.1769811071765919,0.15644321015861348,0.1997721630630419,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,shared_random,mean_rate_hz,12,20.239249077108173,20.223508834838867,20.190685143901245,20.290613844494022,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,shared_random,dominant_frequency_hz,12,69.67187500000001,69.61458333333333,69.59375000000001,69.75868055555556,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,shared_random,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.03875,1.0,shared_random,synchrony_proxy,12,0.6397689653353559,0.6463039641578993,0.6218056386284944,0.6573804468278668,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,shared_random,spectral_concentration,12,0.5266402679392033,0.5182262193411589,0.4889772322753238,0.5615855815923876,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,shared_random,spectral_entropy,12,0.42965266263733315,0.4292656301210324,0.40898712710089363,0.4514398837746637,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,spectral,rhythm_score,12,0.33561193886109525,0.3346694763749838,0.3184799363267504,0.3532178661721344,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,spectral,mean_rate_hz,12,20.69202138317956,20.701414108276367,20.651561726795304,20.736692511869798,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,spectral,dominant_frequency_hz,12,69.3923611111111,69.40625,69.32638888888889,69.45659722222221,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,spectral,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.03875,1.0,spectral,synchrony_proxy,12,1.0011247359216213,1.001862504829963,0.9906526295623431,1.0115469296669795,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,spectral,spectral_concentration,12,0.6249129932580724,0.6316692251712084,0.6033965785884196,0.6462176707754326,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.0,spectral,spectral_entropy,12,0.3100966458829741,0.3132001444076498,0.2970687242574059,0.3226039944100194,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_mid,rhythm_score,12,0.3250897582102981,0.3308382819717129,0.30343836194822665,0.34617493787405296,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_mid,mean_rate_hz,12,20.68917969200346,20.680010835329693,20.652483302189246,20.726797668139138,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_mid,dominant_frequency_hz,12,69.65104166666667,69.63541666666666,69.59375,69.71180555555556,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_mid,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_mid,synchrony_proxy,12,0.8995921617994704,0.9019980827967327,0.8866573787553028,0.9120499667038935,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_mid,spectral_concentration,12,0.6352013159129354,0.6395110556234915,0.6058270427113813,0.663558781809277,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_mid,spectral_entropy,12,0.3065630770288408,0.29882223997265095,0.292799918480321,0.32080289044469185,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_pool,rhythm_score,12,0.35605786942566436,0.3541109782333175,0.328496422093465,0.3852517077725173,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_pool,mean_rate_hz,12,20.69717539681329,20.700071175893147,20.65830904195706,20.73786552200715,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_pool,dominant_frequency_hz,12,69.57118055555556,69.54166666666667,69.50868055555556,69.63715277777779,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_pool,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_pool,synchrony_proxy,12,0.9124264125194815,0.9101529506345589,0.8923888195357801,0.9326902614026847,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_pool,spectral_concentration,12,0.6738601016501585,0.6747015671183665,0.6413839158110528,0.707367884949781,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_pool,spectral_entropy,12,0.28792254083479446,0.2919031266743938,0.2683245234631208,0.3065275141969323,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_shared,rhythm_score,12,0.33686957402258283,0.3354334224325915,0.30850205492267074,0.3660726721398533,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_shared,mean_rate_hz,12,20.66924850145976,20.68342900276184,20.620852206812962,20.719236809677547,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_shared,dominant_frequency_hz,12,69.57986111111113,69.5625,69.5486111111111,69.61111111111113,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_shared,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_shared,synchrony_proxy,12,0.8900427665147518,0.8845788861314456,0.8738394059033858,0.9072466612327844,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_shared,spectral_concentration,12,0.6530768669520814,0.6412294438729684,0.6170565888828908,0.6900312460389816,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_shared,spectral_entropy,12,0.29749689644409555,0.2927022421111663,0.2778573182786608,0.3168363798978842,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_sparse,rhythm_score,12,0.35238413991303075,0.34355976774046815,0.3282964140493681,0.3780638644639919,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_sparse,mean_rate_hz,12,20.688813679748108,20.67516895135244,20.63971358322435,20.740571512281893,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_sparse,dominant_frequency_hz,12,69.51215277777779,69.5,69.47222222222221,69.55555555555556,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_sparse,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_sparse,synchrony_proxy,12,0.9171103294938803,0.9271979543069999,0.8953316835065682,0.9363921272051005,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_sparse,spectral_concentration,12,0.6693244443999395,0.6532198550800483,0.6372241190634669,0.7029023667926797,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,A_sparse,spectral_entropy,12,0.2898180855231152,0.29782883885006106,0.2736173675356743,0.3045896415094224,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,shared_random,rhythm_score,12,0.16824287650848013,0.15954636813451842,0.14707411695853803,0.19004457498764774,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,shared_random,mean_rate_hz,12,20.251157740751903,20.242063522338867,20.203359434339735,20.300936768783465,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,shared_random,dominant_frequency_hz,12,69.66493055555556,69.5625,69.57812500000001,69.75868055555556,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,shared_random,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.03875,1.2,shared_random,synchrony_proxy,12,0.6276906792902285,0.6308168321847916,0.6109018904415684,0.6440182434757138,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,shared_random,spectral_concentration,12,0.5136053989020486,0.4904698307315508,0.476483443741583,0.5518238527260514,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,shared_random,spectral_entropy,12,0.44077858230513,0.4457010099043449,0.41736459403117704,0.4638597071377767,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,spectral,rhythm_score,12,0.345304107810888,0.331410928008457,0.3176431976802026,0.3757659905590116,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,spectral,mean_rate_hz,12,20.710616780651943,20.720660527547203,20.671886244747377,20.75381002343363,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,spectral,dominant_frequency_hz,12,69.4548611111111,69.46875,69.40625,69.50173611111111,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,spectral,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.03875,1.2,spectral,synchrony_proxy,12,0.9823177305774556,0.9840199438234171,0.9732760239702959,0.9906244282507236,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,spectral,spectral_concentration,12,0.6408270636780394,0.6250875499099493,0.6053675735602154,0.6789464158833854,12,0,0,pointwise; descriptive; no cell-wise tests
0.03875,1.2,spectral,spectral_entropy,12,0.30194889128001196,0.3063848788539568,0.28168322105581567,0.31978667203931965,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_mid,rhythm_score,12,0.30940282978634864,0.30407766687373317,0.28407929899339146,0.3363987174124406,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_mid,mean_rate_hz,12,21.027802930937874,21.01782031853994,20.988846320741704,21.068616584108938,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_mid,dominant_frequency_hz,12,69.71006944444444,69.6875,69.61979166666667,69.81944444444444,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_mid,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_mid,synchrony_proxy,12,0.918039207243257,0.9309630108376343,0.8977604303922919,0.9387128996973236,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_mid,spectral_concentration,12,0.6148195216018293,0.6127383324007193,0.5848893800051883,0.6468574933009222,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_mid,spectral_entropy,12,0.3264657895391186,0.33109683698664105,0.309632435042618,0.3424490832348561,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_pool,rhythm_score,12,0.3426452372999241,0.33164835597078,0.3154290800338559,0.37237056513549754,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_pool,mean_rate_hz,12,21.014389163917965,21.00825810432434,20.973583151896793,21.056510483390753,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_pool,dominant_frequency_hz,12,69.59201388888887,69.59375,69.52951388888889,69.65104166666666,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_pool,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_pool,synchrony_proxy,12,0.9362663003719517,0.9371697281797727,0.9187836001782369,0.9538869279747207,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_pool,spectral_concentration,12,0.647975143769549,0.6419798067460458,0.6132001969652872,0.6852559859502233,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_pool,spectral_entropy,12,0.3003753607368303,0.30777399676541484,0.2810995304103319,0.3180480110446094,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_shared,rhythm_score,12,0.3323216754425731,0.34632426407188177,0.3067011843655362,0.3571145523016134,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_shared,mean_rate_hz,12,20.978846205605404,20.99153439203898,20.929066708849536,21.030787889990542,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_shared,dominant_frequency_hz,12,69.58159722222221,69.57291666666666,69.53124999999999,69.63368055555556,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_shared,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_shared,synchrony_proxy,12,0.9196949683957629,0.9153685321410496,0.9027064733879846,0.9383370916359127,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_shared,spectral_concentration,12,0.6445831891356243,0.6595964295168717,0.6109053915107829,0.676624709662671,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_shared,spectral_entropy,12,0.3079820270650088,0.2961098803207278,0.29063557897332226,0.32532560999324134,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_sparse,rhythm_score,12,0.3481602691010468,0.34591667974988616,0.33828064432600513,0.3602780462384948,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_sparse,mean_rate_hz,12,20.996248337957592,20.99470818042755,20.943397448460264,21.051031822628445,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_sparse,dominant_frequency_hz,12,69.50173611111113,69.51041666666666,69.47048611111111,69.53298611111113,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_sparse,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_sparse,synchrony_proxy,12,0.9527566687514385,0.9493703184028466,0.9355534188759824,0.9703169491142034,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_sparse,spectral_concentration,12,0.6566240339436464,0.644826474909981,0.6450866407637174,0.6715825696139491,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,A_sparse,spectral_entropy,12,0.29892324971862955,0.2986325345312555,0.2910394679341051,0.30597099745258066,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,shared_random,rhythm_score,12,0.15029931118220294,0.13788847175116337,0.13567360996191077,0.1670727578991015,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,shared_random,mean_rate_hz,12,20.598888430330486,20.59138802687327,20.549565015402106,20.654655830727684,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,shared_random,dominant_frequency_hz,12,69.89756944444443,69.88541666666666,69.82118055555556,69.97569444444444,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,shared_random,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.0425,0.8,shared_random,synchrony_proxy,12,0.6343671631895834,0.6366005465388298,0.6162481372141176,0.6525042369444338,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,shared_random,spectral_concentration,12,0.47927933077638346,0.460024602090319,0.45437932543120246,0.5095217560909482,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,shared_random,spectral_entropy,12,0.46057369694527656,0.4669178854674101,0.4416241050646123,0.47924084877854006,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,spectral,rhythm_score,12,0.32174276451890665,0.3257582063476244,0.2978387639236947,0.34638458628776586,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,spectral,mean_rate_hz,12,21.02437867058648,21.021849036216736,20.991106363965407,21.063930573562782,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,spectral,dominant_frequency_hz,12,69.4236111111111,69.46875,69.3420138888889,69.49826388888889,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,spectral,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.0425,0.8,spectral,synchrony_proxy,12,1.0041091437968943,1.002576430638631,0.989288500510156,1.0181190444156527,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,spectral,spectral_concentration,12,0.604364738592671,0.610017699499925,0.5697604152813761,0.6392451139115212,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,0.8,spectral,spectral_entropy,12,0.3203323421896332,0.3130170715351899,0.30409978894620304,0.33669266942112397,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_mid,rhythm_score,12,0.3014195877023869,0.3062416405106584,0.28314621893611425,0.31944072987341016,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_mid,mean_rate_hz,12,21.036198794841763,21.027830123901367,20.9989658617311,21.07455330722862,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_mid,dominant_frequency_hz,12,69.70659722222223,69.66666666666666,69.63363715277777,69.79340277777777,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_mid,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_mid,synchrony_proxy,12,0.9051959767109818,0.920423695196708,0.8858587510159445,0.9244650321391721,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_mid,spectral_concentration,12,0.6062631505644984,0.6139216956992944,0.5855996223399416,0.6257831261545005,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_mid,spectral_entropy,12,0.3275478676271935,0.32851864459613955,0.31712041971299587,0.33793162492931716,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_pool,rhythm_score,12,0.3393253214243386,0.3452467964962125,0.3123368914148563,0.36628017662636314,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_pool,mean_rate_hz,12,21.02803381946352,21.014931241671242,20.989029678371217,21.06968795690272,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_pool,dominant_frequency_hz,12,69.59375,69.63541666666666,69.53472222222221,69.64930555555556,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_pool,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_pool,synchrony_proxy,12,0.9254693670405282,0.9219011055926483,0.9089951682887558,0.9418287880149566,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_pool,spectral_concentration,12,0.6469045910570357,0.6582317004601161,0.6112479788949713,0.6821464445830013,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_pool,spectral_entropy,12,0.30154873435902924,0.2983554465075334,0.2850907045131963,0.3181723548409839,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_shared,rhythm_score,12,0.3327413158905175,0.33542698435485363,0.31296077738322,0.3511581429273873,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_shared,mean_rate_hz,12,20.99030727148056,20.99971318244934,20.940847096674972,21.04329317294889,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_shared,dominant_frequency_hz,12,69.59548611111113,69.58333333333333,69.55555555555556,69.63715277777779,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_shared,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_shared,synchrony_proxy,12,0.9033326444526514,0.8975202813744545,0.8895947630155003,0.9186609075663404,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_shared,spectral_concentration,12,0.6460788859985769,0.6529152722408373,0.6207653586390532,0.6694108746661287,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_shared,spectral_entropy,12,0.3036617003381252,0.30163633016248537,0.2913071388443414,0.3169999845636387,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_sparse,rhythm_score,12,0.3522841513363852,0.342610283754766,0.33606112235057584,0.36789652810807133,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_sparse,mean_rate_hz,12,21.010944326718647,21.00838017463684,20.95688219020764,21.067348824441435,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_sparse,dominant_frequency_hz,12,69.52604166666666,69.52083333333333,69.49479166666667,69.56597222222223,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_sparse,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_sparse,synchrony_proxy,12,0.936939830167426,0.927280177672704,0.9213162394861381,0.95327607554694,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_sparse,spectral_concentration,12,0.662640680352019,0.6574799033502737,0.637531518439452,0.6861633331902945,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,A_sparse,spectral_entropy,12,0.29258446033216173,0.2967088393246134,0.2832684238273132,0.30231457552225843,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,shared_random,rhythm_score,12,0.15140230975682947,0.14042670636748272,0.13242093000638605,0.17259490353753784,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,shared_random,mean_rate_hz,12,20.606511089536877,20.595986048380535,20.55852295375533,20.660351204706558,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,shared_random,dominant_frequency_hz,12,69.8767361111111,69.85416666666666,69.7986111111111,69.96701388888887,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,shared_random,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.0425,1.0,shared_random,synchrony_proxy,12,0.6244396787757674,0.625678475946188,0.6069619827386404,0.6413841425699904,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,shared_random,spectral_concentration,12,0.4840829879200707,0.46756565632919467,0.4472297568152296,0.5273313773188015,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,shared_random,spectral_entropy,12,0.45828850608732963,0.45539847140510875,0.4353900787886231,0.48184048738848,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,spectral,rhythm_score,12,0.34559798095789224,0.34746811104317504,0.3284457248389824,0.36163835298632163,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,spectral,mean_rate_hz,12,21.035466783576542,21.03165562947591,21.001483165886672,21.075262364414,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,spectral,dominant_frequency_hz,12,69.453125,69.48958333333334,69.37152777777777,69.53645833333333,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,spectral,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.0425,1.0,spectral,synchrony_proxy,12,0.9896917417645453,0.9907734133303165,0.9766573305500466,1.0024209642058446,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,spectral,spectral_concentration,12,0.6402352861025267,0.64202152689298,0.6167743166080779,0.6627462638878368,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.0,spectral,spectral_entropy,12,0.3037885759646694,0.3021232560276985,0.2921552854758273,0.3155788042440287,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.2,A_mid,rhythm_score,12,0.3002275379840284,0.29335505732645584,0.28433676772401667,0.31902630468959814,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.2,A_mid,mean_rate_hz,12,21.045198222001392,21.039304892222088,21.009078312913577,21.0829520083136,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.2,A_mid,dominant_frequency_hz,12,69.70659722222221,69.67708333333334,69.63715277777777,69.78819444444444,12,0,0,pointwise; descriptive; no cell-wise tests
0.0425,1.2,A_mid,silent_fraction,12,0.0,0.0,0.0,0.0,0,0,12,pointwise; descriptive; no cell-wise tests
0.0425,1.2,A_mid,synchrony_proxy,12,0.8942393921315671,0.9091573705275854,0.8777310841044205,0.9107016607342908,12,0,0,pointwise; descriptive; no cell-wise tests
