complexity_saving_fraction,topology,source_saving_field
0.0,small_world,complexity_saving
0.3333333333333333,small_world,complexity_saving
0.0,small_world,complexity_saving
0.3333333333333333,small_world,complexity_saving
0.5,small_world,complexity_saving
0.0,small_world,complexity_saving
0.5,small_world,complexity_saving
0.5,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.5,small_world,complexity_saving
0.0,small_world,complexity_saving
0.3333333333333333,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.5,small_world,complexity_saving
0.5,small_world,complexity_saving
0.0,small_world,complexity_saving
0.3333333333333333,small_world,complexity_saving
0.0,small_world,complexity_saving
0.5,small_world,complexity_saving
-0.5,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.25,small_world,complexity_saving
0.0,small_world,complexity_saving
0.25,small_world,complexity_saving
0.25,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
-0.5,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
-0.5,small_world,complexity_saving
0.25,small_world,complexity_saving
0.25,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
-0.5,small_world,complexity_saving
0.25,small_world,complexity_saving
0.25,small_world,complexity_saving
0.25,small_world,complexity_saving
0.25,small_world,complexity_saving
0.0,small_world,complexity_saving
0.25,small_world,complexity_saving
-0.5,small_world,complexity_saving
-0.5,small_world,complexity_saving
0.0,small_world,complexity_saving
-0.5,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
-0.5,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.5,small_world,complexity_saving
0.0,small_world,complexity_saving
-1.0,small_world,complexity_saving
0.3333333333333333,small_world,complexity_saving
0.3333333333333333,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.3333333333333333,small_world,complexity_saving
0.3333333333333333,small_world,complexity_saving
0.3333333333333333,small_world,complexity_saving
0.0,small_world,complexity_saving
0.3333333333333333,small_world,complexity_saving
0.0,small_world,complexity_saving
0.5,small_world,complexity_saving
-0.3333333333333332,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.3333333333333333,small_world,complexity_saving
-0.5,small_world,complexity_saving
0.0,small_world,complexity_saving
0.25,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
0.0,small_world,complexity_saving
