subject,top_fraction,topset_balacc_crossover
631570,0.2,0.0343253968253969
631570,0.4,0.0073412698412698
631570,0.05,-0.0274731182795699
631570,0.1,0.0294489247311827
631570,0.2,0.052486559139785
631570,0.4,0.0069623655913978
631570,0.05,-0.0103448275862069
631570,0.1,-5.747126436794758e-05
631570,0.2,-0.0261494252873563
631570,0.4,-0.0290804597701149
631570,0.05,-0.0027577764976959
631570,0.1,-0.0106206797235022
631570,0.2,-0.007358870967742
631570,0.4,-0.0446932603686637
631570,0.05,0.0038748079877113
631570,0.1,-0.0031797235023042
631570,0.2,-0.0043202764976958
631570,0.4,0.0188940092165899
631570,0.05,-0.0001149425287354
631570,0.1,-0.0172988505747127
631570,0.2,-0.0090804597701148
631570,0.4,0.0195977011494253
631570,0.05,0.0252924876847291
631570,0.1,0.0470520320197045
631570,0.2,0.0368996305418718
631570,0.4,0.0502001231527093
631570,0.05,0.002654625068418
631570,0.1,-0.0057936507936509
