placement,complexity_fraction,mean,std,n,median,sem,ci95
gpu_surrogate,0.0625,0.06186037613264305,0.018382020171232527,24,0.05882271832036995,0.003752214155088963,0.007354339743974368
gpu_surrogate,0.09375,0.06388159419479889,0.025704552542878782,24,0.0575755403014212,0.005246919816384404,0.010283962840113431
gpu_surrogate,0.125,0.11169390161859753,0.06553498369524885,24,0.0819386403860246,0.01337727252958124,0.02621945415797923
gpu_surrogate,0.15625,0.1661373272906253,0.08442332325313553,24,0.13632905527065337,0.017232838696685338,0.03377636384550326
gpu_surrogate,0.1875,0.21154171077195583,0.10974944400654646,24,0.15959203127471416,0.022402511447516028,0.04390892243713141
gpu_surrogate,0.25,0.2888091827823309,0.11285765431321002,24,0.25756048515089536,0.023036972219564803,0.045152465550347014
gpu_surrogate,0.375,0.38695794960963115,0.13543361867702747,24,0.38800239341293025,0.027645271648115588,0.054184732430306554
gpu_surrogate,0.5,0.4105470955983986,0.14377761508494474,24,0.42347890932789023,0.02934848278270001,0.05752302625409202
gpu_surrogate,0.75,0.4854987227255623,0.11724874186619046,24,0.5138551473668937,0.023933299212955512,0.0469092664573928
high_degree,0.00390625,0.0771667512033229,0.02616508222010227,24,0.0683616580064122,0.005340925043101585,0.010468213084479107
high_degree,0.0078125,0.10420477312620746,0.04429009156684947,24,0.10285471556733741,0.009040677083327127,0.017719727083321167
high_degree,0.015625,0.1122226657536413,0.02661970750370492,24,0.1064336569636129,0.0054337250405178,0.010650101079414888
high_degree,0.03125,0.09727489017989012,0.026703379341892736,24,0.09317177627512395,0.005450804482967873,0.010683576786617032
high_degree,0.0625,0.07287715110340542,0.026336002851192527,24,0.0793177038060094,0.005375814070825386,0.010536595578817757
high_degree,0.09375,0.07640800106871685,0.038103051134973184,24,0.0687841952493142,0.007777752743654979,0.015244395377563759
high_degree,0.125,0.11834223436354933,0.08610532897305974,24,0.08354999802640525,0.017576176676540087,0.03444930628601857
high_degree,0.15625,0.1670102863188787,0.11964244630099216,24,0.11462024132343246,0.024421912084647293,0.04786694768590869
high_degree,0.1875,0.2125480841386916,0.1399782142537927,24,0.1766647254212177,0.02857293333564761,0.05600294933786931
high_degree,0.25,0.31890271626212424,0.18691070636831913,24,0.2923728378727428,0.038152988172129684,0.07477985681737417
high_degree,0.375,0.4029377658766014,0.19774655595586038,24,0.4126455552588454,0.04036484670704832,0.07911509954581471
high_degree,0.5,0.37302689396853045,0.12221265781054923,24,0.3898332041625505,0.0249465543121009,0.048895246451717764
high_degree,0.75,0.5362532178588043,0.17065120510894127,24,0.5433691368799438,0.03483403137566166,0.06827470149629686
module_bridge,0.00390625,0.0741573363857289,0.01988150156415714,24,0.07207653147437765,0.0040582945127108855,0.007954257244913335
module_bridge,0.0078125,0.10002692627196862,0.03930810185715538,24,0.10067067438291954,0.008023732692281542,0.01572651607687182
module_bridge,0.015625,0.11562153412402228,0.027795202884296044,24,0.1076026442213433,0.005673672030305048,0.011120397179397893
module_bridge,0.03125,0.10983628953803559,0.022483333939567886,24,0.11128722819305614,0.0045893913223783705,0.008995206991861605
module_bridge,0.0625,0.08242276408993164,0.03730717798278826,24,0.09199372200890875,0.007615295816752189,0.01492597980083429
module_bridge,0.09375,0.082654882707877,0.04589780636587458,24,0.07386615097138435,0.009368850492454854,0.018362946965211513
module_bridge,0.125,0.12015626428338277,0.0815869143434991,24,0.09178954677757939,0.01665385915247757,0.03264156393885603
module_bridge,0.15625,0.16095460201590514,0.12052941958465808,24,0.1109079200318225,0.02460296474801916,0.04822181090611755
module_bridge,0.1875,0.2216250368530727,0.13929967151727055,24,0.17344083167651553,0.028434426379551687,0.055731475703921306
module_bridge,0.25,0.3169297194225102,0.19505330266423768,24,0.3076302566076393,0.039815088681002746,0.07803757381476538
module_bridge,0.375,0.41915988429212453,0.21549391692155628,24,0.43736350558108733,0.043987511594293545,0.08621552272481535
module_bridge,0.5,0.42339567969252134,0.1811659133133948,24,0.46852843799362887,0.036980337200258916,0.07248146091250747
module_bridge,0.75,0.5330986116777404,0.16854390085789694,24,0.5281457338190176,0.03440387969667363,0.0674316042054803
random,0.00390625,0.06748046793154705,0.013070540957320506,24,0.06262933999310445,0.0026680130006320004,0.005229305481238721
random,0.0078125,0.08818618223420648,0.03287761654808561,24,0.08336080846462515,0.006711115375141182,0.013153786135276718
random,0.015625,0.11163059092080586,0.03367644859701834,24,0.10082698565676325,0.006874176284313449,0.01347338551725436
