subject,delta_rho
619293,0.04101368409883915
619296,0.0347072539665644
620333,0.030434293771377324
620334,0.034861850272232146
625545,0.029500467844080572
625554,0.025825201256684343
625555,0.033202914183780775
630506,0.03125605327586938
631510,0.026887563894289136
631570,0.04383420629647593
633229,0.033943568695063264
637484,0.03859978513366749
