subject,activity_residual_delta_rho
619293,0.0073208868530134
619296,0.0214069307241867
620333,0.0293420504898042
620334,0.0084230120798032
625545,0.0132520622589337
625554,0.0100633322620587
625555,0.0237180444739754
630506,-0.0127460023645197
631510,0.0383854701155396
631570,0.0340349834999218
633229,0.0234624503265699
637484,-0.0046930593530796
