left_out,effect
619293,0.0163159661168421
619296,0.0149070029500227
620333,0.0141639162145279
620334,0.016233020142175
625545,0.015535879958723
625554,0.0162201136834292
625555,0.0146837626878002
630506,0.0182228566469797
631510,0.0139756783862202
631570,0.0137378516555985
633229,0.01462671627534
637484,0.0173715720204331
