graph_seed,state,search_gain_10_to_20,heldout_gain_10_to_20
93001,sparse_drive,0.022829294204711914,0.14342386648058897
93001,transition_mid,0.0084456205368042,0.04307574778795237
93002,sparse_drive,0.00019210577011108398,0.029854187741875704
93002,transition_mid,0.016805291175842285,-0.011567089706659317
93003,sparse_drive,0.002558112144470215,-0.03572739847004419
93003,transition_mid,0.010452330112457275,0.09063202515244478
