task_id,graph_seed,topology,regime,k,complexity_fraction,method,score,sel_total_degree,sel_feedback,sel_cycle3,sel_bridge,sel_spectral,coverage1,coverage2,optimizer_search_best,phase,evidence_source
35b69db5735d0be061,41002,scale_free,sparse_drive,24,,high_degree,0.2671629786491394,68.16666666666667,1242.2916666666667,113.83333333333331,0.0,0.1433718455895663,0.94921875,1.0,0.4548309445381164,stage4a_discovery,cleaned_stage4a_local
35b69db5735d0be061,41002,scale_free,sparse_drive,24,,module_bridge,0.2671629786491394,68.16666666666667,1242.2916666666667,113.83333333333331,0.0,0.1433718455895663,0.94921875,1.0,0.4548309445381164,stage4a_discovery,cleaned_stage4a_local
35b69db5735d0be061,41002,scale_free,sparse_drive,24,,random,0.021772473119199234,25.171875,244.98567708333331,21.026041666666664,0.0,0.051837139314139045,0.666015625,0.9989013671875,0.4548309445381164,stage4a_discovery,cleaned_stage4a_local
35b69db5735d0be061,41002,scale_free,sparse_drive,24,,spectral,0.1898679137229919,67.20833333333333,1217.0833333333333,114.20833333333331,0.0,0.1440985697406682,0.92578125,1.0,0.4548309445381164,stage4a_discovery,cleaned_stage4a_local
3a498edf1588d7c5e3,41002,scale_free,transition_dense,16,,cycle_proxy,0.1335948705673217,113.1875,3316.0,503.75,0.0,0.1278191084587413,0.93359375,1.0,0.3220841586589813,stage4a_discovery,cleaned_stage4a_local
3a498edf1588d7c5e3,41002,scale_free,transition_dense,16,,dynamics_aware,0.1879459768533706,46.8125,782.5,111.5,0.0,0.0513525412196518,0.7890625,1.0,0.3220841586589813,stage4a_discovery,cleaned_stage4a_local
3a498edf1588d7c5e3,41002,scale_free,transition_dense,16,,feedback_hub,0.1187558993697166,113.5,3333.3125,501.5,0.0,0.1276120440188277,0.9375,1.0,0.3220841586589813,stage4a_discovery,cleaned_stage4a_local
3a498edf1588d7c5e3,41002,scale_free,transition_dense,16,,high_degree,0.1187558993697166,113.5,3333.3125,501.5,0.0,0.1276120440188277,0.9375,1.0,0.3220841586589813,stage4a_discovery,cleaned_stage4a_local
3a498edf1588d7c5e3,41002,scale_free,transition_dense,16,,module_bridge,0.1187558993697166,113.5,3333.3125,501.5,0.0,0.1276120440188277,0.9375,1.0,0.3220841586589813,stage4a_discovery,cleaned_stage4a_local
3a498edf1588d7c5e3,41002,scale_free,transition_dense,16,,random,0.0671351364580914,51.046875,859.708984375,126.296875,0.0,0.05703857002789065,0.77294921875,1.0,0.3220841586589813,stage4a_discovery,cleaned_stage4a_local
