variant,graph_seed,repeat,k,source_state,target_state,validation_seed,actual_noise_seed,alternative_spectral_score,rhythm_score,mean_rate_hz,dominant_frequency_hz,spectral_concentration,spectral_entropy,synchrony_proxy,silent_fraction
primary,93008,0,32,transition_mid,transition_mid,9601,93008288625,0.6400619745254517,0.4858549237251282,20.337888717651367,69.5,0.8208642601966858,0.220258429646492,0.9940284490585327,0.0
primary,93008,0,32,sparse_drive,transition_mid,9601,93008288625,0.5227776765823364,0.3763376474380493,20.398433685302734,69.5,0.7227064967155457,0.27663901448249817,0.9073976874351501,0.0
primary,93008,0,32,transition_mid,transition_mid,9602,93008288626,0.38188380002975464,0.2829490005970001,20.357418060302734,69.5,0.580028772354126,0.341612309217453,0.9525373578071594,0.0
primary,93008,0,32,sparse_drive,transition_mid,9602,93008288626,0.45863643288612366,0.3352218568325043,20.374996185302734,69.5,0.6509118676185608,0.2953939437866211,0.9306778311729431,0.0
primary,93008,0,32,transition_mid,transition_mid,9603,93008288627,0.7366317510604858,0.5660774111747742,20.363277435302734,69.5,0.8798497915267944,0.16277557611465454,1.0165737867355347,0.0
primary,93008,0,32,sparse_drive,transition_mid,9603,93008288627,0.7180312275886536,0.5302181839942932,20.359371185302734,69.5,0.8736231923103333,0.1780996024608612,0.9470252394676208,0.0
primary,93008,0,32,transition_mid,transition_mid,9604,93008288628,0.5743542313575745,0.4416661858558655,20.361324310302734,69.5,0.7638905048370361,0.24811974167823792,1.0178239345550537,0.0
primary,93008,0,32,sparse_drive,transition_mid,9604,93008288628,0.26160237193107605,0.18658266961574554,20.429685592651367,70.0,0.4335058331489563,0.39654242992401123,0.8937276005744934,0.0
primary,93008,0,32,transition_mid,transition_mid,9605,93008288629,0.3352443277835846,0.26078784465789795,20.326168060302734,69.5,0.5124574303627014,0.3458103835582733,1.0400398969650269,0.0
primary,93008,0,32,sparse_drive,transition_mid,9605,93008288629,0.6684445738792419,0.488597571849823,20.382808685302734,69.5,0.8362560272216797,0.20066992938518524,0.9307578206062317,0.0
primary,93008,0,32,transition_mid,transition_mid,9606,93008288630,0.4784955382347107,0.370789498090744,20.359371185302734,69.5,0.6723809838294983,0.28835657238960266,1.0324946641921997,0.0
primary,93008,0,32,sparse_drive,transition_mid,9606,93008288630,0.22582753002643585,0.16556116938591003,20.402339935302734,69.5,0.363193541765213,0.37821707129478455,0.935463547706604,0.0
primary,93008,0,32,transition_mid,transition_mid,9607,93008288631,0.5147197842597961,0.3871065080165863,20.361324310302734,69.5,0.6939538717269897,0.2582795023918152,0.9777088165283203,0.0
primary,93008,0,32,sparse_drive,transition_mid,9607,93008288631,0.646332859992981,0.4778822660446167,20.402339935302734,69.5,0.8192552328109741,0.2110726684331894,0.9490990042686462,0.0
primary,93008,0,32,transition_mid,transition_mid,9608,93008288632,0.7333642244338989,0.552584707736969,20.357418060302734,69.5,0.8800475001335144,0.16667653620243073,0.9809869527816772,0.0
primary,93008,0,32,sparse_drive,transition_mid,9608,93008288632,0.37933674454689026,0.26913416385650635,20.384763717651367,69.5,0.5883688926696777,0.35527393221855164,0.8861484527587891,0.0
primary,93008,0,32,transition_mid,sparse_drive,9601,93008288625,0.3218734860420227,0.2452918142080307,21.615230560302734,69.5,0.5408499836921692,0.4048747420310974,1.0011465549468994,0.0
primary,93008,0,32,sparse_drive,sparse_drive,9601,93008288625,0.530566930770874,0.39407244324684143,21.6796875,69.5,0.7258479595184326,0.26903846859931946,0.9565598368644714,0.0
primary,93008,0,32,transition_mid,sparse_drive,9602,93008288626,0.47680068016052246,0.35984110832214355,21.669918060302734,69.5,0.694186806678772,0.3131522238254547,0.9837837815284729,0.0
primary,93008,0,32,sparse_drive,sparse_drive,9602,93008288626,0.2752957344055176,0.2041267454624176,21.671871185302734,69.5,0.45859527587890625,0.39969784021377563,0.9537624716758728,0.0
primary,93008,0,32,transition_mid,sparse_drive,9603,93008288627,0.637297511100769,0.48140135407447815,21.666011810302734,69.5,0.8216660022735596,0.22438374161720276,0.9853657484054565,0.0
