variant,graph_seed,repeat,k,source_state,target_state,validation_seed,actual_noise_seed,alternative_spectral_score,rhythm_score,mean_rate_hz,dominant_frequency_hz,spectral_concentration,spectral_entropy,synchrony_proxy,silent_fraction
primary,93001,2,32,transition_mid,transition_mid,9601,93001288604,0.4455741345882416,0.3116782307624817,20.361324310302734,69.5,0.6445319056510925,0.30868563055992126,0.8663170337677002,0.0
primary,93001,2,32,sparse_drive,transition_mid,9601,93001288604,0.7156240344047546,0.5307122468948364,20.304685592651367,69.5,0.87123703956604,0.17861159145832062,0.954042375087738,0.0
primary,93001,2,32,transition_mid,transition_mid,9602,93001288605,0.541837215423584,0.39385712146759033,20.363277435302734,69.5,0.7346637845039368,0.2624691426753998,0.922105610370636,0.0
primary,93001,2,32,sparse_drive,transition_mid,9602,93001288605,0.5627920627593994,0.4170267581939697,20.294919967651367,69.5,0.7453153133392334,0.24489395320415497,0.9526849985122681,0.0
primary,93001,2,32,transition_mid,transition_mid,9603,93001288606,0.3688091039657593,0.2649567723274231,20.359371185302734,69.5,0.552518367767334,0.3324943780899048,0.9043548703193665,0.0
primary,93001,2,32,sparse_drive,transition_mid,9603,93001288606,0.4771692752838135,0.3471721112728119,20.298824310302734,69.5,0.6842503547668457,0.302639365196228,0.9235360622406006,0.0
primary,93001,2,32,transition_mid,transition_mid,9604,93001288607,0.3349127471446991,0.24353985488414764,20.363277435302734,69.5,0.5229036808013916,0.359513521194458,0.9227039217948914,0.0
primary,93001,2,32,sparse_drive,transition_mid,9604,93001288607,0.6917194724082947,0.5024827122688293,20.289058685302734,69.5,0.8560113310813904,0.19192716479301453,0.9211172461509705,0.0
primary,93001,2,32,transition_mid,transition_mid,9605,93001288608,0.7846900224685669,0.5608742833137512,20.378902435302734,69.5,0.9053909778594971,0.13331367075443268,0.8968729376792908,0.0
primary,93001,2,32,sparse_drive,transition_mid,9605,93001288608,0.6955966949462891,0.5182024836540222,20.291011810302734,69.5,0.857165515422821,0.18849201500415802,0.9615679383277893,0.0
primary,93001,2,32,transition_mid,transition_mid,9606,93001288609,0.7409383654594421,0.5406387448310852,20.371089935302734,69.5,0.8831451535224915,0.16102316975593567,0.9280163645744324,0.0
primary,93001,2,32,sparse_drive,transition_mid,9606,93001288609,0.6353092789649963,0.4756622910499573,20.310543060302734,69.5,0.8180947303771973,0.22342818975448608,0.9700126051902771,0.0
primary,93001,2,32,transition_mid,transition_mid,9607,93001288610,0.35385680198669434,0.2540483772754669,20.376949310302734,69.5,0.5437593460083008,0.3492400348186493,0.9033830165863037,0.0
primary,93001,2,32,sparse_drive,transition_mid,9607,93001288610,0.6282483339309692,0.4696825444698334,20.287105560302734,69.5,0.8047924637794495,0.21936601400375366,0.9675065279006958,0.0
primary,93001,2,32,transition_mid,transition_mid,9608,93001288611,0.29560545086860657,0.20510324835777283,20.373043060302734,70.0,0.486233115196228,0.39204996824264526,0.8553252220153809,0.0
primary,93001,2,32,sparse_drive,transition_mid,9608,93001288611,0.6266621947288513,0.44545978307724,20.312496185302734,69.5,0.8184679746627808,0.2343473583459854,0.888890266418457,0.0
primary,93001,2,32,transition_mid,sparse_drive,9601,93001288604,0.5263563394546509,0.34890174865722656,21.853511810302734,70.0,0.7375015616416931,0.2862980365753174,0.79790198802948,0.0
primary,93001,2,32,sparse_drive,sparse_drive,9601,93001288604,0.590933084487915,0.4354275166988373,21.623043060302734,69.5,0.7883520126342773,0.2504197955131531,0.94354647397995,0.0
primary,93001,2,32,transition_mid,sparse_drive,9602,93001288605,0.17294499278068542,0.10929551720619202,21.904293060302734,70.5,0.33171969652175903,0.47864118218421936,0.7446842193603516,0.0
primary,93001,2,32,sparse_drive,sparse_drive,9602,93001288605,0.5428863167762756,0.4080665409564972,21.607418060302734,69.5,0.7447697520256042,0.2710682153701782,0.9767627716064453,0.0
primary,93001,2,32,transition_mid,sparse_drive,9603,93001288606,0.43706873059272766,0.2724842131137848,21.906246185302734,70.5,0.6729500889778137,0.3505183458328247,0.7306054830551147,0.0
primary,93001,2,32,sparse_drive,sparse_drive,9603,93001288606,0.2139221876859665,0.15391477942466736,21.630855560302734,69.5,0.36634117364883423,0.4160574972629547,0.9065858721733093,0.0
primary,93001,2,32,transition_mid,sparse_drive,9604,93001288607,0.2138882279396057,0.13682369887828827,21.916011810302734,70.5,0.385779470205307,0.445568710565567,0.7576611042022705,0.0
primary,93001,2,32,sparse_drive,sparse_drive,9604,93001288607,0.5645777583122253,0.41665685176849365,21.613277435302734,69.5,0.7723345160484314,0.2689983546733856,0.9460669159889221,0.0
primary,93001,2,32,transition_mid,sparse_drive,9605,93001288608,0.3163885772228241,0.20365045964717865,21.871089935302734,70.0,0.5244120359420776,0.3966793715953827,0.7644180655479431,0.0
primary,93001,2,32,sparse_drive,sparse_drive,9605,93001288608,0.2535128593444824,0.1821606308221817,21.708980560302734,70.0,0.4219166934490204,0.39913997054100037,0.9046323299407959,0.0
primary,93001,2,32,transition_mid,sparse_drive,9606,93001288609,0.47055584192276,0.29918426275253296,21.880855560302734,70.0,0.7019199132919312,0.32961606979370117,0.7511093616485596,0.0
primary,93001,2,32,sparse_drive,sparse_drive,9606,93001288609,0.5749669075012207,0.4318198263645172,21.626949310302734,69.5,0.7715696096420288,0.25480878353118896,0.9753232002258301,0.0
primary,93001,2,32,transition_mid,sparse_drive,9607,93001288610,0.2915688157081604,0.187474325299263,21.855464935302734,70.0,0.48342713713645935,0.3968712091445923,0.7632457613945007,0.0
primary,93001,2,32,sparse_drive,sparse_drive,9607,93001288610,0.4223100244998932,0.31077247858047485,21.617183685302734,69.5,0.6513709425926208,0.35165971517562866,0.9414485096931458,0.0
primary,93001,2,32,transition_mid,sparse_drive,9608,93001288611,0.42531952261924744,0.27424585819244385,21.898433685302734,70.5,0.669421911239624,0.3646465837955475,0.766345739364624,0.0
primary,93001,2,32,sparse_drive,sparse_drive,9608,93001288611,0.22864028811454773,0.16580826044082642,21.675777435302734,70.0,0.3883516788482666,0.41125452518463135,0.9185119271278381,0.0
