graph,task,coupling,readout,method,score,normalized_score,mask_count
formal-11,delayed_recall,0.035,cross_state_readout,spectral,-58.20243273938903,-58.20243273938903,1
formal-11,delayed_recall,0.05,state_matched,spectral,0.8960110693776681,0.8960110693776681,1
formal-11,delayed_recall,0.05,cross_state_readout,spectral,-10.725851629468375,-10.725851629468375,1
formal-11,delayed_recall,0.035,state_matched,input_energy_degree,0.9261941306708257,0.9261941306708257,1
formal-11,delayed_recall,0.035,cross_state_readout,input_energy_degree,-27.962780505537616,-27.962780505537616,1
formal-11,delayed_recall,0.05,state_matched,input_energy_degree,0.8644967467896436,0.8644967467896436,1
formal-11,delayed_recall,0.05,cross_state_readout,input_energy_degree,0.2210770997915137,0.2210770997915137,1
formal-11,delayed_recall,0.035,state_matched,input_quota_random,0.909576580294494,0.909576580294494,1
formal-11,delayed_recall,0.035,cross_state_readout,input_quota_random,-30.43886343470524,-30.43886343470524,1
formal-11,delayed_recall,0.05,state_matched,input_quota_random,0.8780129595885998,0.8780129595885998,1
formal-11,delayed_recall,0.05,cross_state_readout,input_quota_random,-1.4096408640617963,-1.4096408640617963,1
formal-11,delayed_recall,0.035,state_matched,unselected_random,0.8764336913520442,0.8764336913520442,8
formal-11,delayed_recall,0.035,cross_state_readout,unselected_random,-13.181143344630497,-13.181143344630497,8
formal-11,delayed_recall,0.05,state_matched,unselected_random,0.8840711253729809,0.8840711253729809,8
formal-11,delayed_recall,0.05,cross_state_readout,unselected_random,-3.240990680329224,-3.240990680329224,8
formal-11,delayed_recall,0.035,state_matched,group_matched_random,0.8442051669842201,0.8442051669842201,4
formal-11,delayed_recall,0.035,cross_state_readout,group_matched_random,-24.49857199304792,-24.49857199304792,4
formal-11,delayed_recall,0.05,state_matched,group_matched_random,0.8967125389101793,0.8967125389101793,4
formal-11,delayed_recall,0.05,cross_state_readout,group_matched_random,-7.925778443110475,-7.925778443110475,4
formal-12,delayed_recall,0.035,state_matched,random_search,0.8642699106995264,0.8642699106995264,1
formal-12,delayed_recall,0.035,cross_state_readout,random_search,-7.403011074450916,-7.403011074450916,1
formal-12,delayed_recall,0.05,state_matched,random_search,0.9233149599797807,0.9233149599797807,1
formal-12,delayed_recall,0.05,cross_state_readout,random_search,-0.42239542868482816,-0.42239542868482816,1
formal-12,delayed_recall,0.035,state_matched,local_search,0.8642699106995264,0.8642699106995264,1
formal-12,delayed_recall,0.035,cross_state_readout,local_search,-7.403011074450916,-7.403011074450916,1
formal-12,delayed_recall,0.05,state_matched,local_search,0.9233149599797807,0.9233149599797807,1
formal-12,delayed_recall,0.05,cross_state_readout,local_search,-0.42239542868482816,-0.42239542868482816,1
formal-12,delayed_recall,0.035,state_matched,population_search,0.8642699106995264,0.8642699106995264,1
formal-12,delayed_recall,0.035,cross_state_readout,population_search,-7.403011074450916,-7.403011074450916,1
formal-12,delayed_recall,0.05,state_matched,population_search,0.9233149599797807,0.9233149599797807,1
formal-12,delayed_recall,0.05,cross_state_readout,population_search,-0.42239542868482816,-0.42239542868482816,1
formal-12,delayed_recall,0.035,state_matched,specialist_pool_0.035,0.906941947290465,0.906941947290465,1
formal-12,delayed_recall,0.035,cross_state_readout,specialist_pool_0.035,-5.155328309325468,-5.155328309325468,1
formal-12,delayed_recall,0.05,state_matched,specialist_pool_0.035,0.8702313047830676,0.8702313047830676,1
formal-12,delayed_recall,0.05,cross_state_readout,specialist_pool_0.035,-1.6341166400337288,-1.6341166400337288,1
formal-12,delayed_recall,0.035,state_matched,specialist_pool_0.05,0.8871973943880918,0.8871973943880918,1
formal-12,delayed_recall,0.035,cross_state_readout,specialist_pool_0.05,-10.937977812125826,-10.937977812125826,1
formal-12,delayed_recall,0.05,state_matched,specialist_pool_0.05,0.9232352037590582,0.9232352037590582,1
formal-12,delayed_recall,0.05,cross_state_readout,specialist_pool_0.05,-0.9706902490203144,-0.9706902490203144,1
formal-12,delayed_recall,0.035,state_matched,high_degree,0.8685228786609132,0.8685228786609132,1
formal-12,delayed_recall,0.035,cross_state_readout,high_degree,-33.77757365917116,-33.77757365917116,1
formal-12,delayed_recall,0.05,state_matched,high_degree,0.900958380164553,0.900958380164553,1
formal-12,delayed_recall,0.05,cross_state_readout,high_degree,-20.121074750527253,-20.121074750527253,1
formal-12,delayed_recall,0.035,state_matched,spectral,0.8468265261129511,0.8468265261129511,1
formal-12,delayed_recall,0.035,cross_state_readout,spectral,-50.56068289155113,-50.56068289155113,1
formal-12,delayed_recall,0.05,state_matched,spectral,0.8190650804279138,0.8190650804279138,1
formal-12,delayed_recall,0.05,cross_state_readout,spectral,-13.490567508442854,-13.490567508442854,1
formal-12,delayed_recall,0.035,state_matched,input_energy_degree,0.9238300401672659,0.9238300401672659,1
formal-12,delayed_recall,0.035,cross_state_readout,input_energy_degree,-39.90809482202143,-39.90809482202143,1
formal-12,delayed_recall,0.05,state_matched,input_energy_degree,0.8256442929597787,0.8256442929597787,1
formal-12,delayed_recall,0.05,cross_state_readout,input_energy_degree,-0.10111267524238143,-0.10111267524238143,1
formal-12,delayed_recall,0.035,state_matched,input_quota_random,0.895952173674206,0.895952173674206,1
formal-12,delayed_recall,0.035,cross_state_readout,input_quota_random,-3.206327364995552,-3.206327364995552,1
formal-12,delayed_recall,0.05,state_matched,input_quota_random,0.9073086783979271,0.9073086783979271,1
formal-12,delayed_recall,0.05,cross_state_readout,input_quota_random,-3.3354129781435162,-3.3354129781435162,1
formal-12,delayed_recall,0.035,state_matched,unselected_random,0.8811989118573477,0.8811989118573477,8
formal-12,delayed_recall,0.035,cross_state_readout,unselected_random,-8.633278388764278,-8.633278388764278,8
formal-12,delayed_recall,0.05,state_matched,unselected_random,0.9021644944595766,0.9021644944595766,8
formal-12,delayed_recall,0.05,cross_state_readout,unselected_random,-4.689275520747321,-4.689275520747321,8
formal-12,delayed_recall,0.035,state_matched,group_matched_random,0.8758642452466336,0.8758642452466336,4
formal-12,delayed_recall,0.035,cross_state_readout,group_matched_random,-7.167827055706744,-7.167827055706744,4
formal-12,delayed_recall,0.05,state_matched,group_matched_random,0.8915840311492716,0.8915840311492716,4
formal-12,delayed_recall,0.05,cross_state_readout,group_matched_random,-5.417496747122985,-5.417496747122985,4
formal-01,nonlinear_integration,0.035,state_matched,random_search,0.986328125,0.97265625,1
formal-01,nonlinear_integration,0.035,cross_state_readout,random_search,0.48046875,-0.0390625,1
formal-01,nonlinear_integration,0.05,state_matched,random_search,1.0,1.0,1
formal-01,nonlinear_integration,0.05,cross_state_readout,random_search,0.451171875,-0.09765625,1
formal-01,nonlinear_integration,0.035,state_matched,local_search,0.982421875,0.96484375,1
formal-01,nonlinear_integration,0.035,cross_state_readout,local_search,0.501953125,0.00390625,1
formal-01,nonlinear_integration,0.05,state_matched,local_search,0.9921875,0.984375,1
formal-01,nonlinear_integration,0.05,cross_state_readout,local_search,0.353515625,-0.29296875,1
formal-01,nonlinear_integration,0.035,state_matched,population_search,0.998046875,0.99609375,1
formal-01,nonlinear_integration,0.035,cross_state_readout,population_search,0.5078125,0.015625,1
formal-01,nonlinear_integration,0.05,state_matched,population_search,0.978515625,0.95703125,1
formal-01,nonlinear_integration,0.05,cross_state_readout,population_search,0.509765625,0.01953125,1
formal-01,nonlinear_integration,0.035,state_matched,specialist_pool_0.035,0.998046875,0.99609375,1
formal-01,nonlinear_integration,0.035,cross_state_readout,specialist_pool_0.035,0.5234375,0.046875,1
formal-01,nonlinear_integration,0.05,state_matched,specialist_pool_0.035,0.994140625,0.98828125,1
formal-01,nonlinear_integration,0.05,cross_state_readout,specialist_pool_0.035,0.474609375,-0.05078125,1
formal-01,nonlinear_integration,0.035,state_matched,specialist_pool_0.05,0.98046875,0.9609375,1
formal-01,nonlinear_integration,0.035,cross_state_readout,specialist_pool_0.05,0.6328125,0.265625,1
formal-01,nonlinear_integration,0.05,state_matched,specialist_pool_0.05,0.994140625,0.98828125,1
formal-01,nonlinear_integration,0.05,cross_state_readout,specialist_pool_0.05,0.203125,-0.59375,1
formal-01,nonlinear_integration,0.035,state_matched,high_degree,0.97265625,0.9453125,1
formal-01,nonlinear_integration,0.035,cross_state_readout,high_degree,0.486328125,-0.02734375,1
formal-01,nonlinear_integration,0.05,state_matched,high_degree,0.935546875,0.87109375,1
formal-01,nonlinear_integration,0.05,cross_state_readout,high_degree,0.5,0.0,1
formal-01,nonlinear_integration,0.035,state_matched,spectral,0.953125,0.90625,1
formal-01,nonlinear_integration,0.035,cross_state_readout,spectral,0.5,0.0,1
formal-01,nonlinear_integration,0.05,state_matched,spectral,0.91796875,0.8359375,1
formal-01,nonlinear_integration,0.05,cross_state_readout,spectral,0.435546875,-0.12890625,1
formal-01,nonlinear_integration,0.035,state_matched,input_energy_degree,0.978515625,0.95703125,1
formal-01,nonlinear_integration,0.035,cross_state_readout,input_energy_degree,0.498046875,-0.00390625,1
formal-01,nonlinear_integration,0.05,state_matched,input_energy_degree,0.974609375,0.94921875,1
formal-01,nonlinear_integration,0.05,cross_state_readout,input_energy_degree,0.4453125,-0.109375,1
formal-01,nonlinear_integration,0.035,state_matched,input_quota_random,0.99609375,0.9921875,1
formal-01,nonlinear_integration,0.035,cross_state_readout,input_quota_random,0.443359375,-0.11328125,1
formal-01,nonlinear_integration,0.05,state_matched,input_quota_random,0.98046875,0.9609375,1
formal-01,nonlinear_integration,0.05,cross_state_readout,input_quota_random,0.470703125,-0.05859375,1
formal-01,nonlinear_integration,0.035,state_matched,unselected_random,0.98828125,0.9765625,8
formal-01,nonlinear_integration,0.035,cross_state_readout,unselected_random,0.51123046875,0.0224609375,8
formal-01,nonlinear_integration,0.05,state_matched,unselected_random,0.98876953125,0.9775390625,8
formal-01,nonlinear_integration,0.05,cross_state_readout,unselected_random,0.412841796875,-0.17431640625,8
formal-01,nonlinear_integration,0.035,state_matched,group_matched_random,0.9921875,0.984375,4
formal-01,nonlinear_integration,0.035,cross_state_readout,group_matched_random,0.53515625,0.0703125,4
formal-01,nonlinear_integration,0.05,state_matched,group_matched_random,0.998046875,0.99609375,4
formal-01,nonlinear_integration,0.05,cross_state_readout,group_matched_random,0.365234375,-0.26953125,4
formal-02,nonlinear_integration,0.035,state_matched,random_search,1.0,1.0,1
formal-02,nonlinear_integration,0.035,cross_state_readout,random_search,0.423828125,-0.15234375,1
formal-02,nonlinear_integration,0.05,state_matched,random_search,0.998046875,0.99609375,1
formal-02,nonlinear_integration,0.05,cross_state_readout,random_search,0.328125,-0.34375,1
formal-02,nonlinear_integration,0.035,state_matched,local_search,0.990234375,0.98046875,1
formal-02,nonlinear_integration,0.035,cross_state_readout,local_search,0.4765625,-0.046875,1
formal-02,nonlinear_integration,0.05,state_matched,local_search,0.984375,0.96875,1
formal-02,nonlinear_integration,0.05,cross_state_readout,local_search,0.53125,0.0625,1
formal-02,nonlinear_integration,0.035,state_matched,population_search,0.99609375,0.9921875,1
formal-02,nonlinear_integration,0.035,cross_state_readout,population_search,0.447265625,-0.10546875,1
formal-02,nonlinear_integration,0.05,state_matched,population_search,0.99609375,0.9921875,1
formal-02,nonlinear_integration,0.05,cross_state_readout,population_search,0.458984375,-0.08203125,1
formal-02,nonlinear_integration,0.035,state_matched,specialist_pool_0.035,0.998046875,0.99609375,1
formal-02,nonlinear_integration,0.035,cross_state_readout,specialist_pool_0.035,0.564453125,0.12890625,1
formal-02,nonlinear_integration,0.05,state_matched,specialist_pool_0.035,0.998046875,0.99609375,1
formal-02,nonlinear_integration,0.05,cross_state_readout,specialist_pool_0.035,0.3671875,-0.265625,1
formal-02,nonlinear_integration,0.035,state_matched,specialist_pool_0.05,0.99609375,0.9921875,1
formal-02,nonlinear_integration,0.035,cross_state_readout,specialist_pool_0.05,0.447265625,-0.10546875,1
formal-02,nonlinear_integration,0.05,state_matched,specialist_pool_0.05,0.99609375,0.9921875,1
formal-02,nonlinear_integration,0.05,cross_state_readout,specialist_pool_0.05,0.458984375,-0.08203125,1
formal-02,nonlinear_integration,0.035,state_matched,high_degree,0.900390625,0.80078125,1
formal-02,nonlinear_integration,0.035,cross_state_readout,high_degree,0.556640625,0.11328125,1
formal-02,nonlinear_integration,0.05,state_matched,high_degree,0.921875,0.84375,1
formal-02,nonlinear_integration,0.05,cross_state_readout,high_degree,0.50390625,0.0078125,1
formal-02,nonlinear_integration,0.035,state_matched,spectral,0.927734375,0.85546875,1
formal-02,nonlinear_integration,0.035,cross_state_readout,spectral,0.53125,0.0625,1
formal-02,nonlinear_integration,0.05,state_matched,spectral,0.9375,0.875,1
formal-02,nonlinear_integration,0.05,cross_state_readout,spectral,0.50390625,0.0078125,1
formal-02,nonlinear_integration,0.035,state_matched,input_energy_degree,0.984375,0.96875,1
formal-02,nonlinear_integration,0.035,cross_state_readout,input_energy_degree,0.513671875,0.02734375,1
formal-02,nonlinear_integration,0.05,state_matched,input_energy_degree,0.978515625,0.95703125,1
formal-02,nonlinear_integration,0.05,cross_state_readout,input_energy_degree,0.5390625,0.078125,1
formal-02,nonlinear_integration,0.035,state_matched,input_quota_random,0.9921875,0.984375,1
formal-02,nonlinear_integration,0.035,cross_state_readout,input_quota_random,0.56640625,0.1328125,1
formal-02,nonlinear_integration,0.05,state_matched,input_quota_random,1.0,1.0,1
formal-02,nonlinear_integration,0.05,cross_state_readout,input_quota_random,0.427734375,-0.14453125,1
formal-02,nonlinear_integration,0.035,state_matched,unselected_random,0.9755859375,0.951171875,8
formal-02,nonlinear_integration,0.035,cross_state_readout,unselected_random,0.490234375,-0.01953125,8
formal-02,nonlinear_integration,0.05,state_matched,unselected_random,0.992431640625,0.98486328125,8
formal-02,nonlinear_integration,0.05,cross_state_readout,unselected_random,0.448486328125,-0.10302734375,8
formal-02,nonlinear_integration,0.035,state_matched,group_matched_random,0.95263671875,0.9052734375,4
formal-02,nonlinear_integration,0.035,cross_state_readout,group_matched_random,0.5302734375,0.060546875,4
formal-02,nonlinear_integration,0.05,state_matched,group_matched_random,0.9931640625,0.986328125,4
formal-02,nonlinear_integration,0.05,cross_state_readout,group_matched_random,0.431640625,-0.13671875,4
formal-03,nonlinear_integration,0.035,state_matched,random_search,0.98828125,0.9765625,1
formal-03,nonlinear_integration,0.035,cross_state_readout,random_search,0.44921875,-0.1015625,1
formal-03,nonlinear_integration,0.05,state_matched,random_search,0.998046875,0.99609375,1
formal-03,nonlinear_integration,0.05,cross_state_readout,random_search,0.291015625,-0.41796875,1
formal-03,nonlinear_integration,0.035,state_matched,local_search,0.955078125,0.91015625,1
formal-03,nonlinear_integration,0.035,cross_state_readout,local_search,0.458984375,-0.08203125,1
formal-03,nonlinear_integration,0.05,state_matched,local_search,0.998046875,0.99609375,1
formal-03,nonlinear_integration,0.05,cross_state_readout,local_search,0.39453125,-0.2109375,1
formal-03,nonlinear_integration,0.035,state_matched,population_search,0.998046875,0.99609375,1
formal-03,nonlinear_integration,0.035,cross_state_readout,population_search,0.28515625,-0.4296875,1
formal-03,nonlinear_integration,0.05,state_matched,population_search,0.998046875,0.99609375,1
formal-03,nonlinear_integration,0.05,cross_state_readout,population_search,0.279296875,-0.44140625,1
formal-03,nonlinear_integration,0.035,state_matched,specialist_pool_0.035,0.986328125,0.97265625,1
formal-03,nonlinear_integration,0.035,cross_state_readout,specialist_pool_0.035,0.517578125,0.03515625,1
formal-03,nonlinear_integration,0.05,state_matched,specialist_pool_0.035,0.994140625,0.98828125,1
formal-03,nonlinear_integration,0.05,cross_state_readout,specialist_pool_0.035,0.484375,-0.03125,1
formal-03,nonlinear_integration,0.035,state_matched,specialist_pool_0.05,0.9609375,0.921875,1
formal-03,nonlinear_integration,0.035,cross_state_readout,specialist_pool_0.05,0.486328125,-0.02734375,1
formal-03,nonlinear_integration,0.05,state_matched,specialist_pool_0.05,1.0,1.0,1
formal-03,nonlinear_integration,0.05,cross_state_readout,specialist_pool_0.05,0.451171875,-0.09765625,1
formal-03,nonlinear_integration,0.035,state_matched,high_degree,0.923828125,0.84765625,1
formal-03,nonlinear_integration,0.035,cross_state_readout,high_degree,0.501953125,0.00390625,1
formal-03,nonlinear_integration,0.05,state_matched,high_degree,0.947265625,0.89453125,1
formal-03,nonlinear_integration,0.05,cross_state_readout,high_degree,0.50390625,0.0078125,1
formal-03,nonlinear_integration,0.035,state_matched,spectral,0.90234375,0.8046875,1
formal-03,nonlinear_integration,0.035,cross_state_readout,spectral,0.498046875,-0.00390625,1
formal-03,nonlinear_integration,0.05,state_matched,spectral,0.951171875,0.90234375,1
formal-03,nonlinear_integration,0.05,cross_state_readout,spectral,0.484375,-0.03125,1
formal-03,nonlinear_integration,0.035,state_matched,input_energy_degree,0.984375,0.96875,1
formal-03,nonlinear_integration,0.035,cross_state_readout,input_energy_degree,0.470703125,-0.05859375,1
formal-03,nonlinear_integration,0.05,state_matched,input_energy_degree,0.98828125,0.9765625,1
formal-03,nonlinear_integration,0.05,cross_state_readout,input_energy_degree,0.490234375,-0.01953125,1
formal-03,nonlinear_integration,0.035,state_matched,input_quota_random,0.9609375,0.921875,1
formal-03,nonlinear_integration,0.035,cross_state_readout,input_quota_random,0.486328125,-0.02734375,1
formal-03,nonlinear_integration,0.05,state_matched,input_quota_random,0.990234375,0.98046875,1
formal-03,nonlinear_integration,0.05,cross_state_readout,input_quota_random,0.4296875,-0.140625,1
formal-03,nonlinear_integration,0.035,state_matched,unselected_random,0.958740234375,0.91748046875,8
formal-03,nonlinear_integration,0.035,cross_state_readout,unselected_random,0.443603515625,-0.11279296875,8
formal-03,nonlinear_integration,0.05,state_matched,unselected_random,0.9892578125,0.978515625,8
formal-03,nonlinear_integration,0.05,cross_state_readout,unselected_random,0.399658203125,-0.20068359375,8
formal-03,nonlinear_integration,0.035,state_matched,group_matched_random,0.96435546875,0.9287109375,4
formal-03,nonlinear_integration,0.035,cross_state_readout,group_matched_random,0.45263671875,-0.0947265625,4
formal-03,nonlinear_integration,0.05,state_matched,group_matched_random,0.98779296875,0.9755859375,4
formal-03,nonlinear_integration,0.05,cross_state_readout,group_matched_random,0.38427734375,-0.2314453125,4
formal-04,nonlinear_integration,0.035,state_matched,random_search,0.98828125,0.9765625,1
formal-04,nonlinear_integration,0.035,cross_state_readout,random_search,0.345703125,-0.30859375,1
formal-04,nonlinear_integration,0.05,state_matched,random_search,0.994140625,0.98828125,1
formal-04,nonlinear_integration,0.05,cross_state_readout,random_search,0.501953125,0.00390625,1
formal-04,nonlinear_integration,0.035,state_matched,local_search,0.98046875,0.9609375,1
formal-04,nonlinear_integration,0.035,cross_state_readout,local_search,0.544921875,0.08984375,1
formal-04,nonlinear_integration,0.05,state_matched,local_search,0.998046875,0.99609375,1
formal-04,nonlinear_integration,0.05,cross_state_readout,local_search,0.27734375,-0.4453125,1
formal-04,nonlinear_integration,0.035,state_matched,population_search,0.990234375,0.98046875,1
formal-04,nonlinear_integration,0.035,cross_state_readout,population_search,0.4375,-0.125,1
formal-04,nonlinear_integration,0.05,state_matched,population_search,0.990234375,0.98046875,1
formal-04,nonlinear_integration,0.05,cross_state_readout,population_search,0.5,0.0,1
formal-04,nonlinear_integration,0.035,state_matched,specialist_pool_0.035,1.0,1.0,1
formal-04,nonlinear_integration,0.035,cross_state_readout,specialist_pool_0.035,0.298828125,-0.40234375,1
formal-04,nonlinear_integration,0.05,state_matched,specialist_pool_0.035,0.998046875,0.99609375,1
formal-04,nonlinear_integration,0.05,cross_state_readout,specialist_pool_0.035,0.25,-0.5,1
formal-04,nonlinear_integration,0.035,state_matched,specialist_pool_0.05,0.966796875,0.93359375,1
formal-04,nonlinear_integration,0.035,cross_state_readout,specialist_pool_0.05,0.576171875,0.15234375,1
formal-04,nonlinear_integration,0.05,state_matched,specialist_pool_0.05,0.99609375,0.9921875,1
formal-04,nonlinear_integration,0.05,cross_state_readout,specialist_pool_0.05,0.349609375,-0.30078125,1
formal-04,nonlinear_integration,0.035,state_matched,high_degree,0.884765625,0.76953125,1
formal-04,nonlinear_integration,0.035,cross_state_readout,high_degree,0.501953125,0.00390625,1
formal-04,nonlinear_integration,0.05,state_matched,high_degree,0.91015625,0.8203125,1
formal-04,nonlinear_integration,0.05,cross_state_readout,high_degree,0.515625,0.03125,1
formal-04,nonlinear_integration,0.035,state_matched,spectral,0.9140625,0.828125,1
formal-04,nonlinear_integration,0.035,cross_state_readout,spectral,0.5,0.0,1
formal-04,nonlinear_integration,0.05,state_matched,spectral,0.943359375,0.88671875,1
formal-04,nonlinear_integration,0.05,cross_state_readout,spectral,0.552734375,0.10546875,1
formal-04,nonlinear_integration,0.035,state_matched,input_energy_degree,0.974609375,0.94921875,1
formal-04,nonlinear_integration,0.035,cross_state_readout,input_energy_degree,0.4921875,-0.015625,1
formal-04,nonlinear_integration,0.05,state_matched,input_energy_degree,0.955078125,0.91015625,1
formal-04,nonlinear_integration,0.05,cross_state_readout,input_energy_degree,0.494140625,-0.01171875,1
formal-04,nonlinear_integration,0.035,state_matched,input_quota_random,0.96875,0.9375,1
formal-04,nonlinear_integration,0.035,cross_state_readout,input_quota_random,0.533203125,0.06640625,1
formal-04,nonlinear_integration,0.05,state_matched,input_quota_random,0.994140625,0.98828125,1
formal-04,nonlinear_integration,0.05,cross_state_readout,input_quota_random,0.681640625,0.36328125,1
formal-04,nonlinear_integration,0.035,state_matched,unselected_random,0.966064453125,0.93212890625,8
formal-04,nonlinear_integration,0.035,cross_state_readout,unselected_random,0.4736328125,-0.052734375,8
formal-04,nonlinear_integration,0.05,state_matched,unselected_random,0.99365234375,0.9873046875,8
formal-04,nonlinear_integration,0.05,cross_state_readout,unselected_random,0.431640625,-0.13671875,8
formal-04,nonlinear_integration,0.035,state_matched,group_matched_random,0.97607421875,0.9521484375,4
formal-04,nonlinear_integration,0.035,cross_state_readout,group_matched_random,0.54638671875,0.0927734375,4
formal-04,nonlinear_integration,0.05,state_matched,group_matched_random,0.99658203125,0.9931640625,4
formal-04,nonlinear_integration,0.05,cross_state_readout,group_matched_random,0.46826171875,-0.0634765625,4
formal-05,nonlinear_integration,0.035,state_matched,random_search,0.994140625,0.98828125,1
formal-05,nonlinear_integration,0.035,cross_state_readout,random_search,0.4921875,-0.015625,1
formal-05,nonlinear_integration,0.05,state_matched,random_search,0.998046875,0.99609375,1
formal-05,nonlinear_integration,0.05,cross_state_readout,random_search,0.20703125,-0.5859375,1
formal-05,nonlinear_integration,0.035,state_matched,local_search,0.9765625,0.953125,1
formal-05,nonlinear_integration,0.035,cross_state_readout,local_search,0.568359375,0.13671875,1
formal-05,nonlinear_integration,0.05,state_matched,local_search,0.994140625,0.98828125,1
formal-05,nonlinear_integration,0.05,cross_state_readout,local_search,0.447265625,-0.10546875,1
formal-05,nonlinear_integration,0.035,state_matched,population_search,0.98828125,0.9765625,1
formal-05,nonlinear_integration,0.035,cross_state_readout,population_search,0.4765625,-0.046875,1
formal-05,nonlinear_integration,0.05,state_matched,population_search,0.9921875,0.984375,1
formal-05,nonlinear_integration,0.05,cross_state_readout,population_search,0.51953125,0.0390625,1
formal-05,nonlinear_integration,0.035,state_matched,specialist_pool_0.035,0.978515625,0.95703125,1
formal-05,nonlinear_integration,0.035,cross_state_readout,specialist_pool_0.035,0.63671875,0.2734375,1
formal-05,nonlinear_integration,0.05,state_matched,specialist_pool_0.035,0.984375,0.96875,1
formal-05,nonlinear_integration,0.05,cross_state_readout,specialist_pool_0.035,0.34765625,-0.3046875,1
formal-05,nonlinear_integration,0.035,state_matched,specialist_pool_0.05,0.984375,0.96875,1
formal-05,nonlinear_integration,0.035,cross_state_readout,specialist_pool_0.05,0.5546875,0.109375,1
formal-05,nonlinear_integration,0.05,state_matched,specialist_pool_0.05,0.99609375,0.9921875,1
formal-05,nonlinear_integration,0.05,cross_state_readout,specialist_pool_0.05,0.3125,-0.375,1
formal-05,nonlinear_integration,0.035,state_matched,high_degree,0.94921875,0.8984375,1
formal-05,nonlinear_integration,0.035,cross_state_readout,high_degree,0.529296875,0.05859375,1
formal-05,nonlinear_integration,0.05,state_matched,high_degree,0.958984375,0.91796875,1
formal-05,nonlinear_integration,0.05,cross_state_readout,high_degree,0.4765625,-0.046875,1
formal-05,nonlinear_integration,0.035,state_matched,spectral,0.94921875,0.8984375,1
formal-05,nonlinear_integration,0.035,cross_state_readout,spectral,0.498046875,-0.00390625,1
formal-05,nonlinear_integration,0.05,state_matched,spectral,0.953125,0.90625,1
formal-05,nonlinear_integration,0.05,cross_state_readout,spectral,0.494140625,-0.01171875,1
formal-05,nonlinear_integration,0.035,state_matched,input_energy_degree,0.990234375,0.98046875,1
formal-05,nonlinear_integration,0.035,cross_state_readout,input_energy_degree,0.34765625,-0.3046875,1
formal-05,nonlinear_integration,0.05,state_matched,input_energy_degree,0.990234375,0.98046875,1
formal-05,nonlinear_integration,0.05,cross_state_readout,input_energy_degree,0.54296875,0.0859375,1
formal-05,nonlinear_integration,0.035,state_matched,input_quota_random,0.951171875,0.90234375,1
formal-05,nonlinear_integration,0.035,cross_state_readout,input_quota_random,0.521484375,0.04296875,1
formal-05,nonlinear_integration,0.05,state_matched,input_quota_random,0.990234375,0.98046875,1
formal-05,nonlinear_integration,0.05,cross_state_readout,input_quota_random,0.52734375,0.0546875,1
formal-05,nonlinear_integration,0.035,state_matched,unselected_random,0.978515625,0.95703125,8
formal-05,nonlinear_integration,0.035,cross_state_readout,unselected_random,0.492431640625,-0.01513671875,8
formal-05,nonlinear_integration,0.05,state_matched,unselected_random,0.9931640625,0.986328125,8
formal-05,nonlinear_integration,0.05,cross_state_readout,unselected_random,0.443603515625,-0.11279296875,8
formal-05,nonlinear_integration,0.035,state_matched,group_matched_random,0.97705078125,0.9541015625,4
formal-05,nonlinear_integration,0.035,cross_state_readout,group_matched_random,0.4638671875,-0.072265625,4
formal-05,nonlinear_integration,0.05,state_matched,group_matched_random,0.9951171875,0.990234375,4
formal-05,nonlinear_integration,0.05,cross_state_readout,group_matched_random,0.46044921875,-0.0791015625,4
formal-06,nonlinear_integration,0.035,state_matched,random_search,0.9765625,0.953125,1
formal-06,nonlinear_integration,0.035,cross_state_readout,random_search,0.61328125,0.2265625,1
formal-06,nonlinear_integration,0.05,state_matched,random_search,0.9921875,0.984375,1
formal-06,nonlinear_integration,0.05,cross_state_readout,random_search,0.41796875,-0.1640625,1
formal-06,nonlinear_integration,0.035,state_matched,local_search,0.9921875,0.984375,1
formal-06,nonlinear_integration,0.035,cross_state_readout,local_search,0.587890625,0.17578125,1
formal-06,nonlinear_integration,0.05,state_matched,local_search,0.998046875,0.99609375,1
formal-06,nonlinear_integration,0.05,cross_state_readout,local_search,0.705078125,0.41015625,1
formal-06,nonlinear_integration,0.035,state_matched,population_search,0.978515625,0.95703125,1
formal-06,nonlinear_integration,0.035,cross_state_readout,population_search,0.44140625,-0.1171875,1
formal-06,nonlinear_integration,0.05,state_matched,population_search,0.96875,0.9375,1
formal-06,nonlinear_integration,0.05,cross_state_readout,population_search,0.494140625,-0.01171875,1
formal-06,nonlinear_integration,0.035,state_matched,specialist_pool_0.035,0.986328125,0.97265625,1
formal-06,nonlinear_integration,0.035,cross_state_readout,specialist_pool_0.035,0.3203125,-0.359375,1
formal-06,nonlinear_integration,0.05,state_matched,specialist_pool_0.035,0.982421875,0.96484375,1
formal-06,nonlinear_integration,0.05,cross_state_readout,specialist_pool_0.035,0.3125,-0.375,1
formal-06,nonlinear_integration,0.035,state_matched,specialist_pool_0.05,0.96484375,0.9296875,1
formal-06,nonlinear_integration,0.035,cross_state_readout,specialist_pool_0.05,0.37109375,-0.2578125,1
formal-06,nonlinear_integration,0.05,state_matched,specialist_pool_0.05,0.994140625,0.98828125,1
formal-06,nonlinear_integration,0.05,cross_state_readout,specialist_pool_0.05,0.392578125,-0.21484375,1
formal-06,nonlinear_integration,0.035,state_matched,high_degree,0.912109375,0.82421875,1
