graph,task,coupling,readout,method,score,normalized_score,mask_count
formal-01,interval,0.035,state_matched,input_quota_random,0.716796875,0.43359375,1
formal-01,interval,0.035,cross_state_readout,input_quota_random,0.501953125,0.00390625,1
formal-01,interval,0.05,state_matched,input_quota_random,0.853515625,0.70703125,1
formal-01,interval,0.05,cross_state_readout,input_quota_random,0.51171875,0.0234375,1
formal-01,interval,0.035,state_matched,unselected_random,0.794189453125,0.58837890625,8
formal-01,interval,0.035,cross_state_readout,unselected_random,0.501220703125,0.00244140625,8
formal-01,interval,0.05,state_matched,unselected_random,0.85009765625,0.7001953125,8
formal-01,interval,0.05,cross_state_readout,unselected_random,0.485595703125,-0.02880859375,8
formal-01,interval,0.035,state_matched,group_matched_random,0.73974609375,0.4794921875,4
formal-01,interval,0.035,cross_state_readout,group_matched_random,0.5,0.0,4
formal-01,interval,0.05,state_matched,group_matched_random,0.8447265625,0.689453125,4
formal-01,interval,0.05,cross_state_readout,group_matched_random,0.4677734375,-0.064453125,4
formal-02,interval,0.035,state_matched,random_search,0.802734375,0.60546875,1
formal-02,interval,0.035,cross_state_readout,random_search,0.521484375,0.04296875,1
formal-02,interval,0.05,state_matched,random_search,0.876953125,0.75390625,1
formal-02,interval,0.05,cross_state_readout,random_search,0.5,0.0,1
formal-02,interval,0.035,state_matched,local_search,0.7578125,0.515625,1
formal-02,interval,0.035,cross_state_readout,local_search,0.501953125,0.00390625,1
formal-02,interval,0.05,state_matched,local_search,0.86328125,0.7265625,1
formal-02,interval,0.05,cross_state_readout,local_search,0.5,0.0,1
formal-02,interval,0.035,state_matched,population_search,0.8046875,0.609375,1
formal-02,interval,0.035,cross_state_readout,population_search,0.51171875,0.0234375,1
formal-02,interval,0.05,state_matched,population_search,0.802734375,0.60546875,1
formal-02,interval,0.05,cross_state_readout,population_search,0.5,0.0,1
formal-02,interval,0.035,state_matched,specialist_pool_0.035,0.8046875,0.609375,1
formal-02,interval,0.035,cross_state_readout,specialist_pool_0.035,0.51171875,0.0234375,1
formal-02,interval,0.05,state_matched,specialist_pool_0.035,0.802734375,0.60546875,1
formal-02,interval,0.05,cross_state_readout,specialist_pool_0.035,0.5,0.0,1
formal-02,interval,0.035,state_matched,specialist_pool_0.05,0.7890625,0.578125,1
formal-02,interval,0.035,cross_state_readout,specialist_pool_0.05,0.50390625,0.0078125,1
formal-02,interval,0.05,state_matched,specialist_pool_0.05,0.931640625,0.86328125,1
formal-02,interval,0.05,cross_state_readout,specialist_pool_0.05,0.466796875,-0.06640625,1
formal-02,interval,0.035,state_matched,high_degree,0.71875,0.4375,1
formal-02,interval,0.035,cross_state_readout,high_degree,0.478515625,-0.04296875,1
formal-02,interval,0.05,state_matched,high_degree,0.8046875,0.609375,1
formal-02,interval,0.05,cross_state_readout,high_degree,0.53515625,0.0703125,1
formal-02,interval,0.035,state_matched,spectral,0.740234375,0.48046875,1
formal-02,interval,0.035,cross_state_readout,spectral,0.5,0.0,1
formal-02,interval,0.05,state_matched,spectral,0.810546875,0.62109375,1
formal-02,interval,0.05,cross_state_readout,spectral,0.462890625,-0.07421875,1
formal-02,interval,0.035,state_matched,input_energy_degree,0.666015625,0.33203125,1
formal-02,interval,0.035,cross_state_readout,input_energy_degree,0.5,0.0,1
formal-02,interval,0.05,state_matched,input_energy_degree,0.740234375,0.48046875,1
formal-02,interval,0.05,cross_state_readout,input_energy_degree,0.509765625,0.01953125,1
formal-02,interval,0.035,state_matched,input_quota_random,0.80859375,0.6171875,1
formal-02,interval,0.035,cross_state_readout,input_quota_random,0.490234375,-0.01953125,1
formal-02,interval,0.05,state_matched,input_quota_random,0.80078125,0.6015625,1
formal-02,interval,0.05,cross_state_readout,input_quota_random,0.501953125,0.00390625,1
formal-02,interval,0.035,state_matched,unselected_random,0.785888671875,0.57177734375,8
formal-02,interval,0.035,cross_state_readout,unselected_random,0.4951171875,-0.009765625,8
formal-02,interval,0.05,state_matched,unselected_random,0.851318359375,0.70263671875,8
formal-02,interval,0.05,cross_state_readout,unselected_random,0.50146484375,0.0029296875,8
formal-02,interval,0.035,state_matched,group_matched_random,0.7890625,0.578125,4
formal-02,interval,0.035,cross_state_readout,group_matched_random,0.4990234375,-0.001953125,4
formal-02,interval,0.05,state_matched,group_matched_random,0.84521484375,0.6904296875,4
formal-02,interval,0.05,cross_state_readout,group_matched_random,0.50537109375,0.0107421875,4
formal-03,interval,0.035,state_matched,random_search,0.783203125,0.56640625,1
formal-03,interval,0.035,cross_state_readout,random_search,0.501953125,0.00390625,1
formal-03,interval,0.05,state_matched,random_search,0.79296875,0.5859375,1
formal-03,interval,0.05,cross_state_readout,random_search,0.498046875,-0.00390625,1
formal-03,interval,0.035,state_matched,local_search,0.783203125,0.56640625,1
formal-03,interval,0.035,cross_state_readout,local_search,0.501953125,0.00390625,1
formal-03,interval,0.05,state_matched,local_search,0.79296875,0.5859375,1
formal-03,interval,0.05,cross_state_readout,local_search,0.498046875,-0.00390625,1
formal-03,interval,0.035,state_matched,population_search,0.783203125,0.56640625,1
formal-03,interval,0.035,cross_state_readout,population_search,0.501953125,0.00390625,1
formal-03,interval,0.05,state_matched,population_search,0.79296875,0.5859375,1
formal-03,interval,0.05,cross_state_readout,population_search,0.498046875,-0.00390625,1
formal-03,interval,0.035,state_matched,specialist_pool_0.035,0.818359375,0.63671875,1
formal-03,interval,0.035,cross_state_readout,specialist_pool_0.035,0.50390625,0.0078125,1
formal-03,interval,0.05,state_matched,specialist_pool_0.035,0.833984375,0.66796875,1
formal-03,interval,0.05,cross_state_readout,specialist_pool_0.035,0.5,0.0,1
formal-03,interval,0.035,state_matched,specialist_pool_0.05,0.75390625,0.5078125,1
formal-03,interval,0.035,cross_state_readout,specialist_pool_0.05,0.501953125,0.00390625,1
formal-03,interval,0.05,state_matched,specialist_pool_0.05,0.814453125,0.62890625,1
formal-03,interval,0.05,cross_state_readout,specialist_pool_0.05,0.5,0.0,1
formal-03,interval,0.035,state_matched,high_degree,0.70703125,0.4140625,1
formal-03,interval,0.035,cross_state_readout,high_degree,0.5,0.0,1
formal-03,interval,0.05,state_matched,high_degree,0.796875,0.59375,1
formal-03,interval,0.05,cross_state_readout,high_degree,0.46875,-0.0625,1
formal-03,interval,0.035,state_matched,spectral,0.716796875,0.43359375,1
formal-03,interval,0.035,cross_state_readout,spectral,0.494140625,-0.01171875,1
formal-03,interval,0.05,state_matched,spectral,0.80859375,0.6171875,1
formal-03,interval,0.05,cross_state_readout,spectral,0.470703125,-0.05859375,1
formal-03,interval,0.035,state_matched,input_energy_degree,0.65625,0.3125,1
formal-03,interval,0.035,cross_state_readout,input_energy_degree,0.544921875,0.08984375,1
formal-03,interval,0.05,state_matched,input_energy_degree,0.7265625,0.453125,1
formal-03,interval,0.05,cross_state_readout,input_energy_degree,0.498046875,-0.00390625,1
formal-03,interval,0.035,state_matched,input_quota_random,0.79296875,0.5859375,1
formal-03,interval,0.035,cross_state_readout,input_quota_random,0.5,0.0,1
formal-03,interval,0.05,state_matched,input_quota_random,0.7578125,0.515625,1
formal-03,interval,0.05,cross_state_readout,input_quota_random,0.501953125,0.00390625,1
formal-03,interval,0.035,state_matched,unselected_random,0.786865234375,0.57373046875,8
formal-03,interval,0.035,cross_state_readout,unselected_random,0.49609375,-0.0078125,8
formal-03,interval,0.05,state_matched,unselected_random,0.81640625,0.6328125,8
formal-03,interval,0.05,cross_state_readout,unselected_random,0.5,0.0,8
formal-03,interval,0.035,state_matched,group_matched_random,0.7431640625,0.486328125,4
formal-03,interval,0.035,cross_state_readout,group_matched_random,0.5029296875,0.005859375,4
formal-03,interval,0.05,state_matched,group_matched_random,0.81591796875,0.6318359375,4
formal-03,interval,0.05,cross_state_readout,group_matched_random,0.51904296875,0.0380859375,4
formal-04,interval,0.035,state_matched,random_search,0.79296875,0.5859375,1
formal-04,interval,0.035,cross_state_readout,random_search,0.5,0.0,1
formal-04,interval,0.05,state_matched,random_search,0.8359375,0.671875,1
formal-04,interval,0.05,cross_state_readout,random_search,0.5,0.0,1
formal-04,interval,0.035,state_matched,local_search,0.76171875,0.5234375,1
formal-04,interval,0.035,cross_state_readout,local_search,0.5,0.0,1
formal-04,interval,0.05,state_matched,local_search,0.830078125,0.66015625,1
formal-04,interval,0.05,cross_state_readout,local_search,0.5,0.0,1
formal-04,interval,0.035,state_matched,population_search,0.791015625,0.58203125,1
formal-04,interval,0.035,cross_state_readout,population_search,0.498046875,-0.00390625,1
formal-04,interval,0.05,state_matched,population_search,0.837890625,0.67578125,1
formal-04,interval,0.05,cross_state_readout,population_search,0.484375,-0.03125,1
formal-04,interval,0.035,state_matched,specialist_pool_0.035,0.791015625,0.58203125,1
formal-04,interval,0.035,cross_state_readout,specialist_pool_0.035,0.498046875,-0.00390625,1
formal-04,interval,0.05,state_matched,specialist_pool_0.035,0.837890625,0.67578125,1
formal-04,interval,0.05,cross_state_readout,specialist_pool_0.035,0.484375,-0.03125,1
formal-04,interval,0.035,state_matched,specialist_pool_0.05,0.7890625,0.578125,1
formal-04,interval,0.035,cross_state_readout,specialist_pool_0.05,0.498046875,-0.00390625,1
formal-04,interval,0.05,state_matched,specialist_pool_0.05,0.875,0.75,1
formal-04,interval,0.05,cross_state_readout,specialist_pool_0.05,0.5,0.0,1
formal-04,interval,0.035,state_matched,high_degree,0.712890625,0.42578125,1
formal-04,interval,0.035,cross_state_readout,high_degree,0.5,0.0,1
formal-04,interval,0.05,state_matched,high_degree,0.77734375,0.5546875,1
formal-04,interval,0.05,cross_state_readout,high_degree,0.51953125,0.0390625,1
formal-04,interval,0.035,state_matched,spectral,0.701171875,0.40234375,1
formal-04,interval,0.035,cross_state_readout,spectral,0.5,0.0,1
formal-04,interval,0.05,state_matched,spectral,0.775390625,0.55078125,1
formal-04,interval,0.05,cross_state_readout,spectral,0.501953125,0.00390625,1
formal-04,interval,0.035,state_matched,input_energy_degree,0.703125,0.40625,1
formal-04,interval,0.035,cross_state_readout,input_energy_degree,0.501953125,0.00390625,1
formal-04,interval,0.05,state_matched,input_energy_degree,0.701171875,0.40234375,1
formal-04,interval,0.05,cross_state_readout,input_energy_degree,0.474609375,-0.05078125,1
formal-04,interval,0.035,state_matched,input_quota_random,0.740234375,0.48046875,1
formal-04,interval,0.035,cross_state_readout,input_quota_random,0.501953125,0.00390625,1
formal-04,interval,0.05,state_matched,input_quota_random,0.83984375,0.6796875,1
formal-04,interval,0.05,cross_state_readout,input_quota_random,0.49609375,-0.0078125,1
formal-04,interval,0.035,state_matched,unselected_random,0.7734375,0.546875,8
formal-04,interval,0.035,cross_state_readout,unselected_random,0.5,0.0,8
formal-04,interval,0.05,state_matched,unselected_random,0.831298828125,0.66259765625,8
formal-04,interval,0.05,cross_state_readout,unselected_random,0.491455078125,-0.01708984375,8
formal-04,interval,0.035,state_matched,group_matched_random,0.75537109375,0.5107421875,4
formal-04,interval,0.035,cross_state_readout,group_matched_random,0.5107421875,0.021484375,4
formal-04,interval,0.05,state_matched,group_matched_random,0.82373046875,0.6474609375,4
formal-04,interval,0.05,cross_state_readout,group_matched_random,0.4990234375,-0.001953125,4
formal-05,interval,0.035,state_matched,random_search,0.759765625,0.51953125,1
formal-05,interval,0.035,cross_state_readout,random_search,0.5,0.0,1
formal-05,interval,0.05,state_matched,random_search,0.779296875,0.55859375,1
formal-05,interval,0.05,cross_state_readout,random_search,0.505859375,0.01171875,1
formal-05,interval,0.035,state_matched,local_search,0.775390625,0.55078125,1
formal-05,interval,0.035,cross_state_readout,local_search,0.494140625,-0.01171875,1
formal-05,interval,0.05,state_matched,local_search,0.828125,0.65625,1
formal-05,interval,0.05,cross_state_readout,local_search,0.5,0.0,1
formal-05,interval,0.035,state_matched,population_search,0.798828125,0.59765625,1
formal-05,interval,0.035,cross_state_readout,population_search,0.501953125,0.00390625,1
formal-05,interval,0.05,state_matched,population_search,0.798828125,0.59765625,1
formal-05,interval,0.05,cross_state_readout,population_search,0.498046875,-0.00390625,1
formal-05,interval,0.035,state_matched,specialist_pool_0.035,0.775390625,0.55078125,1
formal-05,interval,0.035,cross_state_readout,specialist_pool_0.035,0.54296875,0.0859375,1
formal-05,interval,0.05,state_matched,specialist_pool_0.035,0.826171875,0.65234375,1
formal-05,interval,0.05,cross_state_readout,specialist_pool_0.035,0.49609375,-0.0078125,1
formal-05,interval,0.035,state_matched,specialist_pool_0.05,0.765625,0.53125,1
formal-05,interval,0.035,cross_state_readout,specialist_pool_0.05,0.5,0.0,1
formal-05,interval,0.05,state_matched,specialist_pool_0.05,0.853515625,0.70703125,1
formal-05,interval,0.05,cross_state_readout,specialist_pool_0.05,0.505859375,0.01171875,1
formal-05,interval,0.035,state_matched,high_degree,0.787109375,0.57421875,1
formal-05,interval,0.035,cross_state_readout,high_degree,0.5,0.0,1
formal-05,interval,0.05,state_matched,high_degree,0.84375,0.6875,1
formal-05,interval,0.05,cross_state_readout,high_degree,0.498046875,-0.00390625,1
formal-05,interval,0.035,state_matched,spectral,0.74609375,0.4921875,1
formal-05,interval,0.035,cross_state_readout,spectral,0.5,0.0,1
formal-05,interval,0.05,state_matched,spectral,0.830078125,0.66015625,1
formal-05,interval,0.05,cross_state_readout,spectral,0.48046875,-0.0390625,1
formal-05,interval,0.035,state_matched,input_energy_degree,0.693359375,0.38671875,1
formal-05,interval,0.035,cross_state_readout,input_energy_degree,0.470703125,-0.05859375,1
formal-05,interval,0.05,state_matched,input_energy_degree,0.642578125,0.28515625,1
formal-05,interval,0.05,cross_state_readout,input_energy_degree,0.5,0.0,1
formal-05,interval,0.035,state_matched,input_quota_random,0.71484375,0.4296875,1
formal-05,interval,0.035,cross_state_readout,input_quota_random,0.5,0.0,1
formal-05,interval,0.05,state_matched,input_quota_random,0.8203125,0.640625,1
formal-05,interval,0.05,cross_state_readout,input_quota_random,0.517578125,0.03515625,1
formal-05,interval,0.035,state_matched,unselected_random,0.77001953125,0.5400390625,8
formal-05,interval,0.035,cross_state_readout,unselected_random,0.505126953125,0.01025390625,8
formal-05,interval,0.05,state_matched,unselected_random,0.8251953125,0.650390625,8
formal-05,interval,0.05,cross_state_readout,unselected_random,0.50439453125,0.0087890625,8
formal-05,interval,0.035,state_matched,group_matched_random,0.7666015625,0.533203125,4
formal-05,interval,0.035,cross_state_readout,group_matched_random,0.49609375,-0.0078125,4
formal-05,interval,0.05,state_matched,group_matched_random,0.83203125,0.6640625,4
formal-05,interval,0.05,cross_state_readout,group_matched_random,0.4765625,-0.046875,4
formal-06,interval,0.035,state_matched,random_search,0.779296875,0.55859375,1
formal-06,interval,0.035,cross_state_readout,random_search,0.5,0.0,1
formal-06,interval,0.05,state_matched,random_search,0.8515625,0.703125,1
formal-06,interval,0.05,cross_state_readout,random_search,0.5,0.0,1
formal-06,interval,0.035,state_matched,local_search,0.814453125,0.62890625,1
formal-06,interval,0.035,cross_state_readout,local_search,0.486328125,-0.02734375,1
formal-06,interval,0.05,state_matched,local_search,0.810546875,0.62109375,1
formal-06,interval,0.05,cross_state_readout,local_search,0.498046875,-0.00390625,1
formal-06,interval,0.035,state_matched,population_search,0.796875,0.59375,1
formal-06,interval,0.035,cross_state_readout,population_search,0.494140625,-0.01171875,1
formal-06,interval,0.05,state_matched,population_search,0.8125,0.625,1
formal-06,interval,0.05,cross_state_readout,population_search,0.5,0.0,1
formal-06,interval,0.035,state_matched,specialist_pool_0.035,0.796875,0.59375,1
formal-06,interval,0.035,cross_state_readout,specialist_pool_0.035,0.494140625,-0.01171875,1
formal-06,interval,0.05,state_matched,specialist_pool_0.035,0.8125,0.625,1
formal-06,interval,0.05,cross_state_readout,specialist_pool_0.035,0.5,0.0,1
formal-06,interval,0.035,state_matched,specialist_pool_0.05,0.80859375,0.6171875,1
formal-06,interval,0.035,cross_state_readout,specialist_pool_0.05,0.5,0.0,1
formal-06,interval,0.05,state_matched,specialist_pool_0.05,0.865234375,0.73046875,1
formal-06,interval,0.05,cross_state_readout,specialist_pool_0.05,0.36328125,-0.2734375,1
formal-06,interval,0.035,state_matched,high_degree,0.7109375,0.421875,1
formal-06,interval,0.035,cross_state_readout,high_degree,0.5,0.0,1
formal-06,interval,0.05,state_matched,high_degree,0.822265625,0.64453125,1
formal-06,interval,0.05,cross_state_readout,high_degree,0.5,0.0,1
formal-06,interval,0.035,state_matched,spectral,0.6953125,0.390625,1
formal-06,interval,0.035,cross_state_readout,spectral,0.5,0.0,1
formal-06,interval,0.05,state_matched,spectral,0.79296875,0.5859375,1
formal-06,interval,0.05,cross_state_readout,spectral,0.5,0.0,1
formal-06,interval,0.035,state_matched,input_energy_degree,0.64453125,0.2890625,1
formal-06,interval,0.035,cross_state_readout,input_energy_degree,0.5,0.0,1
formal-06,interval,0.05,state_matched,input_energy_degree,0.693359375,0.38671875,1
formal-06,interval,0.05,cross_state_readout,input_energy_degree,0.529296875,0.05859375,1
formal-06,interval,0.035,state_matched,input_quota_random,0.7890625,0.578125,1
formal-06,interval,0.035,cross_state_readout,input_quota_random,0.501953125,0.00390625,1
formal-06,interval,0.05,state_matched,input_quota_random,0.8125,0.625,1
formal-06,interval,0.05,cross_state_readout,input_quota_random,0.482421875,-0.03515625,1
formal-06,interval,0.035,state_matched,unselected_random,0.739990234375,0.47998046875,8
formal-06,interval,0.035,cross_state_readout,unselected_random,0.4951171875,-0.009765625,8
formal-06,interval,0.05,state_matched,unselected_random,0.843017578125,0.68603515625,8
formal-06,interval,0.05,cross_state_readout,unselected_random,0.45751953125,-0.0849609375,8
formal-06,interval,0.035,state_matched,group_matched_random,0.78857421875,0.5771484375,4
formal-06,interval,0.035,cross_state_readout,group_matched_random,0.51123046875,0.0224609375,4
formal-06,interval,0.05,state_matched,group_matched_random,0.82568359375,0.6513671875,4
formal-06,interval,0.05,cross_state_readout,group_matched_random,0.47900390625,-0.0419921875,4
formal-07,interval,0.035,state_matched,random_search,0.841796875,0.68359375,1
formal-07,interval,0.035,cross_state_readout,random_search,0.49609375,-0.0078125,1
formal-07,interval,0.05,state_matched,random_search,0.822265625,0.64453125,1
formal-07,interval,0.05,cross_state_readout,random_search,0.5078125,0.015625,1
formal-07,interval,0.035,state_matched,local_search,0.8125,0.625,1
formal-07,interval,0.035,cross_state_readout,local_search,0.5,0.0,1
formal-07,interval,0.05,state_matched,local_search,0.8515625,0.703125,1
formal-07,interval,0.05,cross_state_readout,local_search,0.4921875,-0.015625,1
formal-07,interval,0.035,state_matched,population_search,0.83203125,0.6640625,1
formal-07,interval,0.035,cross_state_readout,population_search,0.49609375,-0.0078125,1
formal-07,interval,0.05,state_matched,population_search,0.86328125,0.7265625,1
formal-07,interval,0.05,cross_state_readout,population_search,0.498046875,-0.00390625,1
formal-07,interval,0.035,state_matched,specialist_pool_0.035,0.841796875,0.68359375,1
formal-07,interval,0.035,cross_state_readout,specialist_pool_0.035,0.57421875,0.1484375,1
formal-07,interval,0.05,state_matched,specialist_pool_0.035,0.826171875,0.65234375,1
formal-07,interval,0.05,cross_state_readout,specialist_pool_0.035,0.50390625,0.0078125,1
formal-07,interval,0.035,state_matched,specialist_pool_0.05,0.79296875,0.5859375,1
formal-07,interval,0.035,cross_state_readout,specialist_pool_0.05,0.501953125,0.00390625,1
formal-07,interval,0.05,state_matched,specialist_pool_0.05,0.875,0.75,1
formal-07,interval,0.05,cross_state_readout,specialist_pool_0.05,0.5,0.0,1
formal-07,interval,0.035,state_matched,high_degree,0.708984375,0.41796875,1
formal-07,interval,0.035,cross_state_readout,high_degree,0.498046875,-0.00390625,1
formal-07,interval,0.05,state_matched,high_degree,0.80859375,0.6171875,1
formal-07,interval,0.05,cross_state_readout,high_degree,0.4453125,-0.109375,1
formal-07,interval,0.035,state_matched,spectral,0.71875,0.4375,1
formal-07,interval,0.035,cross_state_readout,spectral,0.5,0.0,1
formal-07,interval,0.05,state_matched,spectral,0.8125,0.625,1
formal-07,interval,0.05,cross_state_readout,spectral,0.57421875,0.1484375,1
formal-07,interval,0.035,state_matched,input_energy_degree,0.673828125,0.34765625,1
formal-07,interval,0.035,cross_state_readout,input_energy_degree,0.482421875,-0.03515625,1
formal-07,interval,0.05,state_matched,input_energy_degree,0.69140625,0.3828125,1
formal-07,interval,0.05,cross_state_readout,input_energy_degree,0.513671875,0.02734375,1
formal-07,interval,0.035,state_matched,input_quota_random,0.73828125,0.4765625,1
formal-07,interval,0.035,cross_state_readout,input_quota_random,0.5,0.0,1
formal-07,interval,0.05,state_matched,input_quota_random,0.8203125,0.640625,1
formal-07,interval,0.05,cross_state_readout,input_quota_random,0.42578125,-0.1484375,1
formal-07,interval,0.035,state_matched,unselected_random,0.795166015625,0.59033203125,8
formal-07,interval,0.035,cross_state_readout,unselected_random,0.496826171875,-0.00634765625,8
formal-07,interval,0.05,state_matched,unselected_random,0.848388671875,0.69677734375,8
formal-07,interval,0.05,cross_state_readout,unselected_random,0.490234375,-0.01953125,8
formal-07,interval,0.035,state_matched,group_matched_random,0.7998046875,0.599609375,4
formal-07,interval,0.035,cross_state_readout,group_matched_random,0.50830078125,0.0166015625,4
formal-07,interval,0.05,state_matched,group_matched_random,0.8427734375,0.685546875,4
formal-07,interval,0.05,cross_state_readout,group_matched_random,0.4638671875,-0.072265625,4
formal-08,interval,0.035,state_matched,random_search,0.8203125,0.640625,1
formal-08,interval,0.035,cross_state_readout,random_search,0.5,0.0,1
formal-08,interval,0.05,state_matched,random_search,0.814453125,0.62890625,1
formal-08,interval,0.05,cross_state_readout,random_search,0.5078125,0.015625,1
formal-08,interval,0.035,state_matched,local_search,0.78515625,0.5703125,1
formal-08,interval,0.035,cross_state_readout,local_search,0.45703125,-0.0859375,1
formal-08,interval,0.05,state_matched,local_search,0.837890625,0.67578125,1
formal-08,interval,0.05,cross_state_readout,local_search,0.5,0.0,1
formal-08,interval,0.035,state_matched,population_search,0.794921875,0.58984375,1
formal-08,interval,0.035,cross_state_readout,population_search,0.4921875,-0.015625,1
formal-08,interval,0.05,state_matched,population_search,0.822265625,0.64453125,1
formal-08,interval,0.05,cross_state_readout,population_search,0.494140625,-0.01171875,1
formal-08,interval,0.035,state_matched,specialist_pool_0.035,0.794921875,0.58984375,1
formal-08,interval,0.035,cross_state_readout,specialist_pool_0.035,0.4921875,-0.015625,1
formal-08,interval,0.05,state_matched,specialist_pool_0.035,0.822265625,0.64453125,1
formal-08,interval,0.05,cross_state_readout,specialist_pool_0.035,0.494140625,-0.01171875,1
formal-08,interval,0.035,state_matched,specialist_pool_0.05,0.78125,0.5625,1
formal-08,interval,0.035,cross_state_readout,specialist_pool_0.05,0.46875,-0.0625,1
formal-08,interval,0.05,state_matched,specialist_pool_0.05,0.806640625,0.61328125,1
formal-08,interval,0.05,cross_state_readout,specialist_pool_0.05,0.5,0.0,1
formal-08,interval,0.035,state_matched,high_degree,0.78515625,0.5703125,1
formal-08,interval,0.035,cross_state_readout,high_degree,0.498046875,-0.00390625,1
formal-08,interval,0.05,state_matched,high_degree,0.798828125,0.59765625,1
formal-08,interval,0.05,cross_state_readout,high_degree,0.48046875,-0.0390625,1
formal-08,interval,0.035,state_matched,spectral,0.720703125,0.44140625,1
formal-08,interval,0.035,cross_state_readout,spectral,0.5,0.0,1
formal-08,interval,0.05,state_matched,spectral,0.763671875,0.52734375,1
formal-08,interval,0.05,cross_state_readout,spectral,0.49609375,-0.0078125,1
formal-08,interval,0.035,state_matched,input_energy_degree,0.61328125,0.2265625,1
formal-08,interval,0.035,cross_state_readout,input_energy_degree,0.498046875,-0.00390625,1
formal-08,interval,0.05,state_matched,input_energy_degree,0.681640625,0.36328125,1
formal-08,interval,0.05,cross_state_readout,input_energy_degree,0.50390625,0.0078125,1
formal-08,interval,0.035,state_matched,input_quota_random,0.759765625,0.51953125,1
formal-08,interval,0.035,cross_state_readout,input_quota_random,0.56640625,0.1328125,1
formal-08,interval,0.05,state_matched,input_quota_random,0.806640625,0.61328125,1
formal-08,interval,0.05,cross_state_readout,input_quota_random,0.498046875,-0.00390625,1
formal-08,interval,0.035,state_matched,unselected_random,0.75830078125,0.5166015625,8
formal-08,interval,0.035,cross_state_readout,unselected_random,0.499755859375,-0.00048828125,8
formal-08,interval,0.05,state_matched,unselected_random,0.793701171875,0.58740234375,8
formal-08,interval,0.05,cross_state_readout,unselected_random,0.486328125,-0.02734375,8
formal-08,interval,0.035,state_matched,group_matched_random,0.76806640625,0.5361328125,4
formal-08,interval,0.035,cross_state_readout,group_matched_random,0.498046875,-0.00390625,4
formal-08,interval,0.05,state_matched,group_matched_random,0.791015625,0.58203125,4
formal-08,interval,0.05,cross_state_readout,group_matched_random,0.5009765625,0.001953125,4
formal-09,interval,0.035,state_matched,random_search,0.78515625,0.5703125,1
formal-09,interval,0.035,cross_state_readout,random_search,0.501953125,0.00390625,1
formal-09,interval,0.05,state_matched,random_search,0.833984375,0.66796875,1
formal-09,interval,0.05,cross_state_readout,random_search,0.4921875,-0.015625,1
formal-09,interval,0.035,state_matched,local_search,0.78515625,0.5703125,1
formal-09,interval,0.035,cross_state_readout,local_search,0.501953125,0.00390625,1
formal-09,interval,0.05,state_matched,local_search,0.833984375,0.66796875,1
formal-09,interval,0.05,cross_state_readout,local_search,0.4921875,-0.015625,1
formal-09,interval,0.035,state_matched,population_search,0.78515625,0.5703125,1
formal-09,interval,0.035,cross_state_readout,population_search,0.501953125,0.00390625,1
formal-09,interval,0.05,state_matched,population_search,0.833984375,0.66796875,1
formal-09,interval,0.05,cross_state_readout,population_search,0.4921875,-0.015625,1
formal-09,interval,0.035,state_matched,specialist_pool_0.035,0.78515625,0.5703125,1
formal-09,interval,0.035,cross_state_readout,specialist_pool_0.035,0.501953125,0.00390625,1
formal-09,interval,0.05,state_matched,specialist_pool_0.035,0.833984375,0.66796875,1
formal-09,interval,0.05,cross_state_readout,specialist_pool_0.035,0.4921875,-0.015625,1
formal-09,interval,0.035,state_matched,specialist_pool_0.05,0.802734375,0.60546875,1
formal-09,interval,0.035,cross_state_readout,specialist_pool_0.05,0.501953125,0.00390625,1
formal-09,interval,0.05,state_matched,specialist_pool_0.05,0.85546875,0.7109375,1
formal-09,interval,0.05,cross_state_readout,specialist_pool_0.05,0.5,0.0,1
formal-09,interval,0.035,state_matched,high_degree,0.705078125,0.41015625,1
formal-09,interval,0.035,cross_state_readout,high_degree,0.5,0.0,1
formal-09,interval,0.05,state_matched,high_degree,0.81640625,0.6328125,1
formal-09,interval,0.05,cross_state_readout,high_degree,0.5,0.0,1
formal-09,interval,0.035,state_matched,spectral,0.6875,0.375,1
formal-09,interval,0.035,cross_state_readout,spectral,0.5,0.0,1
formal-09,interval,0.05,state_matched,spectral,0.771484375,0.54296875,1
formal-09,interval,0.05,cross_state_readout,spectral,0.5,0.0,1
formal-09,interval,0.035,state_matched,input_energy_degree,0.689453125,0.37890625,1
formal-09,interval,0.035,cross_state_readout,input_energy_degree,0.49609375,-0.0078125,1
formal-09,interval,0.05,state_matched,input_energy_degree,0.689453125,0.37890625,1
formal-09,interval,0.05,cross_state_readout,input_energy_degree,0.49609375,-0.0078125,1
formal-09,interval,0.035,state_matched,input_quota_random,0.693359375,0.38671875,1
formal-09,interval,0.035,cross_state_readout,input_quota_random,0.5234375,0.046875,1
formal-09,interval,0.05,state_matched,input_quota_random,0.828125,0.65625,1
formal-09,interval,0.05,cross_state_readout,input_quota_random,0.498046875,-0.00390625,1
formal-09,interval,0.035,state_matched,unselected_random,0.76318359375,0.5263671875,8
formal-09,interval,0.035,cross_state_readout,unselected_random,0.502685546875,0.00537109375,8
formal-09,interval,0.05,state_matched,unselected_random,0.80419921875,0.6083984375,8
formal-09,interval,0.05,cross_state_readout,unselected_random,0.492431640625,-0.01513671875,8
formal-09,interval,0.035,state_matched,group_matched_random,0.76611328125,0.5322265625,4
