subject,activity_selectivity_residual_delta_rho
619293,0.0067929095714218
619296,0.0214370728590808
620333,0.0299747210057643
620334,0.0085077405996864
625545,0.0130584338070699
625554,0.0110148081311889
625555,0.0241427562034905
630506,-0.0131697056484283
631510,0.0382243265543373
631570,0.035853212565025
633229,0.0226179647601639
637484,-0.0041468742690304
