cortical_layer,C_primary_shared
6a,1.2029917495691018
6a,0.7963853854125782
2/3,0.9921116951382593
5,1.4290807588111814
5,1.2073230917369182
5,0.9935964307424848
5,0.9467093556062156
5,1.6344772329631176
MISSING,1.5131837836974635
MISSING,1.2677455572656362
MISSING,1.0871024604300454
MISSING,1.3624107465411313
5,1.1342017109015383
5,1.395002822381134
6a,1.2871183507292578
5,1.3759982527591528
5,1.3045891621001815
5,1.2307322901851991
5,1.3733050814741072
5,1.491189975649164
6a,1.161640667404432
6a,1.446763867971602
5,1.450611850492518
6a,1.280504159523472
5,1.4343558325494796
6a,1.091250639916998
4,1.5450246207086504
6a,1.5550421912245884
6a,1.4014338749763795
6a,1.6007020639965166
2/3,1.6525504307623051
2/3,0.5961118021832936
4,0.8572941686617468
MISSING,0.578719137945837
5,1.1076862135939456
5,0.8838334067161838
5,1.513276094529992
5,1.5251491544172089
5,1.4359223054402683
MISSING,1.1996652087971662
MISSING,1.3775746247168592
2/3,0.7887546933051337
2/3,1.3748872530361247
MISSING,1.415712347874669
6a,1.114443992139268
4,1.3201889354876453
4,0.7303243042614832
6a,1.4237370789616164
2/3,1.2072646002677103
6a,1.0366214921065635
2/3,1.352368538247284
2/3,1.0005388550655654
6a,1.2761785868335964
6a,1.2082618180657925
6a,1.1964373969298707
6a,1.1190518934722455
6a,1.195299553473134
6a,1.4429356612346207
4,1.23615057640156
4,1.2381193373136348
5,0.9659810371868832
4,1.3098005286182692
4,1.279435396429418
4,1.258490724284228
4,1.3204174798640276
4,1.3312706884987584
4,1.3147554845173854
4,1.4714526710517235
4,1.5452768658801208
5,1.5444916571740022
6a,1.4402273257785374
5,1.4885233125878004
4,1.146317985122078
4,1.3426687187557504
4,1.1761286366410466
4,1.4088355198348532
5,1.4335923224067135
4,1.2846956826794536
6a,0.6567970714226318
5,1.3430717115322752
5,1.4015417229298666
5,1.4060513354930686
6a,1.3599226948669565
6a,1.3651838429405234
5,1.2509174011641768
5,1.361558717165148
4,1.4306490825830247
4,1.422045962430833
5,1.514150261570052
4,1.4982163457181878
4,1.3044846484045909
5,1.5315625390217742
5,1.2399996339420023
4,1.3823863986877782
5,0.8352489178852465
5,1.4706669627226308
4,1.17690010755744
4,1.2472852798474214
4,1.4454568617087438
4,1.2870332597413134
5,1.6062665248222356
5,1.3366625154867722
4,1.722337511969863
6a,1.0675453729102973
5,1.387434208629103
4,1.1736581531568242
4,1.1383387619673992
4,1.4552443478601178
4,1.2495069867196624
4,1.279907092608916
5,1.055020520690027
5,1.163678462532104
5,1.3493059709392523
5,1.3749799434302403
5,0.6204662542321371
MISSING,1.1771568922416993
MISSING,1.2819371709417935
MISSING,1.3865181164358755
MISSING,1.0278864705308792
5,1.1542164231840486
2/3,1.0926579121084767
5,0.5619706995110947
6a,0.9660526410273312
6a,0.8204816991856339
5,1.1007576395973886
6a,0.7054518400727994
6a,1.5065703945033548
4,1.3818855033085895
2/3,1.3784532838752952
5,1.4645228736201743
2/3,1.2312849654209703
2/3,1.38824534415102
5,1.3405387814146013
5,1.2867557785763026
6a,1.5149520238764014
2/3,1.4466339800038028
2/3,0.8843314519617844
2/3,1.3647397259723046
2/3,1.322755118586428
2/3,1.2361022395795958
2/3,0.9210997490708988
4,1.2248509929928402
5,1.2879239017661437
2/3,1.3919629881522864
6a,0.8199825126833256
6a,1.240783858720211
MISSING,1.2098728507042589
MISSING,1.618769706669115
6a,1.4271462724326265
6a,0.6739372312600562
6a,1.4049711725920253
6a,1.442851424363843
6a,0.9061256968600976
6a,1.2626067177667295
6a,1.3804444985824145
6a,1.3298537227816132
6a,1.2408932515629254
6a,0.7390081721148325
5,0.788213286921086
5,0.7337612807600036
5,0.8537670922006799
5,1.1425944963932126
4,1.3377269365740152
5,1.117117036866469
4,1.1589415940431234
