subject,decoder_auc_crossover
619293,-0.0192047425926616
619296,0.0189255418629783
620333,0.0017934868296512
620334,0.0140031574954417
625545,0.0401156010218797
625554,0.0386632280212731
625555,0.0310471140972771
630506,0.025206031888273
631510,0.0588883516995336
631570,0.0204697159279303
633229,0.0035165560359502
637484,0.0172589996706298
