variant,graph_seed,repeat,k,source_state,target_state,validation_seed,actual_noise_seed,alternative_spectral_score,rhythm_score,mean_rate_hz,dominant_frequency_hz,spectral_concentration,spectral_entropy,synchrony_proxy,silent_fraction
primary,93003,9,32,transition_mid,transition_mid,9601,93003288610,0.6912981271743774,0.5131053924560547,20.287105560302734,69.5,0.845380961894989,0.18226440250873566,0.9554370641708374,0.0
primary,93003,9,32,sparse_drive,transition_mid,9601,93003288610,0.65840744972229,0.48610353469848633,20.294918060302734,69.5,0.8211191892623901,0.19815851747989655,0.9467363953590393,0.0
primary,93003,9,32,transition_mid,transition_mid,9602,93003288611,0.684909462928772,0.5162947177886963,20.292966842651367,69.5,0.8477205634117126,0.1920575201511383,0.9817315936088562,0.0
primary,93003,9,32,sparse_drive,transition_mid,9602,93003288611,0.2571668028831482,0.19304591417312622,20.330074310302734,69.5,0.39787757396698,0.3536534309387207,0.9744750261306763,0.0
primary,93003,9,32,transition_mid,transition_mid,9603,93003288612,0.5116021037101746,0.36852315068244934,20.296871185302734,69.5,0.7236021161079407,0.2929787039756775,0.9083337187767029,0.0
primary,93003,9,32,sparse_drive,transition_mid,9603,93003288612,0.2652099132537842,0.18753066658973694,20.341793060302734,70.0,0.43771517276763916,0.39410385489463806,0.8813654780387878,0.0
primary,93003,9,32,transition_mid,transition_mid,9604,93003288613,0.4940214157104492,0.3638368248939514,20.292964935302734,69.5,0.6912828087806702,0.2853555381298065,0.9427427053451538,0.0
primary,93003,9,32,sparse_drive,transition_mid,9604,93003288613,0.6321998834609985,0.47715750336647034,20.322261810302734,69.5,0.8082860112190247,0.21785131096839905,0.9839187860488892,0.0
primary,93003,9,32,transition_mid,transition_mid,9605,93003288614,0.3719671964645386,0.27384305000305176,20.304683685302734,69.5,0.5675936341285706,0.34465929865837097,0.9421361088752747,0.0
primary,93003,9,32,sparse_drive,transition_mid,9605,93003288614,0.5918226838111877,0.4338955879211426,20.330074310302734,69.5,0.7735511660575867,0.23492750525474548,0.9355073571205139,0.0
primary,93003,9,32,transition_mid,transition_mid,9606,93003288615,0.35099753737449646,0.2646685838699341,20.283199310302734,69.5,0.5260262489318848,0.33273762464523315,0.9822698831558228,0.0
primary,93003,9,32,sparse_drive,transition_mid,9606,93003288615,0.6452394723892212,0.4800087511539459,20.308589935302734,69.5,0.8179067969322205,0.21110883355140686,0.9592081904411316,0.0
primary,93003,9,32,transition_mid,transition_mid,9607,93003288616,0.7023577094078064,0.5154668688774109,20.306636810302734,69.5,0.8497816324234009,0.1734844446182251,0.93714839220047,0.0
primary,93003,9,32,sparse_drive,transition_mid,9607,93003288616,0.5999572277069092,0.4545491933822632,20.335933685302734,69.5,0.7915908098220825,0.24208664894104004,0.9906421899795532,0.0
primary,93003,9,32,transition_mid,transition_mid,9608,93003288617,0.6063802242279053,0.4466366469860077,20.310543060302734,69.5,0.7760579586029053,0.21864059567451477,0.9429222345352173,0.0
primary,93003,9,32,sparse_drive,transition_mid,9608,93003288617,0.7111787796020508,0.5284414887428284,20.330074310302734,69.5,0.8605167865753174,0.17354455590248108,0.957255482673645,0.0
primary,93003,9,32,transition_mid,sparse_drive,9601,93003288610,0.6969215273857117,0.5150064826011658,21.662105560302734,69.5,0.8562911152839661,0.18611614406108856,0.9482139945030212,0.0
primary,93003,9,32,sparse_drive,sparse_drive,9601,93003288610,0.2890984117984772,0.20072400569915771,21.814449310302734,70.0,0.5020110011100769,0.42411935329437256,0.8562301993370056,0.0
primary,93003,9,32,transition_mid,sparse_drive,9602,93003288611,0.22049733996391296,0.15839418768882751,21.658199310302734,69.5,0.37537655234336853,0.4125969409942627,0.9042266011238098,0.0
primary,93003,9,32,sparse_drive,sparse_drive,9602,93003288611,0.3235322833061218,0.2178274244070053,21.779293060302734,70.0,0.5241519808769226,0.3827509582042694,0.8167166113853455,0.0
primary,93003,9,32,transition_mid,sparse_drive,9603,93003288612,0.7121506333351135,0.526718258857727,21.671871185302734,69.5,0.8690853118896484,0.18057456612586975,0.949631929397583,0.0
primary,93003,9,32,sparse_drive,sparse_drive,9603,93003288612,0.19811387360095978,0.1428108662366867,21.732418060302734,69.5,0.34011515974998474,0.4175094664096832,0.9094172716140747,0.0
primary,93003,9,32,transition_mid,sparse_drive,9604,93003288613,0.28606608510017395,0.20755408704280853,21.757808685302734,70.0,0.47868457436561584,0.402391254901886,0.9192574620246887,0.0
primary,93003,9,32,sparse_drive,sparse_drive,9604,93003288613,0.6567991375923157,0.454586923122406,21.736324310302734,70.0,0.8283726572990417,0.20712117850780487,0.8520227074623108,0.0
primary,93003,9,32,transition_mid,sparse_drive,9605,93003288614,0.4552244544029236,0.33337169885635376,21.744136810302734,69.5,0.6703318357467651,0.32089683413505554,0.9337204694747925,0.0
primary,93003,9,32,sparse_drive,sparse_drive,9605,93003288614,0.47530803084373474,0.34676721692085266,21.718746185302734,70.0,0.6932193040847778,0.3143467903137207,0.9277926683425903,0.0
primary,93003,9,32,transition_mid,sparse_drive,9606,93003288615,0.4130397439002991,0.3068394958972931,21.667964935302734,69.5,0.6389929056167603,0.35360822081565857,0.9568785429000854,0.0
primary,93003,9,32,sparse_drive,sparse_drive,9606,93003288615,0.38799697160720825,0.2828912138938904,21.644527435302734,69.5,0.6071144938468933,0.3609163165092468,0.9268176555633545,0.0
primary,93003,9,32,transition_mid,sparse_drive,9607,93003288616,0.27958959341049194,0.2002473920583725,21.730464935302734,70.0,0.46971091628074646,0.4047623872756958,0.8998381495475769,0.0
primary,93003,9,32,sparse_drive,sparse_drive,9607,93003288616,0.6785674095153809,0.471503347158432,21.736324310302734,70.0,0.8489717841148376,0.200718492269516,0.8572753071784973,0.0
primary,93003,9,32,transition_mid,sparse_drive,9608,93003288617,0.6384300589561462,0.4761559069156647,21.679683685302734,69.5,0.8164796233177185,0.21806985139846802,0.9634755849838257,0.0
primary,93003,9,32,sparse_drive,sparse_drive,9608,93003288617,0.2486007660627365,0.1807713359594345,21.744136810302734,70.0,0.42614200711250305,0.41662460565567017,0.9226639270782471,0.0
