subject,delta_rho
619293,0.0065187094528282
619296,0.0220173042878423
620333,0.0301912583782851
620334,0.0074311151741661
625545,0.0150996571921385
625554,0.0075730862203706
625555,0.0244729471722898
630506,-0.0144570863786851
631510,0.0322618744896695
631570,0.0348779685265082
633229,0.0251004577093519
637484,-0.005092955486673
