cre_type,C_primary_shared
sst,1.3752023020050466
sst,1.202429822010806
sst,1.3151787646963011
ntsr1,1.3412195471712245
unknown,1.346197854132623
unknown,1.4524001071969976
ntsr1,1.457150750126717
sst,1.124303474806707
sst,1.1671232592163772
tlx3,1.130013041278127
vip,1.5391979182761857
sst,1.446609106881102
pvalb,0.8083356243432263
sst,1.2571735584695487
sst,0.9916606382639434
ntsr1,1.628746046193878
sst,0.8481811912204593
unknown,1.4993255086338884
unknown,1.306952559215537
sst,1.2638186927778017
sst,1.6081785781025544
unknown,1.4143398860600729
unknown,1.2722989808615548
tlx3,1.2408906493866552
unknown,1.5469417715891267
vip,0.8661565638142263
unknown,1.377934300634857
unknown,1.3927967192369737
vip,1.4440461172603698
vip,1.22310814984617
unknown,1.371158467121776
vip,1.2196905160925064
unknown,1.2630394380876853
vip,1.3061411848085338
vip,1.0692833784335545
vip,0.9948311229586548
vip,1.4898895557579936
vip,1.5979766613038575
unknown,1.3312465597779766
vip,1.547547143018659
sst,1.0912364077355228
unknown,1.3051011122228318
sst,1.1678052487489488
unknown,1.313991740615165
unknown,1.2939603972791458
sst,0.916741402403678
vip,1.3696111483645992
unknown,1.3290362327647367
unknown,1.50391928055529
unknown,0.9545823365523932
unknown,1.4452378821678191
ntsr1,1.415289483677875
ntsr1,1.4262415276285842
unknown,1.412420668164179
unknown,1.42178115635959
unknown,1.2276681060737369
unknown,1.3332155044991545
unknown,1.2331702074023625
unknown,1.5139950695665427
unknown,1.544168636014399
ntsr1,1.4742804990387322
ntsr1,1.4297772688256398
unknown,1.5168802443299725
vip,0.8741378412293189
vip,1.0849104431690284
unknown,1.3518313512978286
unknown,1.3591875830728934
vip,1.4869698304915318
pvalb,0.8922821348855323
vip,0.8430404889130352
unknown,1.3512344551148658
unknown,1.4371476233739924
vip,1.1568788669886478
unknown,1.118884952408065
vip,0.6836433909509042
unknown,1.508001633047512
pvalb,0.9240767075033652
unknown,0.8366186613637134
pvalb,0.5737608617227387
unknown,1.383818223539926
vip,1.1751062495660454
unknown,1.3570996108732334
unknown,1.2335718367539397
unknown,1.2580083745960426
sim1,1.229183778638615
sim1,1.3975705245095909
unknown,1.4166768012610462
unknown,1.3727500569213689
sim1,1.6381636177919128
sim1,1.754511511686501
sim1,1.4640373592574898
sim1,1.379094379358503
sim1,1.4107672257691584
sim1,1.462876067340475
sim1,1.4761843010439093
sim1,1.563981123518013
sim1,1.5114416499906584
sim1,1.5640439876069796
sim1,1.4157318501887095
sim1,1.53431142905677
sim1,1.146270580589266
unknown,1.396529083380167
sim1,1.70373190856144
sim1,1.5594060776753371
sim1,1.633353735207658
sim1,1.2009431665497374
sim1,1.644053867837138
pvalb,0.812932461027583
sst,1.1933138518745423
sst,1.2545709639956308
sst,1.143966765753405
unknown,1.4849162494675892
tlx3,1.337588558660985
pvalb,0.8257985541900567
unknown,1.469003007629221
pvalb,1.0293871772484686
unknown,1.2121919666877512
unknown,1.3578390964553404
unknown,1.3615276864047097
unknown,1.3342325713396517
ntsr1,0.9346209236432016
unknown,1.4598651043729711
unknown,1.0105487183018818
unknown,1.34303621892348
unknown,1.4862234007672666
unknown,1.1738130182838604
unknown,1.3381699439976849
ntsr1,1.1401511632243968
ntsr1,1.2872848240918973
ntsr1,1.577662197068675
unknown,1.2572033463399188
unknown,1.474323328368112
unknown,1.408011605556433
ntsr1,1.2910515766056692
sst,1.323375664590534
ntsr1,1.3166629061977182
unknown,1.3819129593269148
unknown,1.488877468281989
unknown,1.3814974587515916
unknown,1.4698718127031751
sim1,1.5575824861572338
sim1,1.4920883254449584
sim1,1.4555300734510768
sim1,1.6430231379605078
sim1,1.4352197023695663
sim1,1.5263365152582666
sim1,1.4155781080289274
sim1,1.389942452686855
sim1,1.5306103698172222
tlx3,1.4667254490567518
tlx3,1.3368632177327282
tlx3,1.43650102877442
tlx3,1.394432849377182
tlx3,1.3933465096075397
tlx3,1.4322375848985274
sim1,1.4496292053649158
sim1,1.727706278585408
tlx3,1.4212335453420315
tlx3,1.3503857475776877
tlx3,1.6755224300979086
tlx3,1.627694998281804
pvalb,0.5979489116390571
vip,1.3857780757955267
tlx3,1.324479157214928
vip,1.2838982340375351
vip,1.395967028406804
tlx3,1.294206611072008
unknown,1.3390973831977468
tlx3,1.5973725716040588
tlx3,1.5435474423350477
tlx3,1.3805327591349796
vip,1.2308957863970025
vip,1.166371380464172
vip,1.4221576317600864
vip,1.3279225581120129
tlx3,1.3812564008300576
unknown,1.196302207870301
unknown,1.2994859188873162
unknown,1.2165095997907698
tlx3,1.2599906092455913
tlx3,1.3653936932463049
tlx3,1.431675346190632
tlx3,1.343250175697537
vip,1.2662081530960407
unknown,1.1695108772288814
sst,1.384299332816145
sst,1.1777267029363103
sim1,1.3250075403362678
sim1,1.3297697679288856
unknown,1.4088198944371542
tlx3,1.556087485449679
tlx3,1.6161796105735866
unknown,1.3170529120751286
tlx3,1.534725055538031
pvalb,1.0682072246237655
pvalb,0.9314075088269236
unknown,1.567501797768962
pvalb,1.407724657399755
tlx3,1.6570726567115956
tlx3,1.5827295038621578
unknown,1.4657316067602113
unknown,1.503646962550536
ntsr1,1.085152712425529
pvalb,0.7165421542252507
unknown,1.4499007175136671
tlx3,1.3953615098729193
tlx3,1.381282229348243
pvalb,1.1066142776901304
ntsr1,1.2705209253005911
pvalb,1.0824548692289355
pvalb,1.0063630269363582
unknown,1.4002847807101688
unknown,1.2539510658718669
ntsr1,1.41708523708054
pvalb,1.2555153299387238
unknown,1.3786234512837396
vip,1.1309556471129667
unknown,1.5509304563427535
pvalb,1.3664013782552709
ntsr1,1.3556739438706942
unknown,1.3731290121016655
unknown,1.3981584299060263
ntsr1,1.2533441191718102
pvalb,0.8662717542181
vip,1.2684675507236212
vip,1.358035733142256
tlx3,1.2116738433832954
unknown,1.3071002847919826
sst,1.2842243714313666
vip,1.3299323663346971
sst,0.6506481561722076
pvalb,0.7214647966482028
unknown,1.277308646716235
unknown,1.657420554344993
pvalb,1.1513587862966372
ntsr1,1.207712196369328
pvalb,1.2434977256630595
pvalb,0.6897608410650446
ntsr1,1.7592213650717272
ntsr1,1.3273286920230778
ntsr1,1.0287346493254053
sst,1.1753652661288376
sst,1.151302786913803
pvalb,1.0938579221066038
pvalb,0.993960111248814
unknown,1.197361889064324
pvalb,0.9675238106373034
sst,1.0113724544302418
unknown,1.4819756272176832
pvalb,0.8290648607803568
ntsr1,1.1997504977723672
unknown,1.258656682954305
pvalb,1.0110432697226464
pvalb,0.4830013707426542
sst,1.1778148205492591
