complexity_fraction,mean,std,n,sem,ci95
0.0,5.013540596300613,1.7441637667692393,4,0.8720818833846197,1.7092804914338546
0.015625,2.077918184514225,1.3352210886320504,12,0.38544512747468973,0.7554724498503919
0.0625,1.1801382244700565,0.5205053279876445,12,0.1502569456141505,0.294503613403735
1.0,2.174654231195576,0.18555060065245854,4,0.09277530032622927,0.18183958863940936
