graph_seed,k,mid_home_advantage,sparse_home_advantage,crossover_interaction
42001,8,0.0677794386089468,0.0726402916479855,0.0702098651284661
42001,32,0.0878107238871355,0.0828927739833792,0.0853517489352573
42001,64,0.0288544325934102,0.1344066512150069,0.0816305419042085
42002,8,0.0774983503700544,0.0618154057689631,0.0696568780695088
42002,32,0.0282265165199836,0.0990140895203997,0.0636203030201917
42002,64,0.027888364624232,0.0371842801881333,0.0325363224061826
42003,8,-0.0087792466122967,0.0249279778799973,0.0080743656338503
42003,32,0.0565363387577235,0.0331483422778546,0.0448423405177891
42003,64,0.0185451641057928,0.092616301185141,0.0555807326454669
